year,city,sector,stage,investor_type_mix,new_or_existing,capital_inr_mn,rounds,disclosed_only,notes
2025,Mumbai,healthtech pharmacy,Series C (total),CVC-corporate/VC,new_or_mixed,7284.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,D2C fashion,Series B,/PE/Venture Capital,new_or_mixed,6821.7,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech wealthtech,IPO,unknown,new_or_mixed,6632.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi,ev commercial,Series D,unknown,new_or_mixed,6380.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,insurtech,Series,unknown,new_or_mixed,5999.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,insurtech,Series C,/VC/impact_fund,new_or_mixed,5999.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,proptech coworking,IPO,,new_or_mixed,5825.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech study-abroad,Series E,PE/VC,new_or_mixed,5570.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,D2C jewellery,Series C,/PE/family office/PE,new_or_mixed,5300.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech payments infrastructure,Series D,Investment/PE/VC,new_or_mixed,5142.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,AI / conversational SaaS,"Series F extension (equity+debt, unpriced)",Debt Fund/Venture Capital,new_or_mixed,5142.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Hyderabad,spacetech infra,UNKNOWN (fund investment; round type unverified),unknown,new_or_mixed,5142.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech,Preferential shares (NBFC capital),unknown,new_or_mixed,5000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pune,agritech / crop inputs,Equity funding,,new_or_mixed,4940.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,defence drones,ccps,unknown,new_or_mixed,4850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,govtech saas,Growth Capital,,new_or_mixed,4600.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pune,SaaS / contract lifecycle management,Series F/G (label conflicts),,new_or_mixed,4285.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech/card infra,Strategic,,new_or_mixed,4285.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech/card infra,Series D,,new_or_mixed,4285.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,spacetech ssa,Series B,unknown,existing,4285.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,WealthTech,Series D,/PE/VC/Venture Capital,new_or_mixed,4285.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Home interiors marketplace,Late VC,unknown,new_or_mixed,4026.6,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,ev motorcycles,Series E (tranche),/Corporate,new_or_mixed,3856.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,healthtech pharmacy,Series C (tranche 1),unknown,new_or_mixed,3770.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,WealthTech / Investment Tech,Series B,/VC,new_or_mixed,3590.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Hyderabad,HR-tech SaaS,growth,PE,new_or_mixed,3428.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,D2C luxury fashion / fashion-tech,Series E,,new_or_mixed,3428.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,D2C fashion,Series B (close confirmation),/PE/Venture Capital,new_or_mixed,3428.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,proptech,Private,unknown,new_or_mixed,2999.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,agritech / post-harvest,Conventional Debt,,new_or_mixed,2821.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series E (secondary),PE,new_or_mixed,2571.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,wealthtech / financial services,debt,,new_or_mixed,2571.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,D2C Beauty / Skincare,Series C,Corporate/PE/Growth/VC/Venture Capital,new_or_mixed,2571.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pune,agritech / crop inputs,Series E / equity,,new_or_mixed,2571.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,d2c/beauty,Series C,,new_or_mixed,2571.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,fintech/sme lending,Series E3,/CVC-corporate/VC,new_or_mixed,2528.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,healthtech diagnostics,series-b,CVC-corporate/Venture Capital,new_or_mixed,2485.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,d2c baby products,Series B,/VC,new_or_mixed,2423.9,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech short-form,Series B,/VC,new_or_mixed,2399.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,d2c baby products,Primary-Secondary,unknown,new_or_mixed,2313.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,wealthtech / financial services,Series B follow-on,,new_or_mixed,2210.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,ecommerce,ESOP buyback,CVC-corporate,new_or_mixed,2142.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,foodtech/cloud kitchen,Unattributed top-up,Sovereign/Govt,new_or_mixed,2142.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,foodtech/cloud kitchen,Top-up (unattributed),Sovereign/Govt,new_or_mixed,2142.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech / credit cards,Series B,/VC,new_or_mixed,2056.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,AI dev-tools / vibe-coding,Series A,/Accelerator/Micro-VC/VC,new_or_mixed,1971.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi NCR,cleantech (emission control),Series C,,new_or_mixed,1971.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,defence imaging / electro-optics,Series D (pre-IPO),,new_or_mixed,1925.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,ev motorcycles,Series E (tranche),CVC-corporate,new_or_mixed,1799.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi,ev commercial,Debt,,new_or_mixed,1714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,healthtech pharmacy,Series C (tranche 2),unknown,new_or_mixed,1714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech,debt (NCD),unknown,new_or_mixed,1714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech,Conventional Debt (NCD),,new_or_mixed,1714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Robotics / industrial automation (AMR),Series B,/CVC-corporate/VC,new_or_mixed,1714.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,healthtech/pharmacy,"Debt (NCD, Thyrocare-pledge)",unknown,new_or_mixed,1700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,wealthtech / financial services,follow-on,,new_or_mixed,1628.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,ev two-wheeler,Series B,,new_or_mixed,1610.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Chennai,spacetech launch,Series C,,new_or_mixed,1500.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,logistics,Acquisition (Ecom Express),,new_or_mixed,1407.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,New Delhi,fintech payments/lending,Debt,,new_or_mixed,1285.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Jaipur,enterprise data & AI solutions / services,Series B (ESTIMATE — reported as $15M raise; series label per Tracxn snippet),/VC,new_or_mixed,1285.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Foodtech / 10-min food delivery,Series A,VC,new_or_mixed,1199.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,gaming livestream / social entertainment / micro-drama,Series B,/Venture Capital,new_or_mixed,1157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,gaming/web3 distribution protocol,Strategic,/VC,new_or_mixed,1157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,gaming/web3 distribution protocol,Series A,/VC,new_or_mixed,1157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,WealthTech / Investment Tech,Series B1,VC,new_or_mixed,1114.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Semiconductor / AI chip,Series A,Corporate/VC,new_or_mixed,1070.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Noida,B2B e-commerce / industrial supply chain,Series F (extension/secondary per VI label),Other,new_or_mixed,1054.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,biotech therapeutics,Series A,/Venture Capital,new_or_mixed,1028.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,healthtech surgical care,Series A,/VC/Venture Capital,new_or_mixed,1028.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Kolkata,climate / carbon dioxide removal (enhanced rock weathering),seed,,new_or_mixed,1028.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,B2B supply-chain commerce / fintech,Series G extension (Unattributed VC per CB Insights),,new_or_mixed,1002.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,B2B supply-chain commerce / fintech,Series G extension,,new_or_mixed,1002.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,fintech/sme lending,Venture Debt,,new_or_mixed,1002.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech / digital lending,Debt (conventional),/PE,new_or_mixed,977.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Mobility / EV,Post-Series B (tranche),unknown,new_or_mixed,968.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech live classes,Internal/bridge,Impact Investing Fund,new_or_mixed,942.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,edtech robotics / consumer AI robots,Corporate Minority (Series D extension),Corporation,new_or_mixed,899.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,travel villas,Series B,VC,new_or_mixed,891.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,proptech / workforce housing,Seed/early,,new_or_mixed,857.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech cross-border payments,Series A,/VC,new_or_mixed,857.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi,climate energy efficiency,Series B,,new_or_mixed,857.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,cybersecurity / quantum,Series A,,new_or_mixed,780.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,ai ecommerce growth,Pre-Series B,,new_or_mixed,771.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Aerospace / drone logistics,Seed,/VC,new_or_mixed,741.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Kolkata,foodtech/qsr,bridge,unknown,new_or_mixed,719.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (fresh Rs 650 Cr + Rs 50 Cr OFS = Rs 700 Cr total),,new_or_mixed,650.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (fresh issue),,new_or_mixed,650.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi,ev commercial,Series D,,new_or_mixed,638.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,healthtech ai scribe,Series A,,new_or_mixed,617.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,edtech / school SaaS / AI learning,Pre-Series B,/VC,new_or_mixed,599.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pune,agritech / crop inputs,Equity funding,/CVC-corporate/Venture Capital,new_or_mixed,574.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,foodtech cloud kitchen,Conventional Debt,,new_or_mixed,565.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,ev battery fast-charge,Series A,,new_or_mixed,531.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech SaaS,series-a,,new_or_mixed,519.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,EV tractors / agri-tech,series-a,/VC,new_or_mixed,514.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,insurtech,Series C (additional),,new_or_mixed,507.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,cybersecurity,Series A,/VC,new_or_mixed,505.6,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech cross-border payments,Series A (reported by Tracxn),unknown,new_or_mixed,490.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,fintech cross-border payments,Series A (Tracxn variant),,new_or_mixed,490.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,d2c travel,Seed,VC/Venture Capital,new_or_mixed,428.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Hyderabad,proptech / property title search,Series X,,new_or_mixed,428.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,wealthtech,Series C,VC/family office/PE,new_or_mixed,350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,healthtech (elective surgery chain),Series E extension,VC,new_or_mixed,342.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,Logistics,Series F,CVC-corporate/VC,new_or_mixed,342.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech ai tutor,pre-Series A,VC,new_or_mixed,321.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,fintech,Seed,VC,new_or_mixed,299.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pune,spacetech / defence-photonics,seed,/VC,new_or_mixed,257.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Pleasanton,AI / healthtech (pharmacovigilance),Seed,VC,new_or_mixed,257.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Surat,agritech (crop protection / protected cultivation),Series A,,new_or_mixed,257.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Delhi NCR,fuel-tech,Pre-Series A,,new_or_mixed,214.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,EV tractors / agri-tech,seed,,new_or_mixed,188.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,hospitality/travel-tech,Equity (Sunday PropTech),,new_or_mixed,175.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,foodtech cloud kitchen,Pre-IPO,,new_or_mixed,160.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,WealthTech / Investment Tech,Series B,,new_or_mixed,150.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Ahmedabad,d2c baby products,Secondary,,new_or_mixed,120.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,hospitality/travel-tech,Equity (Innov8),,new_or_mixed,110.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,healthtech / wearables,venture debt,unknown,new_or_mixed,100.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,defence tech,seed,,new_or_mixed,94.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,gaming / PC-console game development,Seed,,new_or_mixed,85.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,gaming,pre-seed,,new_or_mixed,85.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,logistics saas,Seed,,new_or_mixed,85.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,WealthTech / Investment Tech,Debt,VC,new_or_mixed,50.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,proptech / flex workspace (managed offices),IPO (OFS),,new_or_mixed,50.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,healthtech / femtech D2C wellness,pre-Series C,/VC,new_or_mixed,35.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Gurugram,logistics / D2C fulfillment,pre-Series A,unknown,new_or_mixed,22.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Series A,,new_or_mixed,21.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2025,Mumbai,ai / voice ai,Pre-Series A,/Angel/VC,new_or_mixed,7.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Gurugram,proptech,Private,,new_or_mixed,86565.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,b2b manufacturing,Total raised,unknown,new_or_mixed,80997.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Gurugram,B2B supply-chain commerce / fintech,IPO (planned/rumored),,new_or_mixed,69600.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Gurugram,B2B supply-chain commerce / fintech,IPO (planned),,new_or_mixed,69600.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Noida,climate renewables,equity,unknown,new_or_mixed,55000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,AI cloud infrastructure,Growth equity,PE/VC,new_or_mixed,52200.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,AI cloud infrastructure,Growth equity (planned debt),unknown,new_or_mixed,52200.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Kolkata,fintech/microfinance,IPO (DRHP filed),,new_or_mixed,52200.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,b2b manufacturing,Pre-IPO,,new_or_mixed,43500.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech payments,secondary,growth equity,new_or_mixed,37410.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,edtech,internal_funding,/Sovereign/Sovereign/Govt,new_or_mixed,31320.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Noida,climate renewables,private_equity,/pension_fund,new_or_mixed,31000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech lending,Series E,/Hedge Fund/PE/Sovereign/Govt/family office/PE,new_or_mixed,24360.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech wealthtech,Series B,/CVC-corporate/VC,new_or_mixed,21750.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (primary; part of $730M primary+secondary),unknown,new_or_mixed,20880.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (primary),PE/VC,new_or_mixed,20880.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,AI / LLMs / sovereign models,Series B first close (of $300M),/CVC-corporate/VC/Venture Capital,new_or_mixed,20358.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,Logistics,IPO,/PE,new_or_mixed,19070.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,Edtech / skilling,Equity,unknown,new_or_mixed,17922.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,edtech,Acquisition,,new_or_mixed,17922.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,media-tech SaaS,IPO,unknown,new_or_mixed,16969.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Erode / Perundurai,dairy / processed foods,IPO,unknown,new_or_mixed,14181.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,b2b commerce,Series H / structured,/PE/VC,new_or_mixed,13920.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,AI dev-tools / vibe-coding,Series C,/Accelerator/Micro-VC/PE/VC/Venture Capital,new_or_mixed,11310.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,wealthtech / financial services,PE growth,VC,new_or_mixed,10500.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,EV two-wheeler,Series C (equity+debt),unknown,new_or_mixed,10440.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,quick commerce,pre-IPO placement,,new_or_mixed,9135.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech / digital banking,Later-stage (negotiations),VC,new_or_mixed,8700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech / digital banking,Later-stage,/Other,new_or_mixed,8700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,spacetech,Series C,/Sovereign/VC,new_or_mixed,8700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech,Series C (first institutional equity),unknown,new_or_mixed,8700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,Mobility / EV,Series C,Corporate/PE,new_or_mixed,8091.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Noida,agritech / post-harvest,Series D,unknown,new_or_mixed,7250.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Noida,agritech / post-harvest,Series D,/PE,new_or_mixed,7047.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Noida,climate renewables,private_equity,unknown,new_or_mixed,7000.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,D2C jewellery,PE Growth (rumor),/PE,new_or_mixed,6960.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,D2C luxury fashion / fashion-tech,IPO (fresh issue),,new_or_mixed,6800.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,AI / LLMs / sovereign models,Series B second tranche,/CVC-corporate/PE/VC,new_or_mixed,6525.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,regtech/id verification,Series F (later),,new_or_mixed,6351.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,AI dev-tools / vibe-coding,Series B,VC/Venture Capital,new_or_mixed,6090.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,healthtech / wearables,Series C extension,unknown,new_or_mixed,6090.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Gurugram,healthtech | healthtech integrated care,Seed (extension),,new_or_mixed,5394.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,FoodTech / QSR,Strategic Investment (Significant Minority),,new_or_mixed,5320.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Hyderabad,spacetech launch,pre-Series C (second),/Sovereign/Govt/VC,new_or_mixed,5220.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Chennai,SaaS (PSA / onboarding),Series C,unknown,new_or_mixed,5220.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,spacetech analytics,aggregate,unknown,new_or_mixed,5120.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,regtech/id verification,Series F,/VC/Venture Capital,new_or_mixed,4760.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Delhi,ev commercial,Series E,unknown,new_or_mixed,4375.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,fintech payments infrastructure,Series D follow-on,VC,new_or_mixed,4350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Mumbai,healthtech / femtech D2C wellness,Series C,/VC,existing,4350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Series B,,new_or_mixed,4350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,gaming livestream / social entertainment / micro-drama,Series B (upcoming),unknown,new_or_mixed,4350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2026,Bengaluru,semiconductor ai gpu,Series A (ongoing/negotiating),/VC,new_or_mixed,4350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
