round_id,startup_id,city,round_date,announcement_date,year,fiscal_year,round_type,amount,currency,amount_inr_mn,valuation,valuation_currency,valuation_type,lead_investor_id,investor_ids,investor_count,new_or_existing,purpose,source_id,confidence,notes
R00848,S0199,Chennai,,,2025,FY25-26,Series C,1500.0,INR,1500.0,,,,INV0051,INV1247,2,initial (DERIVED),UNKNOWN,SRC02820,HIGH,Rs 60 crore from new investors | round_date stated loosely: November 2025 | announcement_date stated loosely: November 2025
R00849,S0200,Mumbai,,,2026,FY26-27,Acquisition of Housing.com,,USD,,,,,,,0,initial (DERIVED),,SRC02824,HIGH,announcement_date stated loosely: Jul 2026
R00850,S0201,Gurugram,,,2025,FY25-26,Series C,,USD,,,,,INV1249,,1,unknown,,SRC02833,HIGH,announcement_date stated loosely: Jun 2025
R00851,S0201,Gurugram,,,2024,FY24-25,Series C1,,USD,,,,,,,0,initial (DERIVED),,SRC02836,HIGH,announcement_date stated loosely: Aug 2024
R00852,S0202,Gurugram,,,2023,FY23-24,Pre-Series B,,USD,,,,,INV1251,,1,unknown,,SRC02840,HIGH,announcement_date stated loosely: Feb 2023
R00853,S0202,Gurugram,,2026-09-15,2026,FY26-27,Total funding,,USD,,,,,,,0,initial (DERIVED),,SRC02842,MEDIUM,Across 11 rounds since Aug 2015
R00854,S0203,Bengaluru,,,2026,FY26-27,Seed/Series A,,USD,,,,,INV0542,INV0542;INV1252;INV1253,4,initial (DERIVED),global expansion and AI-native lawyer network development,SRC02847,HIGH,About Rs 21 Cr | round_date stated loosely: May 2026 | announcement_date stated loosely: May 2026
R00855,S0207,Bengaluru,,2025-07-31,2025,FY25-26,Pre-Series A,,USD,,,,,INV0074;INV0003;INV1254,INV0074;INV0003;INV1254,6,initial (DERIVED),"Expansion into three more states, strengthen AI",SRC02859,HIGH,Also reported by Moneycontrol and VCCircle | round_date stated loosely: Jul 2025
R00856,S0208,Bengaluru,,,2024,FY24-25,Pre-Series A,100.0,INR,100.0,,,,INV1085,INV1085,2,initial (DERIVED),Build Edge AI for IoT products,SRC02868,MEDIUM,From Instagram post | round_date stated loosely: Dec 2024 | announcement_date stated loosely: Dec 2024
R00857,S0208,Bengaluru,,2025-07-24,2025,FY25-26,Series A,1070.0,INR,1070.0,,,,INV0823,INV0823;INV1085,3,mixed (DERIVED),"Accelerate R&D, manufacturing",SRC02863,HIGH,Valuation surged 6.6X in Series A per Entrackr | round_date stated loosely: Jul 2025
R00858,S0209,Kolkata,,,2023,FY23-24,PE Share Sale,,INR,,,,,,INV1255,1,all-new-investors (DERIVED),Capital expansion,SRC02877,MEDIUM,announcement_date stated loosely: Apr 2023
R00859,S0209,Kolkata,,2026-05-18,2026,FY26-27,IPO (DRHP filed),,INR,,,,,,,0,unknown,Fresh issue via IPO,SRC02874,HIGH,
R00860,S0209,Kolkata,2008-07-05,2008-07-05,2008,FY08-09,Series A,,USD,,,,,,,0,initial (DERIVED),,SRC02875,LOW,
R00861,S0209,Kolkata,2021-02-01,2021-02-01,2021,FY21-22,Equity Raise,168.0,USD,12516.0,,,,,,0,unknown,Capital expansion,SRC02877,MEDIUM,
R00862,S0209,Kolkata,2023-04-09,2023-04-09,2023,FY23-24,PE Share Sale (CCPS),730.0,USD,60444.0,,,,INV1256,INV1257;INV0520;INV1256;INV1258,5,all-new-investors (DERIVED),Capital expansion; promoter Aavishkaar Group retains ~33% without dilution until conversion,SRC02877,HIGH,
R00863,S0209,Kolkata,2023-07-03,2023-07-03,2023,FY23-24,Series C,,USD,,,,,,,0,unknown,,SRC02875,LOW,
R00864,S0209,Kolkata,2026-05-15,2026-05-15,2026,FY26-27,IPO (DRHP filed),600.0,USD,52200.0,,,,,INV1259;INV1260;INV1261;INV1262;INV1263;INV1264,6,all-new-investors (DERIVED),Boost capital base and general corporate purposes,SRC02874,HIGH,
R00865,S0209,Kolkata,,2026-07-16,2026,FY26-27,Offshore Capital,,USD,,,,,,,0,unknown,Loan book expansion,SRC02890,MEDIUM,
R00866,S0210,Bengaluru,2025-05-06,2025-04-28,2025,FY25-26,IPO,,INR,,,,,,INV0895,1,all-new-investors (DERIVED),"E2W plant, debt repayment, R&D",SRC02894,HIGH,
R00867,S0210,Bengaluru,,,2026,FY26-27,Preferential,,INR,,,,,INV0488;INV1266,INV0488;INV1267;INV1268,5,initial (DERIVED),"Manufacturing expansion, R&D",SRC02893,HIGH,announcement_date stated loosely: Jul 2026
R00868,S0211,Delhi NCR,,,2026,FY26-27,Maiden Round,,USD,,,,,INV1269;INV0146,INV1269;INV0146,4,all-follow-on (DERIVED),Expand technology platform for wealth management,SRC02901,HIGH,announcement_date stated loosely: Aug 2026
R00869,S0211,Delhi NCR,2026-08-25,2026-08-25,2026,FY26-27,Maiden Round,20.0,USD,1740.0,,,post-money,INV1269;INV0146,INV1269;INV0146,4,mixed (DERIVED),"Strengthen technology platform, expand senior banker network, extend footprint across India including Tier-II and Tier-III cities, build NRI proposition and NBFC business",SRC02904,HIGH,
R00870,S0211,Delhi NCR,,2026-06-09,2026,FY26-27,Pre-seed / Talks,25.0,USD,2175.0,,,,INV1269,INV1269,2,initial (DERIVED),First institutional funding round (in talks as of Jun 2026),SRC02903,MEDIUM,Reported as in talks in Jun 2026; actual closed round was $20M in Aug 2026
R00871,S0212,Delhi NCR,2026-08-19,2026-08-12,2026,FY26-27,IPO,,INR,,,,,,INV0895,1,initial (DERIVED),Growth and expansion,SRC02919,HIGH,
R00872,S0212,Delhi NCR,,,2025,FY25-26,Private (pre-IPO),,USD,,,,,INV0176;INV0127,INV0176;INV0127,4,all-new-investors (DERIVED),Growth,SRC02921,MEDIUM,announcement_date stated loosely: Nov 2025
R00873,S0213,Mumbai,,,2025,FY25-26,Pre-Series A,,INR,,,,,INV1270,INV1270;INV1271;INV0287;INV0649,5,all-follow-on (DERIVED),Scale Indic speech tech,SRC02925,HIGH,announcement_date stated loosely: Jul 2025
R00874,S0213,Mumbai,,,2026,FY26-27,Series A,,INR,,,,,INV0287,INV0287;INV0006,3,mixed (DERIVED),"Expand BFSI deployments, advance speech models across 12 Indian languages",SRC02924,HIGH,announcement_date stated loosely: Sep 2026
R00875,S0213,Mumbai,2026-09-07,2026-09-07,2026,FY26-27,Series A,40.0,INR,40.0,,,,INV0287,INV0287;INV1270;INV1272;INV0649;INV1273,6,mixed (DERIVED),"Expand BFSI deployments, advance speech models across 12 Indian languages, develop AI Contact Centre and automated evaluation platform",SRC02924,HIGH,
R00876,S0213,Mumbai,2025-07-15,2025-07-15,2025,FY25-26,Pre-Series A,7.0,INR,7.0,,,,INV1270,INV1270;INV1271;INV0287;INV0649,5,initial (DERIVED),"Scale Indic speech tech, R&D, product scale",SRC02925,HIGH,
R00877,S0214,Mumbai,,2026-09-01,2026,FY26-27,Growth capital,19.0,INR,19.0,,,,INV1274,INV1274,2,initial (DERIVED),"manufacturing capacity, product development, distribution",SRC02943,HIGH,
R00878,S0215,Mumbai,,2020-07-01,2020,FY20-21,Seed,0.292702,USD,21.66,,,,,,0,initial (DERIVED),business expansion,SRC02951,HIGH,
R00879,S0215,Mumbai,,2021-04-01,2021,FY21-22,Pre-Series A,55.0,INR,55.0,,,,INV1276,INV1276,2,all-new-investors (DERIVED),category disruption and consumer awareness,SRC02954,HIGH,
R00880,S0215,Mumbai,,2022-06-01,2022,FY22-23,Equity,2.0,USD,157.0,,,,INV1277,INV1277;INV1278,3,all-new-investors (DERIVED),growth,SRC02950,HIGH,
R00881,S0215,Mumbai,,2026-01-01,2026,FY26-27,Pre-Series A,180.0,INR,180.0,,,,INV1279,INV1279;INV1280,3,all-new-investors (DERIVED),scale used-car leasing services,SRC02948,HIGH,
R00882,S0215,Mumbai,,2021-09-30,2021,FY21-22,Bridge Round,20.0,INR,20.0,,,,INV1281,INV1281,2,all-new-investors (DERIVED),expansion,SRC02955,MEDIUM,
R00883,S0215,Mumbai,,2024-03-01,2024,FY24-25,Pre-Series A,20.0,INR,20.0,,,,INV1276,INV1276,2,all-follow-on (DERIVED),expansion,SRC02956,MEDIUM,
R00884,S0216,Bengaluru,,2022-10-01,2022,FY22-23,Seed,2.0,USD,157.0,,,,INV1284,INV1284,2,initial (DERIVED),develop bespoke insurance products and risk-management technology,SRC02963,HIGH,
R00885,S0217,Hyderabad,,2026-08-01,2026,FY26-27,Growth capital,2500.0,INR,2500.0,,,,INV1285;INV1286,INV1285;INV1286,4,initial (DERIVED),India expansion,SRC02968,HIGH,
R00886,S0218,Mumbai MMR (Thane),,2024-07-01,2024,FY24-25,Undisclosed,5.0,USD,418.5,,,,,,0,initial (DERIVED),growth and platform expansion,SRC02976,HIGH,
R00887,S0219,Gurugram,,2026-06-04,2026,FY26-27,Series A,,USD,,,,,INV1288;INV1289,INV1288;INV1289,4,initial (DERIVED),"international expansion, product development",SRC02980,HIGH,
R00888,S0219,Gurugram,,2026-06-04,2026,FY26-27,pre-Series A / seed,,USD,,,,,INV1290,INV1290,2,all-new-investors (DERIVED),5% equity stake acquisition,SRC02983,HIGH,
R00889,S0220,Mumbai,,2026-02-23,2026,FY26-27,Seed,,USD,,,,,INV1291,INV1291,2,initial (DERIVED),"scale manufacturing capabilities, expand presence in India's EV sector, strengthen OEM partnerships",SRC02987,HIGH,
R00890,S0221,Bengaluru,,2024-09-30,2024,FY24-25,Seed,,USD,,,,,INV1086;INV1292,INV1086;INV1292,4,initial (DERIVED),expand IC product offering,SRC02993,HIGH,
R00891,S0221,Bengaluru,,2024-09-30,2024,FY24-25,Series A (planned),,USD,,,,,INV1086,,1,unknown,expand IC product offering,SRC02993,MEDIUM,
R00892,S0222,Bengaluru,,2025-02-13,2025,FY25-26,Seed,,USD,,,,,INV0542,INV0542,2,initial (DERIVED),expand autonomous mobile robot offerings,SRC03002,HIGH,
R00893,S0222,Bengaluru,,2026-05-20,2026,FY26-27,Series A,,USD,,,,,INV1191,INV1191;INV1037,3,all-new-investors (DERIVED),"product development, scaling operations, market expansion, US expansion",SRC03001,HIGH,
R00894,S0223,Bengaluru,,2026-08-04,2026,FY26-27,pre-Series A / Seed,,USD,,,,,INV1219,INV1219,2,initial (DERIVED),"expand enterprise go-to-market operations, advance AI capabilities, scale AI-native CRM platform",SRC03009,HIGH,
R00895,S0224,Mumbai,,2026,2026,FY26-27,pre-seed,0.5,USD,43.5,,,,INV1293,,1,initial (DERIVED),,SRC03014,LOW,The fetched article describes a Singapore-based Fire AI/data company; not enough evidence it is the Mumbai candidate.
R00896,S0225,Ahmedabad,,,2026,FY26-27,growth equity,25.0,USD,2175.0,,,,INV1294;INV1050;INV1295;INV1296;INV1297,INV1294;INV1050;INV1295;INV1296;INV1297,10,initial (DERIVED),,SRC03016,HIGH,Existing investors are reported; article does not specify individual cheque sizes. | announcement_date stated loosely: August 2026
R00897,S0226,Mumbai,,,2026,FY26-27,Series B,1000.0,INR,1000.0,,,,INV1298,INV1298;INV0121;INV0048;INV0652,5,mixed (DERIVED),,SRC01075,MEDIUM,Article states Rs 100 crore and investor list; valuation not disclosed. | announcement_date stated loosely: September 2026
R00898,S0226,Mumbai,2024-07-01,2024-07-01,2024,FY24-25,Series A,42.3,INR,42.3,1670000000.0,INR,post-money,INV0121,INV0121;INV0048;INV1299,4,initial (DERIVED),"Product development, marketing, distribution",SRC03024,HIGH,"Rs 42.3 crore ($5M); board approved 10 equity + 50,076 Series A CCPS at Rs 8,445/share; Nexus Ventures Rs 8.34 crore, AngelList India Rs 60 lakh"
R00899,S0226,Mumbai,2026-08-28,2026-09-04,2026,FY26-27,Series B,98.75,INR,98.75,5350000000.0,INR,post-money,INV1298,INV1298;INV0121;INV0048;INV1300;INV1301;INV1302,7,mixed (DERIVED),"Working capital, capex, general corporate purposes",SRC03020,HIGH,"Rs 98.75 crore ($10.2M); 70,618 Series B CCPS + 10 equity at Rs 13,983/share; Verlinvest Rs 61.73 crore, Elevation Rs 17.90 crore, Nexus Rs 17.90 crore; valuation 3.2X from Series A; Abhiraj Singh Bhal (Urban Company) and Ajit Mohan (Snap) "
R00900,S0226,Mumbai,2026-08-28,2026-09-07,2026,FY26-27,Series B,100.0,INR,100.0,5350000000.0,INR,post-money,INV1298,INV1298;INV0121;INV0048;INV1300;INV1302;INV1303,7,mixed (DERIVED),"Retail expansion, product innovation, technology development",SRC03019,MEDIUM,"IndianRetailer reports Rs 100 crore; Entrackr reports Rs 98.75 crore; discrepancy in amount; valuation ~Rs 535 crore; angel investors include Abhiraj Singh Bhal (Urban Company cofounder), Ajit Mohan (Snap GCB), Anand Ahuja (Bhaane founder)"
R00901,S0227,Rajkot,,,2026,FY26-27,secondary,,USD,,346.85,USD,reported unicorn valuation,,,0,initial (DERIVED),,SRC03031,MEDIUM,Source table lists approximate valuation in INR billion and deal type secondary. | announcement_date stated loosely: January 2026
R00902,S0228,Mumbai,,,2022,FY22-23,Series D,105.0,USD,8242.5,,,,INV1304,INV1304;INV0029;INV1305,4,mixed (DERIVED),,SRC03034,MEDIUM,Article says funding was confirmed via official press release but does not link it. | announcement_date stated loosely: August 2022
R00903,S0228,Mumbai,,2013,2013,FY13-14,Seed,,USD,,,,,INV0080,INV0080,2,initial (DERIVED),,SRC03039,LOW,User prompt states Sequoia India seed 2013; Entrackr article mentions Sequoia as existing investor but does not specify seed round amount
R00904,S0228,Mumbai,,2019-10-01,2019,FY19-20,Series C,35.0,USD,3010.0,385.0,USD,post-money,INV0029;INV0084,INV0029;INV0084,4,all-new-investors (DERIVED),,SRC03039,HIGH,"Entrackr: In October 2019, CleverTap raised $35 million from Tiger Global and Sequoia Capital India at valuation of $385 million."
R00905,S0228,Mumbai,,2022,2022,FY22-23,CPEF (Conflict/Unverified),125.0,USD,9812.5,1500.0,USD,post-money,INV0037,INV0037,2,all-new-investors (DERIVED),,,LOW,User prompt claims $125M CPEF 2022 at $1.5B valuation. NOT confirmed by any source found. Entrackr says Series D was $105M at $775M. Inc42 says total funding $181.60M. This may be a secondary transaction or user claim requiring verification
R00906,S0229,Mumbai,2015-08-17,2015-08-17,2015,FY15-16,Seed,,USD,,,,,INV0038,,1,initial (DERIVED),,SRC03046,MEDIUM,
R00907,S0229,Mumbai,2018-06-20,2018-06-20,2018,FY18-19,Series A,,USD,,,,,INV0003;INV0037;INV1306;INV0038,,4,unknown,,SRC03046,MEDIUM,
R00908,S0229,Mumbai,2019-07-24,2019-07-24,2019,FY19-20,Series B,,USD,,,,,INV0003,,1,unknown,,SRC03050,HIGH,
R00909,S0229,Mumbai,2021-10-28,2021-10-28,2021,FY21-22,Series C,,USD,,,,,INV1307,,1,unknown,,SRC03050,HIGH,
R00910,S0229,Mumbai,2024-09-05,2024-09-05,2024,FY24-25,Later Stage VC,,USD,,,,,INV0218;INV1308;INV1309;INV1310,,4,unknown,,SRC03046,MEDIUM,
R00911,S0229,Mumbai,2025-10-30,2025-10-30,2025,FY25-26,Conventional Debt,,USD,,,,,INV1311,,1,unknown,,SRC03047,HIGH,
R00912,S0230,Mumbai,2016-07-11,2016-07-11,2016,FY16-17,Seed,,USD,,,,,INV1312;INV1313,,2,initial (DERIVED),,SRC03053,MEDIUM,
R00913,S0230,Mumbai,2016-07-21,2016-07-21,2016,FY16-17,Series A,,USD,,,,,INV1314;INV1315;INV1316,,3,unknown,,SRC03053,MEDIUM,
R00914,S0230,Mumbai,2017-10-25,2017-10-25,2017,FY17-18,Series B,,USD,,,,,INV0694;INV1314;INV1315,,3,unknown,,SRC03053,MEDIUM,
R00915,S0230,Mumbai,2018-09-07,2018-09-07,2018,FY18-19,Series C,,USD,,,,,INV1314;INV0204;INV1316,,3,unknown,,SRC03053,MEDIUM,
R00916,S0230,Mumbai,2019-11-17,2019-11-17,2019,FY19-20,Series C,,USD,,,,,INV1317;INV1315;INV1316;INV1318,,4,unknown,,SRC03053,MEDIUM,
R00917,S0230,Mumbai,2022-04-22,2022-04-22,2022,FY22-23,Series D,,USD,,,,,INV0381,,1,unknown,,SRC03053,MEDIUM,
R00918,S0230,Mumbai,2022-06-01,2022-06-01,2022,FY22-23,Series E,,USD,,,,,INV1319;INV1314;INV0413,,3,unknown,,SRC03053,MEDIUM,
R00919,S0230,Mumbai,2024-12-18,2024-12-18,2024,FY24-25,Angel,,USD,,,,,INV1320,,1,unknown,,SRC03053,MEDIUM,
R00920,S0230,Mumbai,2026-05-08,2026-04-30,2026,FY26-27,IPO,,USD,,,,,INV0895,,1,unknown,,SRC03055,HIGH,
R00921,S0231,Gurugram,2011,2011,2011,FY11-12,Series A,,USD,,,,,INV1321,,1,initial (DERIVED),,SRC03061,MEDIUM,
R00922,S0231,Gurugram,2012,2012,2012,FY12-13,Series B,,USD,,,,,INV1322,,1,unknown,,SRC03061,MEDIUM,
R00923,S0231,Gurugram,2015,2015,2015,FY15-16,Series C,,USD,,,,,INV0013;INV1321,,2,unknown,,SRC03061,MEDIUM,
R00924,S0231,Gurugram,2016,2016,2016,FY16-17,Series D,,USD,,,,,INV1323,,1,unknown,,SRC03061,MEDIUM,
R00925,S0231,Gurugram,2017,2017,2017,FY17-18,Series E,,USD,,,,,INV0225;INV0013,,2,unknown,,SRC03061,MEDIUM,
R00926,S0231,Gurugram,2018,2018,2018,FY18-19,Series F,,USD,,,,,INV0007,,1,unknown,,SRC03061,MEDIUM,
R00927,S0231,Gurugram,2019,2019,2019,FY19-20,Series G,,USD,,,,,INV0001,,1,unknown,,SRC03061,MEDIUM,
R00928,S0231,Gurugram,2021,2021,2021,FY21-22,Series H,,USD,,,,,INV0066;INV0127,,2,unknown,,SRC03061,MEDIUM,
R00929,S0231,Gurugram,2023-07-21,2023-07-21,2023,FY23-24,Series I,,USD,,,,,INV0066;INV0127;INV0093,,3,unknown,,SRC03061,MEDIUM,
R00930,S0231,Gurugram,2025-10-31,2025-07-29,2025,FY25-26,IPO,,USD,,,,,INV0895,,1,unknown,,SRC03063,HIGH,
R00931,S0232,Mumbai,2025-03-10,2025-03-10,2025,FY25-26,Seed,,USD,,,,,INV1324;INV1325,,2,initial (DERIVED),,SRC03071,HIGH,
R00932,S0232,Mumbai,2025-03-10,2025-03-10,2025,FY25-26,Seed,,USD,,,,,INV1324;INV1325;INV1326,,3,unknown,,SRC03070,MEDIUM,
R00933,S0233,Mumbai,2021-03-22,2021-03-22,2021,FY21-22,Seed,,USD,,,,,INV1283;INV1327,,2,initial (DERIVED),,SRC03080,MEDIUM,
R00934,S0233,Mumbai,2023-09-18,2023-09-18,2023,FY23-24,Seed,,USD,,,,,INV1283,,1,unknown,,SRC03080,MEDIUM,
R00935,S0233,Mumbai,2024-10-21,2024-10-21,2024,FY24-25,Pre-Series A,,USD,,,,,INV1328;INV1085,,2,unknown,,SRC03081,HIGH,
R00936,S0233,Mumbai,2026-06-11,2026-06-11,2026,FY26-27,Series A,,USD,,,,,INV1085;INV1329;INV1330;INV1331;INV1332;INV1333,,6,unknown,,SRC00388,HIGH,
R00937,S0234,Mumbai,2024-09-24,2024-09-24,2024,FY24-25,Series D,65.0,USD,5440.5,,,,INV0046;INV0060,INV0046;INV0060;INV1334;INV0145;INV1335,7,initial (DERIVED),Expand healthcare globally and invest in AI models,SRC03084,HIGH,
R00938,S0235,Pune,2026-03-01,2026-09-01,2026,FY26-27,Credit line / project financing,31.5,USD,2740.5,,,,INV1336,INV1336,2,initial (DERIVED),"Build integrated PET recycling facility in Odisha producing rPET flakes, pellets and food-grade output",SRC03087,HIGH,Search result describes $31.5M financing; OeEB/EDFI result also states EUR27M loan.
R00939,S0236,Mumbai,2025-08-05,2025-08-05,2025,FY25-26,Seed,1.0,USD,85.7,,,,INV0652,INV0652;INV1339,3,initial (DERIVED),Develop a cinematic third-person shooter for global audiences; support MVP and hiring,SRC03092,HIGH,
R00940,S0237,Gurugram,2025-12-10,2025-12-10,2025,FY25-26,Pre-Series B,7.0,USD,599.9,,,,INV1340,INV1340;INV0125;INV1341;INV1342,5,mixed (DERIVED),Expand AI adoption in Indian schools,SRC03097,HIGH,
R00941,S0237,Gurugram,2022-12-07,2022-12-07,2022,FY22-23,Series A / debt mix,22.5,USD,1766.25,,,,INV0125,INV0125,2,initial (DERIVED),Scale school-learning platform,SRC03099,MEDIUM,Exact article URL unavailable in returned results.
R00942,S0238,Pune,2025-11-20,2025-11-20,2025,FY25-26,Series E / equity,30.0,USD,2571.0,293.0,USD,reported post-money,INV1343,INV1343,2,all-new-investors (DERIVED),Enhance digital farming and farmer access,SRC03101,HIGH,
R00943,S0238,Pune,2025-04-09,2025-04-09,2025,FY25-26,Equity funding,57.65,USD,4940.61,293.0,USD,reported,INV0006,INV0006,2,all-new-investors (DERIVED),Not reported,SRC03104,MEDIUM,
R00944,S0238,Pune,2013-04-04,2013-04-04,2013,FY13-14,Seed,0.734,USD,63.12,,,,INV1344,INV1344;INV1345;INV1346,4,initial (DERIVED),Seed funding,SRC03122,MEDIUM,
R00945,S0238,Pune,2014-11-29,2014-11-29,2014,FY14-15,Seed,0.645,USD,55.47,,,,INV1344,INV1344,2,all-follow-on (DERIVED),Seed funding,SRC03122,MEDIUM,
R00946,S0238,Pune,2015-06-15,2015-06-15,2015,FY15-16,Series A,4.0,USD,344.0,,,,INV0171;INV1344,INV0171;INV1344,4,mixed (DERIVED),Series A,SRC03122,MEDIUM,
R00947,S0238,Pune,2017-03-07,2017-03-07,2017,FY17-18,Series B,10.0,USD,860.0,,,,INV0003,INV0003;INV0171;INV1344,4,mixed (DERIVED),Series B,SRC03123,MEDIUM,
R00948,S0238,Pune,2019-03-07,2019-03-07,2019,FY19-20,Series C,27.0,USD,2322.0,,,,INV0709,INV0709;INV0003;INV0171;INV1344;INV1347,6,mixed (DERIVED),Series C,SRC03124,MEDIUM,
R00949,S0238,Pune,2021-12-07,2021-12-07,2021,FY21-22,Series D,70.0,USD,5215.0,,,,INV0230;INV0181;INV1348;INV1349,INV0230;INV0181;INV1348;INV1349;INV1344;INV0003;INV0740;INV0171;INV1347,13,mixed (DERIVED),"Strengthen tech platform, hire senior talent, scale omnichannel strategy, expand to 5,000 branded retail stores",SRC03116,HIGH,
R00950,S0238,Pune,2022-05-13,2022-05-13,2022,FY22-23,Series E,40.0,USD,3140.0,,,,INV0181,INV0181;INV0003;INV0171;INV0230;INV1344;INV0709;INV1348;INV1347;INV1350;INV0218,11,mixed (DERIVED),"Omnichannel expansion, market linkages",SRC03117,HIGH,
R00951,S0238,Pune,2023-02-01,2023-02-01,2023,FY23-24,Series E2,,USD,,,,,,INV1351;INV0574;INV1352;INV0003;INV0171;INV0709;INV0293,7,mixed (DERIVED),Not reported,SRC03112,MEDIUM,
R00952,S0238,Pune,2024-12-18,2024-12-18,2024,FY24-25,Equity funding,,USD,,,,,,INV0381,1,all-new-investors (DERIVED),Not reported,SRC03112,LOW,
R00953,S0238,Pune,2024-05-01,2024-05-01,2024,FY24-25,Debt,,USD,,,,,,INV0293,1,all-follow-on (DERIVED),Not reported,SRC03125,LOW,
R00954,S0238,Pune,2025-04-09,2025-04-09,2025,FY25-26,Equity funding,6.7,USD,574.19,293.0,USD,reported post-money,INV0291,INV0291;INV1351;INV0740;INV0574;INV0171;INV1353,7,mixed (DERIVED),Not reported,SRC03108,HIGH,
R00955,S0239,Gurugram,,2024-11-08,2024,FY24-25,pre-seed,0.77,USD,64.45,,,,INV0542,,1,initial (DERIVED),,SRC03138,MEDIUM,
R00956,S0239,Gurugram,,2026-07-21,2026,FY26-27,Series A,610.0,INR,610.0,,,,INV0112,INV0112;INV0542,3,all-new-investors (DERIVED),Scale AI-native travel platform,SRC03136,HIGH,
R00957,S0240,Thane,,2026-01-20,2026,FY26-27,seed,1.2,USD,104.4,,,,INV1354,,1,initial (DERIVED),Expand digital lending for small businesses and partnerships,SRC03145,HIGH,
R00958,S0241,Noida,,2026-01-01,2026,FY26-27,Series D,7250.0,INR,7250.0,,,,INV0943,,1,unknown,"Expand climate-smart agriculture, farmgate infrastructure and storage-linked finance",SRC03160,HIGH,
R00959,S0241,Noida,2020-03-01,2020-03-01,2020,FY20-21,Pre-Series B,6.0,USD,444.0,,,,INV0655;INV1355,,2,initial (DERIVED),Pre-Series B funding,SRC03157,MEDIUM,
R00960,S0241,Noida,2020-12-01,2020-12-01,2020,FY20-21,Series B,21.0,USD,1554.0,,,,INV1356;INV1355,,2,unknown,Series B funding,SRC03157,MEDIUM,
R00961,S0241,Noida,2022-01-18,2022-01-18,2022,FY22-23,Series C,60.0,USD,4710.0,300.0,USD,post-money,INV1357;INV1358;INV1356,INV1357;INV1358;INV1356;INV0945,7,all-new-investors (DERIVED),"Enhance technology, hire tech staff, penetrate deeper into domestic geographies",SRC03157,HIGH,
R00962,S0241,Noida,2024-07-04,2024-07-04,2024,FY24-25,Conventional Debt,29.2,USD,2444.04,325.0,USD,post-money,INV1359;INV1356;INV1360,INV1359;INV1356;INV1360,6,mixed (DERIVED),Pre-Series D equity funding,SRC03158,HIGH,
R00963,S0241,Noida,2024-10-28,2024-10-28,2024,FY24-25,Conventional Debt,19.8,USD,1657.26,,,,INV1361,INV1361,2,all-new-investors (DERIVED),Boost agri-commerce platform,SRC03161,HIGH,
R00964,S0241,Noida,2025-01-23,2025-01-23,2025,FY25-26,Conventional Debt,30.0,USD,2571.0,,,,INV0738,INV0738;INV1362,3,all-new-investors (DERIVED),Working capital and growth,SRC03162,MEDIUM,
R00965,S0241,Noida,2026-01-02,2026-01-02,2026,FY26-27,Series D,81.0,USD,7047.0,,,post-money,INV0943,INV0943;INV1363;INV0494;INV1364,5,all-new-investors (DERIVED),"Expand climate-smart agriculture, farmgate infrastructure, storage-linked finance; IPO readiness",SRC03156,HIGH,
R00966,S0241,Noida,2026-03-09,2026-03-09,2026,FY26-27,Co-investment,12.8,USD,1113.6,,,,INV1365,INV0218;INV0494;INV1364;INV1363,5,mixed (DERIVED),"Reduce post-harvest losses, expand formal finance for smallholder farmers, scale sustainable storage and logistics",SRC03155,HIGH,
R00967,S0241,Noida,2025-01-23,2025-01-23,2025,FY25-26,Conventional Debt,250.0,INR,250.0,,,,INV0738,INV0738;INV1362,3,all-follow-on (DERIVED),Working capital,SRC03162,MEDIUM,
R00968,S0242,Ahmedabad,,2021-10-11,2021,FY21-22,Series B,125.0,USD,9312.5,,,,INV0034,,1,initial (DERIVED),Build and expand virtual and live events platform,SRC03169,HIGH,
R00969,S0243,Bengaluru,,2026-08-04,2026,FY26-27,seed,1.5,USD,130.5,,,,INV1204,INV1204;INV0668;INV1042,4,initial (DERIVED),,SRC03176,MEDIUM,
R00970,S0244,Ahmedabad,,,2025,FY25-26,Series C,30.0,USD,2571.0,,,,,INV0551,1,initial (DERIVED),,SRC03179,,announcement_date stated loosely: Aug 2025
R00971,S0246,Bengaluru,,,2026,FY26-27,pre-seed,60.0,INR,60.0,,,,,INV1366,1,all-follow-on (DERIVED),,SRC03183,,announcement_date stated loosely: ~Aug 2026
R00972,S0246,Bengaluru,,2026-08-11,2026,FY26-27,pre-seed,6.0,INR,6.0,,,,INV1366,INV1366;INV1367,3,initial (DERIVED),"Accelerate enterprise-ready AI solutions, strengthen FDE model, expand BFSI presence",SRC03183,HIGH,
R00973,S0247,Bengaluru,,,2026,FY26-27,first round (pre-seed),17.0,INR,17.0,,,,,INV1368,1,initial (DERIVED),,SRC03195,,announcement_date stated loosely: Sep 10 2026
R00974,S0248,Bengaluru,,,2025,FY25-26,seed,1.1,USD,94.27,,,,,INV1369;INV1370,2,all-new-investors (DERIVED),,SRC03198,,announcement_date stated loosely: Jul 25 2025
R00975,S0248,Bengaluru,2024,2024,2024,FY24-25,accelerator/incubator,,USD,,,,,INV1371,INV1372,2,initial (DERIVED),Incubation support for women-led defence tech startup,SRC03206,MEDIUM,Listed as incubator: Women Startup Program 2024; NSRCEL at IIM Bangalore
