claim_id,startup_id,entity,field,claim_value,value_type,unit,currency,date_from,date_to,source_id,confidence,status,preferred,notes
CL03823,S0074,Rocketlane,average deal size growth,4.5,management,USD,USD,,,SRC01377,HIGH,current,yes,FY  | basis  | cons 
CL03824,S0075,Ultrahuman,operating revenue,565.0,press-quoted-filing,crore,INR,,,SRC01392,,current,yes,FY FY25 | basis  | cons 
CL03825,S0075,Ultrahuman,net profit,73.0,management,crore,INR,,,SRC01391,,current,yes,FY FY25 | basis  | cons 
CL03826,S0075,Ultrahuman,fy25 operating revenue,565.0,press-quoted-filing,crore,INR,,,SRC01392,HIGH,current,yes,FY FY25 | basis  | cons 
CL03827,S0075,Ultrahuman,fy25 net profit,73.0,management,crore,INR,,,SRC01391,HIGH,current,yes,FY FY25 | basis  | cons 
CL03828,S0075,Ultrahuman,fy26 revenue,651.0,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis  | cons 
CL03829,S0075,Ultrahuman,fy26 net loss,176.0,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis  | cons 
CL03830,S0075,Ultrahuman,fy25 operating revenue,565.0,press-quoted-filing,crore,INR,,,SRC01392,HIGH,current,yes,FY FY25 | basis  | cons 
CL03831,S0075,Ultrahuman,fy25 net profit,73.0,management,crore,INR,,,SRC01391,HIGH,current,yes,FY FY25 | basis  | cons 
CL03832,S0075,Ultrahuman,fy26 revenue,651.0,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis  | cons 
CL03833,S0075,Ultrahuman,fy26 net loss,176.0,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis  | cons 
CL03834,S0075,Ultrahuman,operating_revenue,105,press-quoted-filing,crore,INR,,,SRC01419,HIGH,current,yes,FY FY24 | basis standalone | cons 
CL03835,S0075,Ultrahuman,net_loss,39,press-quoted-filing,crore,INR,,,SRC01419,HIGH,current,yes,FY FY24 | basis standalone | cons 
CL03836,S0075,Ultrahuman,operating_revenue,565,press-quoted-filing,crore,INR,,,SRC01392,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03837,S0075,Ultrahuman,net_profit,73,management,crore,INR,,,SRC01391,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03838,S0075,Ultrahuman,net_profit_usd,8.2,management,million,USD,,,SRC01391,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03839,S0075,Ultrahuman,ebitda_margin,8.76,management,percent,INR,,,SRC01391,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03840,S0075,Ultrahuman,roce,12.9,management,percent,INR,,,SRC01391,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03841,S0075,Ultrahuman,smart_ring_revenue,516,press-quoted-filing,crore,INR,,,SRC01419,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03842,S0075,Ultrahuman,subscription_revenue,29,press-quoted-filing,crore,INR,,,SRC01419,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03843,S0075,Ultrahuman,operating_revenue,651,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis standalone | cons 
CL03844,S0075,Ultrahuman,net_loss,176,press-quoted-filing,crore,INR,,,SRC01393,HIGH,current,yes,FY FY26 | basis standalone | cons 
CL03845,S0075,Ultrahuman,revenue_run_rate,150,management,million,USD,,,SRC01402,MEDIUM,current,yes,FY  | basis annualized | cons 
CL03846,S0075,Ultrahuman,revenue_run_rate,150,management,million,USD,,,SRC01390,HIGH,current,yes,FY  | basis annualized | cons 
CL03847,S0075,Ultrahuman,operating_revenue_usd,64,management,million,USD,,,SRC01420,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03848,S0075,Ultrahuman,total_income,65.8,management,million,USD,,,SRC01420,HIGH,current,yes,FY FY25 | basis standalone | cons 
CL03849,S0076,Third Wave Coffee,revenue,325.0,press-quoted-filing,crore,INR,,,SRC01454,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03850,S0076,Third Wave Coffee,total_revenue,268.6,DRHP,crore,INR,,,SRC01438,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03851,S0076,Third Wave Coffee,net_loss,94.4,DRHP,crore,INR,,,SRC01438,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03852,S0076,Third Wave Coffee,total_revenue,241.3,DRHP,crore,INR,,,SRC01438,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03853,S0076,Third Wave Coffee,net_loss,152.4,DRHP,crore,INR,,,SRC01438,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03854,S0076,Third Wave Coffee,total_revenue,337,management,crore,INR,,,SRC01438,MEDIUM,current,yes,FY FY26 | basis standalone | cons no
CL03855,S0076,Third Wave Coffee,total_revenue,31.75,press-quoted-filing,crore,INR,,,SRC01441,MEDIUM,current,yes,FY FY22 | basis standalone | cons no
CL03856,S0076,Third Wave Coffee,total_revenue,31.75,press-quoted-filing,crore,INR,,,SRC01441,MEDIUM,current,yes,FY FY23 | basis standalone | cons no
CL03857,S0076,Third Wave Coffee,revenue_range,100,registry,crore,INR,,,SRC01445,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03858,S0077,Celcius Logistics,revenue,90.9,press-quoted-filing,crore,INR,,,SRC01463,MEDIUM,current,yes,FY FY24 | basis  | cons 
CL03859,S0077,Celcius Logistics,arr guidance (company-claimed),300.0,management,crore,INR,,,SRC01464,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03860,S0078,Square Yards,revenue,1410,management,cr,INR,,,SRC01470,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03861,S0078,Square Yards,ebitda,46,management,cr,INR,,,SRC01473,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03862,S0078,Square Yards,revenue,2086,management,cr,INR,,,SRC01475,MEDIUM,current,yes,FY FY26 | basis  | cons 
CL03863,S0078,Square Yards,ebitda,176,management,cr,INR,,,SRC01475,MEDIUM,current,yes,FY FY26 | basis  | cons 
CL03864,S0078,Square Yards,total_revenue,1001,press-quoted-filing,crore,INR,,,SRC01470,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03865,S0078,Square Yards,total_revenue,1410,management,crore,INR,,,SRC01470,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03866,S0078,Square Yards,ebitda,46,management,crore,INR,,,SRC01473,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03867,S0078,Square Yards,gross_profit,316,management,crore,INR,,,SRC01473,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03868,S0078,Square Yards,gtv,59093,management,crore,INR,,,SRC01473,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03869,S0078,Square Yards,transactions,186108,management,count,,,,SRC01473,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03870,S0078,Square Yards,total_revenue,2086,management,crore,INR,,,SRC01468,MEDIUM,current,yes,FY FY26 | basis standalone | cons no
CL03871,S0078,Square Yards,ebitda,176,management,crore,INR,,,SRC01468,MEDIUM,current,yes,FY FY26 | basis standalone | cons no
CL03872,S0078,Square Yards,loan_disbursal,87831,management,crore,INR,,,SRC01468,MEDIUM,current,yes,FY FY26 | basis standalone | cons no
CL03873,S0078,Square Yards,loan_disbursal,61000,management,crore,INR,,,SRC01469,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03874,S0079,Wint Wealth,revenue,9.66,press-quoted-filing,crore,INR,,,SRC01484,MEDIUM,current,yes,FY FY23 | basis  | cons 
CL03875,S0081,Ati Motors,revenue,8.9,estimate,million,USD,,,SRC01495,LOW,current,yes,FY FY25 | basis  | cons 
CL03876,S0083,boAt,revenue_from_operations,3070,press-quoted-filing,cr,INR,,,SRC01505,HIGH,current,yes,FY FY25 | basis  | cons 
CL03877,S0083,boAt,pat,61.1,press-quoted-filing,cr,INR,,,SRC01505,HIGH,current,yes,FY FY25 | basis  | cons 
CL03878,S0084,MobiKwik,revenue_from_operations,875.0,audited,cr,INR,,,SRC01525,HIGH,current,yes,FY FY24 | basis  | cons 
CL03879,S0084,MobiKwik,pat,14.1,audited,cr,INR,,,SRC01525,HIGH,current,yes,FY FY24 | basis  | cons 
CL03880,S0084,MobiKwik,revenue_from_operations,1170.2,audited,cr,INR,,,SRC01525,HIGH,current,yes,FY FY25 | basis  | cons 
CL03881,S0084,MobiKwik,pat,-121.3,audited,cr,INR,,,SRC01525,HIGH,current,yes,FY FY25 | basis  | cons 
CL03882,S0084,MobiKwik,revenue_from_operations,1106.5,audited,cr,INR,,,SRC01526,HIGH,current,yes,FY FY26 | basis  | cons 
CL03883,S0085,OfBusiness,consolidated_revenue,20645,management,crore,INR,,,SRC01530,HIGH,current,yes,FY FY26 | basis  | cons 
CL03884,S0085,OfBusiness,pat,724,management,crore,INR,,,SRC01530,HIGH,current,yes,FY FY26 | basis  | cons 
CL03885,S0085,OfBusiness,pat,597,management,crore,INR,,,SRC01530,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03886,S0085,OfBusiness,consolidated_revenue,22241,estimate,crore,INR,,,SRC01531,LOW,current,yes,FY FY25 | basis  | cons 
CL03887,S0085,OfBusiness,consolidated_revenue,15342,audited,crore,INR,,,SRC01555,HIGH,current,yes,FY FY23 | basis consolidated | cons yes
CL03888,S0085,OfBusiness,gmv,15342,audited,crore,INR,,,SRC01555,HIGH,current,yes,FY FY23 | basis consolidated | cons yes
CL03889,S0085,OfBusiness,pat,463,audited,crore,INR,,,SRC01555,HIGH,current,yes,FY FY23 | basis consolidated | cons yes
CL03890,S0085,OfBusiness,consolidated_revenue,19296,audited,crore,INR,,,SRC01556,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03891,S0085,OfBusiness,pat,603,audited,crore,INR,,,SRC01556,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03892,S0085,OfBusiness,total_assets,7460,audited,crore,INR,,,SRC01557,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03893,S0085,OfBusiness,consolidated_revenue,22241,press-quoted-filing,crore,INR,,,SRC01531,MEDIUM,current,yes,FY FY25 | basis consolidated | cons yes
CL03894,S0085,OfBusiness,consolidated_revenue,20645,management,crore,INR,,,SRC01530,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03895,S0085,OfBusiness,pat,724,management,crore,INR,,,SRC01530,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03896,S0085,OfBusiness,pat,597,management,crore,INR,,,SRC01530,MEDIUM,current,yes,FY FY25 | basis consolidated | cons yes
CL03897,S0085,OfBusiness,oxyzo_pat,290,audited,crore,INR,,,SRC01558,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03898,S0085,OfBusiness,oxyzo_revenue,903,audited,crore,INR,,,SRC01558,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03899,S0085,OfBusiness,oxyzo_aum,8341,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03900,S0085,OfBusiness,oxyzo_borrowings,6028,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03901,S0085,OfBusiness,oxyzo_net_worth,2855,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03902,S0085,OfBusiness,oxyzo_total_revenue,1129,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03903,S0085,OfBusiness,oxyzo_loan_book,6667,audited,crore,INR,,,SRC01558,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03904,S0085,OfBusiness,oxyzo_loan_book,8342,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03905,S0085,OfBusiness,oxyzo_gross_npa,1.2,audited,percent,INR,,,SRC01537,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03906,S0085,OfBusiness,oxyzo_pat,197,audited,crore,INR,,,SRC01537,HIGH,current,yes,FY FY23 | basis standalone | cons no
CL03907,S0085,OfBusiness,oxyzo_pat,286,audited,crore,INR,,,SRC01537,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03908,S0085,OfBusiness,oxyzo_total_income,1129,audited,crore,INR,,,SRC01538,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03909,S0086,Pristyn Care,operating_revenue,600.5,press-quoted-filing,crore,INR,,,SRC01570,HIGH,current,yes,FY FY24 | basis  | cons 
CL03910,S0086,Pristyn Care,net_loss,-381,press-quoted-filing,crore,INR,,,SRC01570,HIGH,current,yes,FY FY24 | basis  | cons 
CL03911,S0086,Pristyn Care,operating_revenue,452.8,press-quoted-filing,crore,INR,,,SRC01571,HIGH,current,yes,FY FY23 | basis  | cons 
CL03912,S0086,Pristyn Care,consolidated_revenue,442,management,crore,INR,,,SRC01569,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03913,S0086,Pristyn Care,consolidated_loss,-168,management,crore,INR,,,SRC01569,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03914,S0087,Swish,total_revenue,4.17,press-quoted-filing,crore,INR,,,SRC01593,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03915,S0087,Swish,net_loss,19.1,press-quoted-filing,crore,INR,,,SRC01589,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03916,S0087,Swish,total_revenue,490529.82,estimate,USD,USD,,,SRC01596,LOW,current,yes,FY FY26 | basis standalone | cons no
CL03917,S0087,Swish,authorised_capital,25,audited,lakh,INR,,,SRC01592,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03918,S0087,Swish,paid_up_capital,15.31,audited,lakh,INR,,,SRC01592,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03919,S0090,Toddle,revenue from operations,114.4,press-quoted-filing,crore,INR,,,SRC01612,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03920,S0090,Toddle,net loss,-42.2,press-quoted-filing,crore,INR,,,SRC01612,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03921,S0090,Toddle,revenue from operations,114.4,press-quoted-filing,crore,INR,,,SRC01612,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03922,S0090,Toddle,net loss,-42.2,press-quoted-filing,crore,INR,,,SRC01612,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03923,S0090,Toddle,revenue from operations,71.4,press-quoted-filing,crore,INR,,,SRC01612,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03924,S0092,Akasa Air,total income,3144.38,press-quoted-filing,crore,INR,,,SRC01637,MEDIUM,current,yes,FY FY24 | basis  | cons 
CL03925,S0092,Akasa Air,net loss,-1670.06,press-quoted-filing,crore,INR,,,SRC01637,MEDIUM,current,yes,FY FY24 | basis  | cons 
CL03926,S0092,Akasa Air,total_income,3144.38,press-quoted-filing,crore,INR,,,SRC01637,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03927,S0092,Akasa Air,net_loss,-1670.06,press-quoted-filing,crore,INR,,,SRC01637,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03928,S0092,Akasa Air,total_revenue,4635.7,press-quoted-filing,crore,INR,,,SRC01654,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03929,S0092,Akasa Air,net_loss,-1983,press-quoted-filing,crore,INR,,,SRC01655,HIGH,current,yes,FY FY25 | basis standalone | cons no
CL03930,S0092,Akasa Air,total_revenue,4636,press-quoted-filing,crore,INR,,,SRC01646,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03931,S0092,Akasa Air,net_loss,-2716,press-quoted-filing,crore,INR,,,SRC01656,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03932,S0092,Akasa Air,total_income,777.84,press-quoted-filing,crore,INR,,,SRC01637,MEDIUM,current,yes,FY FY23 | basis standalone | cons no
CL03933,S0093,EatClub (BOX8),revenue,515.5,press-quoted-filing,crore,INR,,,SRC01679,HIGH,current,yes,FY FY24 | basis  | cons 
CL03934,S0093,EatClub (BOX8),profit_after_tax,-15.8,press-quoted-filing,crore,INR,,,SRC01679,HIGH,current,yes,FY FY24 | basis  | cons 
CL03935,S0093,EatClub (BOX8),total_revenue,322,estimate,crore,INR,,,SRC01682,MEDIUM,current,yes,FY FY23 | basis standalone | cons no
CL03936,S0093,EatClub (BOX8),net_profit,-69,press-quoted-filing,crore,INR,,,SRC01682,HIGH,current,yes,FY FY23 | basis standalone | cons no
CL03937,S0093,EatClub (BOX8),total_revenue,515.5,press-quoted-filing,crore,INR,,,SRC01679,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03938,S0093,EatClub (BOX8),net_profit,-15.77,press-quoted-filing,crore,INR,,,SRC01682,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03939,S0093,EatClub (BOX8),total_revenue,749.5,press-quoted-filing,crore,INR,,,SRC01679,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03940,S0093,EatClub (BOX8),net_profit,-14.6,press-quoted-filing,crore,INR,,,SRC01679,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03941,S0093,EatClub (BOX8),ebitda,17.5,estimate,crore,INR,,,SRC01679,LOW,current,yes,FY FY25 | basis standalone | cons no
CL03942,S0093,EatClub (BOX8),total_assets,237.7,press-quoted-filing,crore,INR,,,SRC01679,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03943,S0093,EatClub (BOX8),total_expenses,531.3,press-quoted-filing,crore,INR,,,SRC01679,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03944,S0093,EatClub (BOX8),total_expenses,764.1,press-quoted-filing,crore,INR,,,SRC01679,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03945,S0094,Eruditus,revenue,3733,press-quoted-filing,crore,INR,,,SRC01690,HIGH,current,yes,FY FY24 | basis  | cons 
CL03946,S0094,Eruditus,ebitda_loss_adj,-69,press-quoted-filing,crore,INR,,,SRC01690,HIGH,current,yes,FY FY24 | basis  | cons 
CL03947,S0094,Eruditus,total_revenue,3733,press-quoted-filing,crore,INR,,,SRC01690,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03948,S0094,Eruditus,ebitda_loss_adj,-69,press-quoted-filing,crore,INR,,,SRC01690,HIGH,current,yes,FY FY24 | basis standalone | cons no
CL03949,S0094,Eruditus,total_revenue_target,520,management,million,USD,,,SRC01701,MEDIUM,current,yes,FY FY25 | basis consolidated | cons yes
CL03950,S0094,Eruditus,total_revenue_estimate,450,estimate,million,USD,,,SRC01711,LOW,current,yes,FY FY25 | basis consolidated | cons yes
CL03951,S0094,Eruditus,deferred_revenue,800,estimate,crore,INR,,,SRC01709,LOW,current,yes,FY FY25 | basis consolidated | cons yes
CL03952,S0094,Eruditus,revenue_indian_entity,10,press-quoted-filing,crore,INR,,,SRC01706,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03953,S0095,Innovist,revenue,301.4,press-quoted-filing,crore,INR,,,SRC01722,HIGH,current,yes,FY FY25 | basis  | cons 
CL03954,S0095,Innovist,net_profit,12.1,press-quoted-filing,crore,INR,,,SRC01722,HIGH,current,yes,FY FY25 | basis  | cons 
CL03955,S0095,Innovist,total_revenue,301.4,press-quoted-filing,crore,INR,,,SRC01729,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03956,S0095,Innovist,net_profit,12.1,press-quoted-filing,crore,INR,,,SRC01722,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03957,S0095,Innovist,ebitda,3.6,press-quoted-filing,crore,INR,,,SRC01722,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03958,S0095,Innovist,marketing_expenditure,136.54,press-quoted-filing,crore,INR,,,SRC01729,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03959,S0095,Innovist,total_revenue,106.8,press-quoted-filing,crore,INR,,,SRC01722,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03960,S0095,Innovist,operating_revenue,36.53,press-quoted-filing,crore,INR,,,SRC01723,HIGH,current,yes,FY FY23 | basis standalone | cons 
CL03961,S0095,Innovist,employee_expense,15,press-quoted-filing,crore,INR,,,SRC01729,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03962,S0095,Innovist,total_expenses,301,press-quoted-filing,crore,INR,,,SRC01729,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03963,S0096,Leap (LeapScholar),revenue,175.3,press-quoted-filing,crore,INR,,,SRC01745,HIGH,current,yes,FY FY24 | basis  | cons 
CL03964,S0096,Leap (LeapScholar),revenue_growth_yoy,112.25,press-quoted-filing,percent,INR,,,SRC01745,MEDIUM,current,yes,FY FY24 | basis  | cons 
CL03965,S0096,Leap (LeapScholar),revenue,175.3,press-quoted-filing,crore,INR,,,SRC01745,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03966,S0096,Leap (LeapScholar),revenue,202.6,press-quoted-filing,crore,INR,,,SRC01745,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03967,S0096,Leap (LeapScholar),revenue_growth_yoy,112.25,press-quoted-filing,percent,INR,,,SRC01745,MEDIUM,current,yes,FY FY24 | basis standalone | cons no
CL03968,S0096,Leap (LeapScholar),ebitda_status,1,press-quoted-filing,boolean,INR,,,SRC01751,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL03969,S0096,Leap (LeapScholar),annual_revenue_range,10,estimate,million,USD,,,SRC01747,LOW,current,yes,FY FY25 | basis standalone | cons no
CL03970,S0097,Nazara Technologies,revenue,1623.9,audited,crore,INR,,,SRC01758,HIGH,current,yes,FY FY25 | basis  | cons 
CL03971,S0097,Nazara Technologies,ebitda,153.5,audited,crore,INR,,,SRC01758,HIGH,current,yes,FY FY25 | basis  | cons 
CL03972,S0098,Neo (Neo Wealth),annual revenue (tracxn band),50.0,estimate,,INR,,,SRC01768,,current,yes,FY FY25 | basis  | cons 
CL03973,S0098,Neo (Neo Wealth),annual_revenue,75,estimate,crore,INR,,,SRC01768,LOW,current,yes,FY FY25 | basis standalone | cons 
CL03974,S0098,Neo (Neo Wealth),employee_count,337,press-quoted-filing,count,INR,,,SRC01768,MEDIUM,current,yes,FY FY25 | basis standalone | cons 
CL03975,S0098,Neo (Neo Wealth),total_client_assets,130000,management,crore,INR,,,SRC01765,MEDIUM,current,yes,FY FY26 | basis standalone | cons 
CL03976,S0098,Neo (Neo Wealth),arr_aum,50000,management,crore,INR,,,SRC01765,MEDIUM,current,yes,FY FY26 | basis standalone | cons 
CL03977,S0098,Neo (Neo Wealth),equity_capital_raised,3000,press-quoted-filing,crore,INR,,,SRC01765,MEDIUM,current,yes,FY FY26 | basis standalone | cons 
CL03978,S0099,Stellapps,revenue (inc42 company profile),35.6,press-quoted-filing,crore,INR,,,SRC01781,,current,yes,FY FY24 | basis  | cons 
CL03979,S0100,Purple Style Labs,revenue from operations,504.37,press-quoted-filing,crore,INR,,,SRC01786,,current,yes,FY FY24 | basis  | cons 
CL03980,S0100,Purple Style Labs,revenue from operations,489.9,press-quoted-filing,crore,INR,,,SRC01786,,current,yes,FY FY25 | basis  | cons 
CL03981,S0100,Purple Style Labs,revenue from operations,557.83,press-quoted-filing,crore,INR,,,SRC01786,,current,yes,FY FY26 | basis  | cons 
CL03982,S0100,Purple Style Labs,revenue_from_operations,93.08,press-quoted-filing,crore,INR,,,SRC01787,MEDIUM,current,yes,FY FY23 | basis consolidated | cons yes
CL03983,S0100,Purple Style Labs,revenue_from_operations,504.37,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03984,S0100,Purple Style Labs,ebitda,31.63,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03985,S0100,Purple Style Labs,pat,-47.71,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY24 | basis consolidated | cons yes
CL03986,S0100,Purple Style Labs,revenue_from_operations,489.9,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03987,S0100,Purple Style Labs,ebitda,41.98,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03988,S0100,Purple Style Labs,pat,-188.38,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03989,S0100,Purple Style Labs,net_loss,188.6,press-quoted-filing,crore,INR,,,SRC01788,HIGH,current,yes,FY FY25 | basis consolidated | cons yes
CL03990,S0100,Purple Style Labs,revenue_from_operations,557.83,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03991,S0100,Purple Style Labs,ebitda,30.37,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03992,S0100,Purple Style Labs,pat,-285.39,press-quoted-filing,crore,INR,,,SRC01786,HIGH,current,yes,FY FY26 | basis consolidated | cons yes
CL03993,S0100,Purple Style Labs,revenue_range,4659,press-quoted-filing,lakh,INR,,,SRC01787,LOW,current,yes,FY FY25 | basis standalone | cons no
CL03994,S0101,Zypp Electric,revenue (management-quoted),325.0,management,crore,INR,,,SRC01797,,current,yes,FY FY24 | basis  | cons 
CL03995,S0101,Zypp Electric,operating revenue (mca-cited),461.0,press-quoted-filing,crore,INR,,,SRC01794,,current,yes,FY FY26 | basis  | cons 
CL03996,S0102,Business Nextgen Finance,paid-up capital (pre-raise snapshot),34.95,press-quoted-filing,crore,INR,,,SRC01803,,current,yes,FY FY25 | basis  | cons 
CL03997,S0103,EtherealX (Ethereal Exploration),revenue,1.1,press-quoted-filing,crore,INR,,,SRC01809,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03998,S0104,QNu Labs,revenue,4794409.82,press-quoted-filing,USD,USD,,,SRC01826,MEDIUM,current,yes,FY FY25 | basis  | cons 
CL03999,S0104,QNu Labs,total_revenue,4794409.82,press-quoted-filing,USD,USD,,,SRC01817,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL04000,S0104,QNu Labs,revenue_range,10,press-quoted-filing,crore,INR,,,SRC01817,MEDIUM,current,yes,FY FY25 | basis standalone | cons no
CL04001,S0105,Ultraviolette,revenue,36.1,press-quoted-filing,crore,INR,,,SRC01829,HIGH,current,yes,FY FY25 | basis  | cons 
CL04002,S0105,Ultraviolette,net_loss,116.3,press-quoted-filing,crore,INR,,,SRC01829,HIGH,current,yes,FY FY25 | basis  | cons 
CL04003,S0106,Curefoods,operating_revenue,746,press-quoted-filing,crore,INR,,,SRC01840,HIGH,current,yes,FY FY25 | basis  | cons 
CL04004,S0106,Curefoods,net_loss,170,press-quoted-filing,crore,INR,,,SRC01840,HIGH,current,yes,FY FY25 | basis  | cons 
CL04005,S0106,Curefoods,total_revenue,411.5,press-quoted-filing,crore,INR,,,SRC01845,HIGH,current,yes,FY FY23 | basis standalone | cons 
CL04006,S0106,Curefoods,net_loss,342.7,press-quoted-filing,crore,INR,,,SRC01845,HIGH,current,yes,FY FY23 | basis standalone | cons 
CL04007,S0106,Curefoods,operating_revenue,585.1,press-quoted-filing,crore,INR,,,SRC01844,HIGH,current,yes,FY FY24 | basis standalone | cons 
CL04008,S0106,Curefoods,total_income,635.09,press-quoted-filing,crore,INR,,,SRC01845,HIGH,current,yes,FY FY24 | basis standalone | cons 
CL04009,S0106,Curefoods,net_loss,172.6,press-quoted-filing,crore,INR,,,SRC01844,HIGH,current,yes,FY FY24 | basis standalone | cons 
CL04010,S0106,Curefoods,operating_revenue,745.8,DRHP,crore,INR,,,SRC01843,HIGH,current,yes,FY FY25 | basis standalone | cons 
