startup_id,company_name,legal_name,aliases,website,founded_date,incorporation_date,status,startup_stage,primary_sector,secondary_sectors,business_model,customer_type,city,state,country,hq_type,registered_office,employee_estimate,employee_estimate_date,total_funding_disclosed,last_funding_date,last_funding_round,last_known_valuation,revenue_latest_fy,revenue_latest_fy_year,revenue_latest_fy_period,profit_loss_latest_fy,profit_loss_latest_fy_period,dpiit_recognized,cin,parent_company,subsidiary_of,public_private,website_status,official_website,careers_website,last_verified,confidence,primary_source_id,notes,company_class
S0271,Turtlemint,,,https://www.turtlemint.com,2015,,,ipo_filed,insurtech,,"Insurance distribution platform, digital insurance broking",,Mumbai,Maharashtra,India,,,,, | IPO issue  INRMn (excluded from private equity total),2026-06-19,IPO,,,,,,,,,,,public,unchecked (not in linkcheck set),https://www.turtlemint.com,https://www.turtlemint.com/careers/,2026-09-14,MEDIUM,,GAPS: Exact incorporation date not confirmed; Full investor list incomplete; FY25 financials not detailed,Public company
S0272,ValuEnable,,,https://www.valuenable.in,2021,,,seed,insurtech policy loans,,Full-stack enterprise platform for life insurance stakeholders,,Mumbai,Maharashtra,India,,,,,,2026-05-18,Grant,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.valuenable.in,https://www.valuenable.in/careers,2026-09-14,MEDIUM,,GAPS: Exact incorporation date not confirmed; Full investor list incomplete; Revenue details limited,Other - status unverified
S0273,Wellbeing Nutrition,,,https://wellbeingnutrition.com,2019,,,acquired,d2c wellness,,D2C nutraceutical supplements and wellness brand,,Mumbai,Maharashtra,India,,,,,,2026-02-12,Acquisition,,,,,,,,,,,private_acquired,unchecked (not in linkcheck set),https://wellbeingnutrition.com,https://wellbeingnutrition.com/collections/bone-and-joint-health,2026-09-14,MEDIUM,,GAPS: Exact incorporation date not confirmed; Full funding history incomplete; Revenue details limited,Other - status unverified
S0274,Alt Carbon,,,https://altcarbon.com,2020,,"Active — Microsoft 3-yr offtake deal ~37,000t CDR, June 2026",seed,climate / carbon dioxide removal (enhanced rock weathering),,,,Kolkata,West Bengal,India,,,,,"1028.4 Mn INR (equity, DERIVED)",,seed,,,,,,,,,,,private,unchecked (not in linkcheck set),https://altcarbon.com,,2026-09-14,MEDIUM,,GAPS: Exact incorporation date / CIN not verified; Pre-seed / earlier rounds not verified; Revenue / headcount not verified | last_funding_date stated loosely: May 2025,Startup
S0275,Alphadroid,,,https://www.alphadroid.io,,,Active — raised pre-Series A May 2026,pre-Series A,robotics / service robots (AMR),,,,Noida,Uttar Pradesh,India,,,,,"330.6 Mn INR (equity, DERIVED)",,pre-Series A,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.alphadroid.io,,2026-09-14,MEDIUM,,GAPS: Founded date / incorporation / CIN not verified; Round amount in INR 36 Cr per Inc42 snippet — FX conversion approximate; Revenue / headcount / customers not verified | last_funding_date stated loosely: May 2026,Startup
S0276,Minfy Technologies,,,https://www.minfytech.com,2016,,Active — ET Startup Awards 2025 Bootstrap Champ,profitable scale-up (bootstrapped),cloud / IT services (AI),,,,Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.minfytech.com,https://www.minfytech.com/careers,2026-09-14,MEDIUM,,"GAPS: No external funding rounds found — appears bootstrapped/unfunded; no sourced round to record; Revenue figures (LinkedIn 10-yr post claims INR 10B — company-reported, unverified) not recorded as financials; CIN / incorporation date not verif",Startup
S0277,Celebal Technologies,,,https://celebaltech.com,2016,,Active — $5.2M debt raise June 2026,Series B+ (debt top-up 2026),enterprise data & AI solutions / services,,,,Jaipur,Rajasthan,India,,,,,"1285.5 Mn INR (equity, DERIVED) + 452.4 Mn INR (debt)",,debt,,,,,,,,,,,private,live @2026-09-14,https://celebaltech.com,https://celebaltech.com/careers,2026-09-14,MEDIUM,,GAPS: Series label of $15M round not confirmed in snippet — marked ESTIMATE; CIN / incorporation date not verified; Revenue / headcount not verified | last_funding_date stated loosely: June 2026,Startup
S0278,Tonbo Imaging,Tonbo Imaging India Limited,,https://tonboimaging.com,,1999-12-18,Active — DRHP filed with SEBI Dec 2025 for IPO,pre-IPO / Series D,defence imaging / electro-optics,,"Defence electronics OEM — designs, develops, manufactures EO/IR sensing, processing, communication and guidance systems for surveillance, reconnaissance, targeting, and control",,Bengaluru,Karnataka,India,registered_office + corporate_office,"No.3 Chikkayellappa Tower-II, 1st C Main, Sarjapur Main Road, Jakkasandra Extension, Chikkayellappa Industrial Layout, Bengaluru 560 034, Karnataka",342,,"4730.4 Mn INR (equity, DERIVED) + 628.0 Mn INR (debt)",,Series D (pre-IPO),,299.9,FY26,FY26 crore INR,,,,U74140KA2003PLC033043,,,"private (pre-IPO; DRHP filed Dec 2025, pure OFS)",unchecked (not in linkcheck set),https://tonboimaging.com,https://tonboimaging.com/main/careers/india/,2026-09-14,HIGH,SRC03372,"CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[public_private]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[cin]: U74140KA2003PLC033043 per MCA registry and company's own Code of Conduct documen | CONFLICT[founded_date]: Company incorporated Dec 18, 2003 as private limited; transitioned to defence-fo | CONFLICT[founding_year]: Company incorporated 2003; some sources cite 2007 as launch year for defence ope | CONFLICT[fy25_revenue]: Inc42 reports ₹469 Cr from annual report; Tracxn reports ₹474 Cr from MCA. Minor | CONFLICT[fy26_revenue]: TheCompanyCheck reports total revenue ₹367.9 Cr; Inc42 reports operating revenue | GAPS: Founders not verified in this wave — left blank; CIN / incorporation date not verified; IPO size (~INR 1000 Cr per Inc42 snippet) unconfirmed — not recorded | last_funding_date stated loosely: April 2025",Startup
S0279,DigitalPaani,,,https://www.digitalpaani.com,2020,,Active — Rs 22 Cr raise Sep 2026 led by Navam Capital,early growth,watertech / AI water-infrastructure management,,,,Gurugram,Haryana,India,,,,,"22.0 Mn INR (equity, DERIVED)",,UNKNOWN (reported as Rs 22 Cr raise; $2.3M per discovery hint),,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.digitalpaani.com,,2026-09-14,MEDIUM,,GAPS: Round type / series label not verified; Earlier rounds / investors beyond Navam not verified; CIN / incorporation date not verified; Revenue / headcount not verified | last_funding_date stated loosely: September 2026,Startup
S0280,Yuma Energy,Magna Yuma Private Limited,,https://yuma.energy,2022,2022,Active — $35M Series A Sep 2026 led by Magna,Series A,EV battery swapping / Battery-as-a-Service,,Battery-as-a-Service (BaaS) — battery swapping network for 2W and 3W EVs,,Bengaluru,,India,registered,"Exora Business Park/Prestige Tech Park II, 2nd Floor, Wing A, Bellandur Khane Village, Outer Ring Road, Bengaluru - 560103, Karnataka",1405,,"3045.0 Mn INR (equity, DERIVED)",,Series A,,5768,FY25,FY25 crore INR,,,,U74996KA2022PTC158091,,,private,unchecked (not in linkcheck set),https://yuma.energy,https://yuma.energy/careers,2026-09-14,HIGH,SRC02014,"CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[city]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[cities_count]: Website may not have updated; Hindu BL article is more recent. Both are company- | GAPS: City not primary-verified — Bengaluru per social snippet only; Founders (Yulu/Magna JV genomics) not individually verified — left blank; Grinntech acquisition NOT verified — flagged, needs follow-up; CIN / incorporation date not verified | HQ/domicile detail: ESTIMATE — Instagram snippet says Bengaluru-based; HQ not primary-sourced) | last_funding_date stated loosely: September 2026",Startup
S0281,Solinas Integrity,,,https://solinas.in,2018,,Active — Forbes 30U30 2025 founder coverage; operating from new Chennai office July 2025,"Series A (ESTIMATE — Series A1 reported via social snippet only, unverified)",robotics / water-sanitation infra (pipeline + septic-tank robots),,,,Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,private,unchecked (not in linkcheck set),https://solinas.in,https://solinas.in/careers/,2026-09-14,MEDIUM,,"GAPS: No sourced funding round verified — $5.5M Series A1 seen only in Facebook snippet, NOT recorded (needs primary source); Revenue / headcount / CIN not verified",Startup
S0282,Covrzy,,,,2022,,Shut down March 2026 — cash crunch after ~3 years operating (Antler-backed),,insurtech b2b,,B2B business-insurance comparison / distribution platform,,Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,Private,,,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (active-,Former startup
S0283,IndiQube,IndiQube Spaces Limited,,https://indiqube.com,,2015-01-14,"Active & listed — Rs 700 Cr IPO (Rs 650 Cr fresh + Rs 50 Cr OFS), price band Rs 225–237, listed ~July 2025",listed,proptech / flex workspace (managed offices),,Managed office and coworking space provider; enterprise-first flexible workspace platform,,Bengaluru,Karnataka,India,registered + HQ,"Plot #53, Careernet Campus, Kariyammanna Agrahara Road, Devarabisanahalli, Outer Ring Road, Bellandur, Bangalore, Karnataka 560103",959,,"5021.9 Mn INR (equity, DERIVED)",,IPO (fresh Rs 650 Cr + Rs 50 Cr OFS = Rs 700 Cr total),,1469,FY24,FY26 crore INR,341.5,FY24 crore INR,,L45400KA2015PLC133523,,,public (listed; IPO July 2025),unchecked (not in linkcheck set),https://indiqube.com,https://indiqube.com/careers/,2026-09-14,HIGH,SRC03419,CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[public_private]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | GAPS: Co-founder(s) beyond Meghna Agarwal not verified — left at one; Pre-IPO rounds / WestBridge holding not verified in this wave; CIN / incorporation date not verified | last_funding_date stated loosely: July 2025,Public company
S0284,Smartworks,Smartworks Coworking Spaces Limited,,https://www.smartworksoffice.com,2016,,,Public (listed NSE/BSE July 2025),proptech coworking,,,,Gurugram,Haryana,India,,,,,"3830.0 Mn INR (equity, DERIVED) | IPO issue 5825.5 INRMn (excluded from private equity total)",,Series A,,5462.0,FY25,FY26 Q4 million INR,63.18,FY25 crore INR,,,,,Public,unchecked (not in linkcheck set),https://www.smartworksoffice.com,https://www.smartworksoffice.com/careers/,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Series B details partially obscured; Employee count as of latest date uncertain | City corrected from discovery seed (Bengaluru) to Gurugram per enrichment. | last_funding_date stated loosely: Oct 2019,Public company
S0285,Amnex Infotechnologies (Amnex),Amnex Infotechnologies Private Limited,Amnex,https://amnex.com,2008-01-01,2008-01-01,,Private (growth stage),govtech saas,,,,Ahmedabad,Gujarat,India,,,,,"4600.0 Mn INR (equity, DERIVED)",2025-08-18,Growth Capital,,75.0,FY25,FY25 % INR,,,,U72100GJ2008PTC052502,,,Private,unchecked (not in linkcheck set),https://amnex.com,https://amnex.com/career/,2026-09-14,MEDIUM,,GAPS: Exact revenue figures not publicly disclosed; Valuation not disclosed; Employee count varies across sources (609-737),Scale-up
S0286,MakeMyTrip,MakeMyTrip Limited,,https://www.makemytrip.com,2000,,,Public (NASDAQ: MMYT),travel-tech,,,,Gurugram,Haryana,India,,,,,"119980.0 Mn INR (equity, DERIVED) | IPO issue 80.5 USDMn (excluded from private equity total)",2025-07-17,Post-IPO Equity,,,FY25,FY25 USD USD,,,,,,,Public,unchecked (not in linkcheck set),https://www.makemytrip.com,https://careers.makemytrip.com,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Individual founder backgrounds partially sourced,Public company
S0287,Spinny,Valuedrive Technologies Limited,,https://www.spinny.com,2015,,,"Public (converting to public company, IPO planned CY27)",auto/used cars,,,,Gurugram,Haryana,India,,,,,"51276.7 Mn INR (equity, DERIVED)",2025-12-12,Series G,,6000.0,FY25,FY26 crore INR,423.8,FY25 crore INR,,,,,Private (converting to public),unchecked (not in linkcheck set),https://www.spinny.com,https://www.spinny.com/careers/?referrer=/,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Ramanshu Mahaur and Ganesh Pawar current status uncertain; Series G valuation details partially obscured,Mature private company
S0288,Traqo,Traqo Technologies India Private Limited,,https://traqo.ai,2022,,,Seed,logistics saas,,,,Gurugram,Haryana,India,,,,,"85.5 Mn INR (equity, DERIVED)",2025-11-11,Seed,,1.9,FY25,FY25 crore INR,1.6,FY25 lakh INR,,,,,Private,unchecked (not in linkcheck set),https://traqo.ai,https://traqo.ai/careers,2026-09-14,MEDIUM,,GAPS: Exact incorporation date not confirmed; Individual round amounts not fully disclosed; City confirmed as Gurugram from Tracxn but about page mentions Delhi origin,Other - status unverified
S0289,Trevel,Inwisement Technologies Pvt Ltd,,https://www.trevel.com,2025-09-01,,,Seed,ev mobility premium,,,,Gurugram,Haryana,India,,,,,"87.0 Mn INR (equity, DERIVED)",2026-06-12,Seed,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://www.trevel.com,,2026-09-14,MEDIUM,,GAPS: Exact founding date (day) not confirmed; Valuation not disclosed; Revenue not yet reported,Other - status unverified
S0290,Runable,Runable Inc.,,https://runable.com,2025,2025-05-05,Active,Series A,ai agents,,SaaS subscription for AI agent platform; freemium with paid tiers,,Bengaluru,Karnataka,India,registered_office,"No 17 Bommanahalli, Rajeev Gandhi Nagar, Begur, Bangalore South, Bangalore, Karnataka, 560068, India",15,,"1827.0 Mn INR (equity, DERIVED)",2026-08-26,Series A,,2000000,FY26,FY26 USD USD,,,,U62091KA2025PTC202345,,,Private,unchecked (not in linkcheck set),https://runable.com,https://runable.com/careers,2026-09-14,HIGH,SRC03478,"CONFLICT[legal_name]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[founding_date]: 2025-04-22 is likely the operational founding date; 2025-05-05 is the MCA incorp | CONFLICT[user_count]: Both are company-reported; 1.7M may be more recent figure from TechCrunch interv | CONFLICT[employee_count]: 15 may be the core team; 31 may include contractors or broader headcount | GAPS: Exact founding date (month/day) not confirmed; Legal entity registration details not confirmed; Revenue is company-reported ARR, not audited",Startup
S0291,GreenLine,Greenline Mobility Solutions Limited,,https://greenline.in,2021,,,Series A,environment/logistics tech,,,,Mumbai,Maharashtra,India,,,,,"26309.9 Mn INR (equity, DERIVED)",,Series A,,,FY25,FY25 USD USD,,,,,,,Private,unchecked (not in linkcheck set),https://greenline.in,https://greenline.in/career,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Revenue figures not precisely disclosed; Series A details partially obscured,Scale-up
S0292,IDfy,Baldor Technologies Private Limited,,https://www.idfy.com,2011,,,"Private (Series F, IPO-ready)",regtech/id verification,,,,Mumbai,Maharashtra,India,,,,,"12533.9 Mn INR (equity, DERIVED)",2026-06-22,Series F (later),,188.5,FY24,FY25 crore INR,8.8,FY24 crore INR,,,,,Private,unchecked (not in linkcheck set),https://www.idfy.com,https://www.idfy.com/careers/,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Valuation not disclosed; Hatim Baheranwala current status less confirmed,Mature private company
S0293,QWEEN,Tanzior Jewels Private Limited,,https://www.qween.com,2024,,,Series A,d2c/jewellery,,,,Bengaluru,Karnataka,India,,,,,"10000.0 Mn INR (equity, DERIVED)",2025-12-22,Angel,,,,,,,,U32111KA2025PTC198023,,,Private,unchecked (not in linkcheck set),https://www.qween.com,,2026-09-14,MEDIUM,,GAPS: Exact founding date (month/day) not confirmed; Revenue not yet reported; Valuation not disclosed; Individual round amounts for seed/angel not disclosed,Scale-up
S0294,The Whole Truth,The Whole Truth Foods Pvt Ltd (per Tracxn),,https://thewholetruthfoods.com,,,Active (private),growth,D2C / healthy snacks,,D2C clean-label snacks,,Mumbai,Maharashtra,India,,,,,,,,,,,,,,,,,,private,unchecked (not in linkcheck set),https://thewholetruthfoods.com,https://thewholetruthfoods.com/pages/careers,2026-09-14,MEDIUM,,"GAPS: No round-level funding verified in budget; founders unverified; no FY25 financials; city inferred Mumbai from Inc42 D2C list, needs confirmation.",Startup
S0295,WinZO,,,https://www.winzogames.com,,,"Active but distressed — unpaid salaries since Jan 2026, ED chargesheet Jan 2026, frozen bank accounts (per Inc42 Jun 2026)",late,gaming / real-money,,real-money gaming platform,,New Delhi,,India,,,,,,,,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.winzogames.com,,2026-09-14,MEDIUM,,GAPS: Founders unverified; funding history unverified; no financials; city needs confirmation.,Startup
S0296,Nestasia,New Leaf Retail Technologies Private Limited,,https://nestasia.in,2019,2020-09-21,Active (private),early-growth,ecommerce / home decor D2C,,D2C + omnichannel home decor,,Kolkata,West Bengal,India,registered_office,"8 Sarat Banerjee Road, 3rd Floor, Meera Building, Kolkata - 700029",194,,"2285.9 Mn INR (equity, DERIVED)",2024-09-11,venture (unspecified),,177,FY26,FY26 crore INR,,,,U52399WB2020PTC239927,,,private,unchecked (not in linkcheck set),https://nestasia.in,https://nestasia.in/pages/careers,2026-09-14,HIGH,SRC03515,CONFLICT[status]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[primary_sector]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[company.city]: Kolkata is the registered office and HQ per MCA records; Gurugram has a retail s | CONFLICT[funding_rounds.lead_investors]: No evidence of Bessemer involvement; $8.35M round led by Susquehanna Asia VC and | CONFLICT[founders]: No evidence of Nishtha Shboth as founder; all sources confirm Aditi Murarka Agra | GAPS: Lead investors of $8.35M round unverified; CIN/incorporation date unverified; no audited FY25 financials.,Startup
S0297,Zettaone,Zettaone Technologies India Pvt Ltd,,https://www.zettaone.com,,,"Active (private) — Jubilant Ingrevia acquiring 40% stake for Rs 189.2 cr, Aug 2026",growth,semiconductors / electronics manufacturing,,semiconductor services + EMS (SMT line at Krishnagiri),,Krishnagiri,,India,,,,,,,,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.zettaone.com,https://www.zettaone.com/career,2026-09-14,MEDIUM,,"GAPS: Discovery Series B $19.8M/Jubilant Ingrevia-lead claim NOT verified — found instead a 40% strategic acquisition for Rs 189.2 cr; founders, HQ city, financials unverified. | HQ/domicile detail: mfg facility)",Startup
S0298,Landeed,,,https://www.landeed.com,,,Active (private),early,proptech / property title search,,property title search engine + AI/ML (Landeed Labs),,Hyderabad,Telangana,India,,,,,"448.0 Mn INR (equity, DERIVED)",2025-01-23,Series X,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.landeed.com,https://www.landeed.com/careers,2026-09-14,MEDIUM,,GAPS: Founders unverified; pre-seed lead surname unverified; CIN/incorporation unverified; no financials.,Startup
S0299,Milky Mist,Milky Mist Dairy Food Ltd,,https://www.milkymist.com,,,"Listed Aug 2026 — debuted ~Rs 165 (+18%), ~30% first-day pop, ~$1.5B valuation; record high Sep 11 2026",listed,dairy / processed foods,,processed dairy brand (Temasek-backed),,Erode / Perundurai,,India,,,,, | IPO issue 163.0 USDMn (excluded from private equity total),2026-08-18,IPO,,,,,,,,,,,public,unchecked (not in linkcheck set),https://www.milkymist.com,,2026-09-14,MEDIUM,,GAPS: Founders unverified; IPO band Rs 133-140 from discovery not independently confirmed; no revenue/profit figures captured.,Public company
S0300,QuickShift,,,https://www.quickshift.in,,,Active (private),early,logistics / D2C fulfillment,,"D2C + enterprise full-stack fulfillment, AI-led",,Gurugram,Haryana,India,,,,,"22.0 Mn INR (equity, DERIVED)",2025-11-11,pre-Series A,,,,,,,,,,,private,unchecked (not in linkcheck set),https://www.quickshift.in,,2026-09-14,MEDIUM,,CONFLICT[funding_rounds[0].amount]: FX conversion variance of same Rs 22 cr; resolved to Rs 22 cr | GAPS: Founders unverified; co-investors unnamed; no financials; CIN unverified.,Startup
S0301,Atlan,,,https://atlan.com,,,Active (private),late,SaaS / data collaboration & governance,,data control plane / governance SaaS,,New Delhi,,India,,,,,"8788.5 Mn INR (equity, DERIVED)",2024-05-08,Series C,,,,,,,,,,,private,unchecked (not in linkcheck set),https://atlan.com,https://atlan.com/careers/,2026-09-14,MEDIUM,,GAPS: Series C lead + valuation unverified; second co-founder unverified; no 2025-26 rounds found; no financials; CIN unverified.,Startup
S0302,CHOSEN (skin/hair),,skin/hair,https://chosenfoods.com,,,Active (private),early,D2C beauty / science-led skincare,,"D2C skincare for melanin-rich skin, India + global",,Chennai,Tamil Nadu,India,,,,,"435.0 Mn INR (equity, DERIVED)",2026-05-04,Series A,,,,,,,,,,,private,unchecked (not in linkcheck set),https://chosenfoods.com,,2026-09-14,MEDIUM,,GAPS: Founders unverified; prior/seed rounds unverified; no financials; CIN unverified.,Startup
S0303,Big Mishra,Big Mishra Pedha (ethnic sweets brand),,https://bigmishra.com/,,,"Active (private) — Bharat Value Fund Rs 300 cr investment, Aug 2026",growth,food / ethnic sweets,,ethnic sweets (Dharwad Pedha),,UNKNOWN,,India,,,,,"300.0 Mn INR (equity, DERIVED)",2026-08-01,"private equity (minority, undisclosed stake)",,300,FY26,FY26 crore INR INR,,,,,,,private,unchecked (not in linkcheck set),https://bigmishra.com/,,2026-09-14,MEDIUM,,"GAPS: City unverified (left UNKNOWN, not inferred); discovery Series C $31.3M framing looks like this PE deal, round-type unconfirmed; founders, CIN unverified; financials are management-quoted via press.",Startup
S0304,Centricity,,,https://centricity.com,2023,,ACTIVE,Series A,wealthtech,,technology-first wealth management,,Gurugram,Haryana,India,,,,,"2800.0 Mn INR (equity, DERIVED)",2026-04-01,Series A,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://centricity.com,https://centricity.com/job-openings/,2026-09-14,MEDIUM,,GAPS: Founders names not confirmed from search results; CIN not found; Incorporation date approximate (2023),Startup
S0305,Graph AI,Graph AI,,graphsafety.ai,2024,2024-10-14,Active,Series A,AI / healthtech (pharmacovigilance),,B2B SaaS platform for pharma/biotech safety teams,,Pleasanton,,United States,US HQ with India engineering subsidiary,"Rajapushpa Business Centre, Stoneridge Centre, Kondapur, Serilingampally, Telangana 500084",18,,"1414.2 Mn INR (equity, DERIVED)",2026-09-10,Series A,,1.08,FY25,FY25 crore INR,,,,U62099TS2024FTC190149,,,private,unchecked (not in linkcheck set),graphsafety.ai,,2026-09-14,HIGH,SRC03557,"GAPS: India HQ/city unclear — company release datelined Pleasanton, CA; India link is Bessemer India participation only.; Founder surname truncated to 'Raghav' in some coverage; PR names backing team only.; CIN not applicable/unknown; incorporati",Startup
S0306,GROWiT India,,,https://thegrowit.com/,2020,,,Series A,agritech (crop protection / protected cultivation),,D2F agritech: protected-cultivation inputs + agronomy services,,Surat,,India,,,,,"257.1 Mn INR (equity, DERIVED)",2025-05-28,Series A,,47.5,FY25,FY25 INR Cr INR,,,,,,,private,unchecked (not in linkcheck set),https://thegrowit.com/,,2026-09-14,MEDIUM,,GAPS: CIN/incorporation date not verified.; FY25 profit/loss not verified.; Seed-round details unverified.,Other - status unverified
S0307,Mindgrove Technologies,Mindgrove Technologies Pvt Ltd,,https://mindgrove.com,,2021,Active,Series A,semiconductors,,Fabless chip design; Secure IoT SoC for biometrics/industrial IoT,,Chennai,Tamil Nadu,India,HQ,UNKNOWN,UNKNOWN,,"862.1 Mn INR (equity, DERIVED)",,Series A,,,,,,,,UNKNOWN,,,private,unchecked (not in linkcheck set),https://www.mindgrovetech.in/,,2026-09-14,HIGH,SRC03567,"CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[founding_year]: 2021 preferred — multiple primary sources (TOI, Business Standard, IndianWeb2) s | CONFLICT[seed_amount]: $2.325 million preferred — TOI and The Hindu both report $2.325M; IndianStartupN | CONFLICT[cofounder_name]: Both refer to same person; 'Sharan Jagathrakshakan' appears to be full name, 'Sh | GAPS: Founder names not verified from seen sources.; Round dates not verified (dates not captured in snippets).; CIN/incorporation date not verified.; No financials found. | last_funding_date stated loosely: UNKNOWN-2024",Startup
S0308,NeoGeo,,,https://neogeo.com,2019,,ACTIVE,Series A,geospatial intelligence,,geospatial intelligence solutions for government and corporate clients,,Gurugram,Haryana,India,,,,,"1740.0 Mn INR (equity, DERIVED)",2026-08-18,Series A,,,,,,,,,,,Private,unchecked (not in linkcheck set),https://neogeo.com,,2026-09-14,MEDIUM,,city per Entrackr 2026-08-18; The Economic Times 2026-08-18 | GAPS: City not confirmed; Founders names not found; CIN not found; Incorporation date approximate (2019),Startup
S0309,Kepler Aerospace,KEPLER AEROSPACE PRIVATE LIMITED,,https://kepleraerospace.com,2018,2018-07-11,Active,Seed,spacetech,,Space infra + mission ops; autonomous swarming satellites for surveillance,,Bengaluru,Karnataka,India,HQ,"NO.7, PARIJATHA GROUND FLOOR, SURYODAYA LAYOUT, DR. SHIVARAMA KARANTHA NAGAR, Bangalore, BENGALURU, Karnataka, India, 560077",9,,"696.0 Mn INR (equity, DERIVED)",2026-09-01,Seed,,10,FY25,FY25 crore INR,,,,U74999KA2018PTC114706,,,private,unchecked (not in linkcheck set),https://kepleraero.com/,https://kepleraero.com/careers.html,2026-09-14,HIGH,SRC03586,CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[employee_count]: Tracxn is registry-sourced; LinkedIn may include contractors. Use 9 as of Jul 20 | CONFLICT[ground_station_count]: Company website may be outdated; funding articles (Sep 2026) report 70+. Use 70+ | GAPS: Founder details from company site + press snippet; needs stronger citation.; CIN/incorporation date not verified.; No financials found.,Startup
S0310,CARS24,Cars24 Services Private Limited,,https://www.cars24.com,,2015-08-12,ACTIVE,Unicorn,auto marketplace | used cars,,used car marketplace platform,,Gurugram,Haryana,India,HQ,"10th Floor, Tower-B, Unitech Cyber Park, Sector-39, Gurugram, Haryana-122001",4585,,"87229.3 Mn INR (equity, DERIVED) + 7450.0 Mn INR (debt)",2024-07-27,Corporate Round,,760,FY26_H2,FY26_H2 crore INR,-38,FY26_H2 crore INR,,U74999HR2015FTC056386,Global Car Group Limited (Singapore),Global Car Group Limited,Private,unchecked (not in linkcheck set),https://www.cars24.com,https://careers.cars24.com/,2026-09-14,HIGH,SRC03594,"CONFLICT[business_model]: phase3 p3 payload disagrees with existing value; existing kept as preferred pend | CONFLICT[total_funding_disclosed]: Tracxn counts 12 rounds including debt; Inc42 counts 11 rounds. PitchBook report | CONFLICT[latest_valuation]: Tracxn's $1.03B figure appears to be an error or outdated metric. Reuters, ET, a | CONFLICT[founder_names]: Multiple authoritative sources consistently identify Vikram Chopra, Mehul Agrawa | CONFLICT[fy25_revenue]: TheCompanyCheck figure may reflect standalone vs consolidated differences. India | GAPS: CIN not found; Incorporation date not found; Full funding history not detailed",Subsidiary
S0311,DealShare,,,https://entrackr.com,,,"DEFUNCT — acquisition talks, nearing shutdown as of ~Sep 2026",,social commerce,,social commerce / grocery e-commerce,,Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,Private,unchecked (not in linkcheck set),,,2026-09-14,MEDIUM,,GAPS: Defunct — enrichment intentionally scoped out (active-only).; Exact shutdown date not confirmed; Acquirer name not confirmed; Defunct — enrichment intentionally scoped out (active-only).; Defunct — enrichment intentionally scoped out (activ,Former startup
S0312,Chakr Innovation,,,https://chakr.in,,,,Series C,cleantech (emission control),,Material-science clean-air hardware (emission control),,Delhi NCR,Delhi,India,,,,,"1971.1 Mn INR (equity, DERIVED)",2025-09-22,Series C,,,,,,,,,,,private,unchecked (not in linkcheck set),https://chakr.in,https://chakr.in/careers,2026-09-14,MEDIUM,,"GAPS: Co-founder names unverified.; Founded date, CIN, registered office unverified.; No financials found.; City Delhi NCR per batch; needs primary confirmation (BS dateline Bengaluru is report dateline, not HQ).",Other - status unverified
