task_id,startup_id,company,research_area,priority,assigned,started,completed,result,next_action,status,log_events
RT2328,S0254,Niro,traction,P4,unassigned,,,,gap: traction at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2329,S0254,Niro,people,P4,unassigned,,,,gap: people at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2330,S0254,Niro,customers,P4,unassigned,,,,gap: customers at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2331,S0254,Niro,legal,P4,unassigned,,,,gap: legal at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2332,S0254,Niro,locations,P4,unassigned,,,,gap: locations at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2333,S0254,Niro,events,P4,unassigned,,,,gap: events at coverage 0 for Candidate record (Former startup; priority 4.1 score),not_started,0
RT2334,S0255,Niyo,investors,P2,unassigned,,,,gap: investors at coverage 0 for Intelligence-grade record (Scale-up; priority 33.4 score),not_started,0
RT2335,S0255,Niyo,products,P2,unassigned,,,,gap: products at coverage 0 for Intelligence-grade record (Scale-up; priority 33.4 score),not_started,0
RT2336,S0255,Niyo,people,P2,unassigned,,,,gap: people at coverage 0 for Intelligence-grade record (Scale-up; priority 33.4 score),not_started,0
RT2337,S0255,Niyo,legal,P2,unassigned,,,,gap: legal at coverage 0 for Intelligence-grade record (Scale-up; priority 33.4 score),not_started,0
RT2338,S0255,Niyo,locations,P2,unassigned,,,,gap: locations at coverage 0 for Intelligence-grade record (Scale-up; priority 33.4 score),not_started,0
RT2339,S0257,Simpl,financials,P4,unassigned,,,,gap: financials at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2340,S0257,Simpl,products,P4,unassigned,,,,gap: products at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2341,S0257,Simpl,traction,P4,unassigned,,,,gap: traction at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2342,S0257,Simpl,people,P4,unassigned,,,,gap: people at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2343,S0257,Simpl,customers,P4,unassigned,,,,gap: customers at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2344,S0257,Simpl,legal,P4,unassigned,,,,gap: legal at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2345,S0257,Simpl,locations,P4,unassigned,,,,gap: locations at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2346,S0257,Simpl,events,P4,unassigned,,,,gap: events at coverage 0 for Candidate record (Former startup; priority 4.4 score),not_started,0
RT2347,S0258,VerSe Innovation,investors,P2,unassigned,,,,gap: investors at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2348,S0258,VerSe Innovation,products,P2,unassigned,,,,gap: products at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2349,S0258,VerSe Innovation,traction,P2,unassigned,,,,gap: traction at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2350,S0258,VerSe Innovation,customers,P2,unassigned,,,,gap: customers at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2351,S0258,VerSe Innovation,legal,P2,unassigned,,,,gap: legal at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2352,S0258,VerSe Innovation,locations,P2,unassigned,,,,gap: locations at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2353,S0258,VerSe Innovation,events,P2,unassigned,,,,gap: events at coverage 0 for Intelligence-grade record (Startup; priority 33.9 score),not_started,0
RT2354,S0259,Wow! Momo,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2355,S0259,Wow! Momo,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2356,S0259,Wow! Momo,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2357,S0259,Wow! Momo,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2358,S0259,Wow! Momo,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2359,S0259,Wow! Momo,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2360,S0259,Wow! Momo,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2361,S0259,Wow! Momo,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2362,S0259,Wow! Momo,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 5.2 score),not_started,0
RT2363,S0260,ARC,identity,P1,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2364,S0260,ARC,investors,P1,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2365,S0260,ARC,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2366,S0260,ARC,products,P1,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2367,S0260,ARC,traction,P1,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2368,S0260,ARC,people,P1,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2369,S0260,ARC,customers,P1,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2370,S0260,ARC,legal,P1,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2371,S0260,ARC,locations,P1,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2372,S0260,ARC,events,P1,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 42.3 score),not_started,0
RT2373,S0261,InstaAstro,identity,P2,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2374,S0261,InstaAstro,investors,P2,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2375,S0261,InstaAstro,financials,P2,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2376,S0261,InstaAstro,products,P2,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2377,S0261,InstaAstro,traction,P2,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2378,S0261,InstaAstro,people,P2,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2379,S0261,InstaAstro,customers,P2,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2380,S0261,InstaAstro,legal,P2,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2381,S0261,InstaAstro,locations,P2,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2382,S0261,InstaAstro,events,P2,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 37.1 score),not_started,0
RT2383,S0262,Iztri,identity,P1,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2384,S0262,Iztri,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2385,S0262,Iztri,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2386,S0262,Iztri,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2387,S0262,Iztri,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2388,S0262,Iztri,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2389,S0262,Iztri,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2390,S0262,Iztri,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2391,S0262,Iztri,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2392,S0262,Iztri,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 21.5 score),not_started,0
RT2393,S0263,Qila Games,identity,P2,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2394,S0263,Qila Games,investors,P2,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2395,S0263,Qila Games,financials,P2,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2396,S0263,Qila Games,products,P2,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2397,S0263,Qila Games,traction,P2,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2398,S0263,Qila Games,people,P2,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2399,S0263,Qila Games,customers,P2,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2400,S0263,Qila Games,legal,P2,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2401,S0263,Qila Games,locations,P2,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2402,S0263,Qila Games,events,P2,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 36.1 score),not_started,0
RT2403,S0264,Sasta Sundar,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2404,S0264,Sasta Sundar,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2405,S0264,Sasta Sundar,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2406,S0264,Sasta Sundar,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2407,S0264,Sasta Sundar,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2408,S0264,Sasta Sundar,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2409,S0264,Sasta Sundar,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2410,S0264,Sasta Sundar,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Public company; priority 4.0 score),not_started,0
RT2411,S0265,Astrotalk,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2412,S0265,Astrotalk,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2413,S0265,Astrotalk,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2414,S0265,Astrotalk,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2415,S0265,Astrotalk,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2416,S0265,Astrotalk,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2417,S0265,Astrotalk,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2418,S0265,Astrotalk,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2419,S0266,CarDekho (GirnarSoft),investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2420,S0266,CarDekho (GirnarSoft),financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2421,S0266,CarDekho (GirnarSoft),products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2422,S0266,CarDekho (GirnarSoft),traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2423,S0266,CarDekho (GirnarSoft),people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2424,S0266,CarDekho (GirnarSoft),customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2425,S0266,CarDekho (GirnarSoft),legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2426,S0266,CarDekho (GirnarSoft),locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 3.9 score),not_started,0
RT2427,S0267,SagarDefence Engineering,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2428,S0267,SagarDefence Engineering,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2429,S0267,SagarDefence Engineering,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2430,S0267,SagarDefence Engineering,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2431,S0267,SagarDefence Engineering,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2432,S0267,SagarDefence Engineering,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2433,S0267,SagarDefence Engineering,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2434,S0267,SagarDefence Engineering,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 22.7 score),not_started,0
RT2435,S0268,InRisk Labs (EarthRe),investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2436,S0268,InRisk Labs (EarthRe),financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2437,S0268,InRisk Labs (EarthRe),products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2438,S0268,InRisk Labs (EarthRe),traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2439,S0268,InRisk Labs (EarthRe),people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2440,S0268,InRisk Labs (EarthRe),customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2441,S0268,InRisk Labs (EarthRe),legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2442,S0268,InRisk Labs (EarthRe),locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 4.0 score),not_started,0
RT2443,S0269,Videonetics,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2444,S0269,Videonetics,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2445,S0269,Videonetics,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2446,S0269,Videonetics,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2447,S0269,Videonetics,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2448,S0269,Videonetics,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2449,S0269,Videonetics,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2450,S0269,Videonetics,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 4.7 score),not_started,0
RT2451,S0270,Drivn (DRIVN),investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2452,S0270,Drivn (DRIVN),financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2453,S0270,Drivn (DRIVN),products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2454,S0270,Drivn (DRIVN),traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2455,S0270,Drivn (DRIVN),people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2456,S0270,Drivn (DRIVN),customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2457,S0270,Drivn (DRIVN),legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2458,S0270,Drivn (DRIVN),locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 8.1 score),not_started,0
RT2459,S0271,Turtlemint,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2460,S0271,Turtlemint,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2461,S0271,Turtlemint,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2462,S0271,Turtlemint,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2463,S0271,Turtlemint,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2464,S0271,Turtlemint,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2465,S0271,Turtlemint,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2466,S0271,Turtlemint,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Public company; priority 22.1 score),not_started,0
RT2467,S0272,ValuEnable,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2468,S0272,ValuEnable,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2469,S0272,ValuEnable,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2470,S0272,ValuEnable,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2471,S0272,ValuEnable,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2472,S0272,ValuEnable,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2473,S0272,ValuEnable,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2474,S0272,ValuEnable,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 18.6 score),not_started,0
RT2475,S0273,Wellbeing Nutrition,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2476,S0273,Wellbeing Nutrition,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2477,S0273,Wellbeing Nutrition,products,P3,unassigned,,,,gap: products at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2478,S0273,Wellbeing Nutrition,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2479,S0273,Wellbeing Nutrition,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2480,S0273,Wellbeing Nutrition,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2481,S0273,Wellbeing Nutrition,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2482,S0273,Wellbeing Nutrition,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Other - status unverified; priority 16.2 score),not_started,0
RT2483,S0274,Alt Carbon,funding,P1,unassigned,,,,gap: funding at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2484,S0274,Alt Carbon,investors,P1,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2485,S0274,Alt Carbon,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2486,S0274,Alt Carbon,products,P1,unassigned,,,,gap: products at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2487,S0274,Alt Carbon,traction,P1,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2488,S0274,Alt Carbon,people,P1,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2489,S0274,Alt Carbon,customers,P1,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2490,S0274,Alt Carbon,legal,P1,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2491,S0274,Alt Carbon,locations,P1,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2492,S0274,Alt Carbon,events,P1,unassigned,,,,gap: events at coverage 0 for Basic record (Startup; priority 40.9 score),not_started,0
RT2493,S0275,Alphadroid,identity,P1,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2494,S0275,Alphadroid,founders,P1,unassigned,,,,gap: founders at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2495,S0275,Alphadroid,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2496,S0275,Alphadroid,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2497,S0275,Alphadroid,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2498,S0275,Alphadroid,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2499,S0275,Alphadroid,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2500,S0275,Alphadroid,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2501,S0275,Alphadroid,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2502,S0275,Alphadroid,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2503,S0275,Alphadroid,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 31.8 score),not_started,0
RT2504,S0276,Minfy Technologies,investors,P3,unassigned,,,,gap: investors at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2505,S0276,Minfy Technologies,financials,P1,unassigned,,,,gap: financials at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2506,S0276,Minfy Technologies,traction,P3,unassigned,,,,gap: traction at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2507,S0276,Minfy Technologies,people,P3,unassigned,,,,gap: people at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2508,S0276,Minfy Technologies,customers,P3,unassigned,,,,gap: customers at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2509,S0276,Minfy Technologies,legal,P3,unassigned,,,,gap: legal at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2510,S0276,Minfy Technologies,locations,P3,unassigned,,,,gap: locations at coverage 0 for Basic record (Startup; priority 7.1 score),not_started,0
RT2511,S0277,Celebal Technologies,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2512,S0277,Celebal Technologies,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2513,S0277,Celebal Technologies,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2514,S0277,Celebal Technologies,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2515,S0277,Celebal Technologies,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2516,S0277,Celebal Technologies,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2517,S0277,Celebal Technologies,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2518,S0277,Celebal Technologies,locations,P3,unassigned,,,,gap: locations at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2519,S0277,Celebal Technologies,events,P3,unassigned,,,,gap: events at coverage 0 for Candidate record (Startup; priority 10.3 score),not_started,0
RT2520,S0279,DigitalPaani,identity,P1,unassigned,,,,gap: identity at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2521,S0279,DigitalPaani,investors,P3,unassigned,,,,gap: investors at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2522,S0279,DigitalPaani,financials,P1,unassigned,,,,gap: financials at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2523,S0279,DigitalPaani,products,P3,unassigned,,,,gap: products at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2524,S0279,DigitalPaani,traction,P3,unassigned,,,,gap: traction at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2525,S0279,DigitalPaani,people,P3,unassigned,,,,gap: people at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2526,S0279,DigitalPaani,customers,P3,unassigned,,,,gap: customers at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
RT2527,S0279,DigitalPaani,legal,P3,unassigned,,,,gap: legal at coverage 0 for Candidate record (Startup; priority 24.2 score),not_started,0
