date,startup_id,company,query,found,unresolved,next_action,agent,status,reps
2026-09-14,S0171,Swiggy,Swiggy IPO 2024 food delivery,"IPO Nov 2024 at 390, raised 11327 Cr, listed on NSE/BSE","CIN, exact incorporation date",,subagent,logged,1
2026-09-14,S0171,Swiggy,Swiggy startup status shutdown acquisition 2025 2026,Active public company; agreed to sell Lynk Logistics to Udaan for Rs 500cr (Sep 2026),Lynk Logistics deal details,,subagent,logged,1
2026-09-14,S0171,Swiggy,Swiggy official website careers,Official swiggy.com corporate page and careers.swiggy.com first-party careers host verified.,Public storefront homepage presented a bot challenge; corporate page was used for renderable official-site verification.,None.,subagent,logged,1
2026-09-14,S0172,Bonkers Corner,Bonkers Corner Series A funding Shubham Gupta 2026,"Series A $10.5M/95 Cr March 2026, led by India SME Investment Fund, $48M post-money","CIN, incorporation date",,subagent,logged,1
2026-09-14,S0172,Bonkers Corner,Bonkers Corner startup status shutdown acquisition 2025 2026,Active; Series A raised; expanding offline,No legal issues found,,subagent,logged,1
2026-09-14,S0173,immunitoAI,immunitoAI startup status shutdown acquisition 2025 2026,Active; Series A $6.1M raised Nov 2025; pre-revenue,"CIN, incorporation date",,subagent,logged,1
2026-09-14,S0173,immunitoAI,immunitoAI Series A pi Ventures funding 2025,"$6.1M Series A led by Ashish Kacholia; pi Ventures, Anicut participated",Valuation not disclosed,,subagent,logged,1
2026-09-14,S0174,BigEndian Semiconductors,BigEndian Semiconductors startup status shutdown 2025 2026,ACTIVE - raised $6M Pre-Series A in May 2026,None,,subagent,logged,1
2026-09-14,S0174,BigEndian Semiconductors,BigEndian CIN incorporation founders,"CIN U26109KA2024PTC186339, incorporated 16 Mar 2024, 6 founders",Founders' backgrounds,,subagent,logged,1
2026-09-14,S0174,BigEndian Semiconductors,BigEndian funding rounds investors,"Seed $3M (Sep 2024) + Pre-Series A $6M (May 2026), total $9M",Exact valuation,,subagent,logged,1
2026-09-14,S0175,Mojro Technologies,Mojro Technologies startup status shutdown 2025 2026,ACTIVE - raised $5.5M Series A in April 2026,None,,subagent,logged,1
2026-09-14,S0175,Mojro Technologies,Mojro CIN incorporation founders,"CIN U72900KA2016PTC093491, incorporated 23 May 2016, 3 founders",Founders' backgrounds,,subagent,logged,1
2026-09-14,S0175,Mojro Technologies,Mojro funding rounds investors,"Seed (2018) + Series A $3M (Feb 2026) + Extension $2.5M (Apr 2026), total ~$6.15M","Seed amount, valuation",,subagent,logged,1
2026-09-14,S0176,Neo (Neo Investment Value Advisors),Neo Investment Value Advisors startup status shutdown 2025 2026,"ACTIVE - unicorn status confirmed, ₹500Cr from TVS Capital Mar 2026",None,,subagent,logged,1
2026-09-14,S0176,Neo (Neo Investment Value Advisors),Neo CIN incorporation,"CIN U70200MH2021PTC367309, incorporated 10 Sep 2021, Mumbai",None,,subagent,logged,1
2026-09-14,S0176,Neo (Neo Investment Value Advisors),Neo funding rounds investors,"Series B ₹500Cr from TVS Capital (Mar 2026); prior investors Peak XV, MUFG","Exact valuation, prior round amounts",,subagent,logged,1
2026-09-14,S0177,Capillary Technologies,Capillary Technologies startup status shutdown 2025 2026,ACTIVE - Publicly listed on NSE/BSE Nov 2025,None,,subagent,logged,1
2026-09-14,S0177,Capillary Technologies,Capillary CIN incorporation,"CIN L72200KA2012PLC063060, incorporated 15 Mar 2012",None,,subagent,logged,1
2026-09-14,S0177,Capillary Technologies,Capillary funding rounds financials,"IPO ₹877.70 Cr (Nov 2025); FY26 revenue ₹734.6 Cr, PAT ₹523.9 Cr",Prior round amounts,,subagent,logged,1
2026-09-14,S0178,PowerUp Money,PowerUp Money startup status shutdown 2025 2026,ACTIVE - raised $12M Series A in Dec 2025,None,,subagent,logged,1
2026-09-14,S0178,PowerUp Money,PowerUp Money CIN incorporation,"CIN U62099KA2025PTC198235, incorporated 19 Feb 2025",None,,subagent,logged,1
2026-09-14,S0178,PowerUp Money,PowerUp Money funding rounds investors,"Seed $7.1M (Jun 2025) + Series A $12M (Dec 2025), total ~$19M","Exact valuation, revenue",,subagent,logged,1
2026-09-14,S0184,Carrum Mobility,Carrum Mobility funding Uber Series B 2026,$10M Series B led by Uber Sep 2026; $168M valuation,"founders, seed/Series A history, CIN",gapfill founders + earlier rounds,subagent,logged,1
2026-09-14,S0185,Elivaas,Elivaas villas funding 2025 2026,$5M Sep 2024 3one4; $10.4M Aug 2025 Vertex; fresh raise planned Jun 2026,"founder names, CIN, audited financials",gapfill founders + CIN,subagent,logged,1
2026-09-15,S0185,Elivaas,Elivaas founders CEO name villa platform,"Ritwik Khare (CEO, ex-MakeMyTrip) and Karan Miglani (CPO, ex-Tripadvisor)",,,P3-WAVE,done,30
2026-09-15,S0185,Elivaas,Elivaas CIN incorporation date Gurugram,"ISHANEE VILLAS TECH PRIVATE LIMITED, CIN U55101HR2023PTC108836, incorporated Jan 02 2023, HQ Gurugram Haryana",,,P3-WAVE,done,30
2026-09-15,S0185,Elivaas,Elivaas revenue FY25 FY24 financials,"Annualized revenue run rate ~₹200 crore (Jun 2026); Tracxn reports ₹10-50 Cr as on Mar 31, 2025",,,P3-WAVE,done,30
2026-09-15,S0185,Elivaas,Elivaas villa count properties locations,"670 villas (Jun 2026), 720 (Jul 2026), targeting 1200 by end 2026; 30 locations in 8 states",,,P3-WAVE,done,30
2026-09-15,S0185,Elivaas,Elivaas partnerships Alivaa Akasa Aranayam,"Alivaa Hotels (Mar 2026), Akasa Air (Jul 2025), Aranayam (Aug 2025)",,,P3-WAVE,done,30
2026-09-15,S0185,Elivaas,Elivaas competitors and awards,"Competitors: Lohono Stays, Ekostay, Olive Serviced Apartments; Brand of Year 2026 at MakeMyTrip Homestays Awards",,,P3-WAVE,done,30
2026-09-14,S0186,nCore Games,nCore Games funding valuation founders 2025,$10M Series A Jan 2022; active in IGPDA Aug 2025,"founders, post-2022 rounds, valuation, CIN, financials",gapfill founders + recent rounds,subagent,logged,1
2026-09-14,S0187,Stimuler AI,Stimuler AI edtech funding founders 2025,$3.75M pre-Series A May 2025 Lightspeed; founded 2022,"founder names, CIN, traction, financials",gapfill founders + CIN,subagent,logged,1
2026-09-14,S0188,Zerodha,Zerodha FY25 revenue profit valuation,FY25 profit -23%; FY26 rev ~8500cr profit ~4300cr flat,"exact audited FY25 rev/profit numbers, valuation",gapfill audited filing figures,subagent,logged,1
2026-09-14,S0190,Otipy,status gate,"DEFUNCT — shut down May 17, 2025 after failed $10M fundraise; ~300 employees unpaid; WestBridge-backed",,none,subagent,logged,84
2026-09-14,S0194,Olee Space,Olee Space startup status shutdown 2025 2026,Active - no defunct signals,CIN not verified from registry,,subagent,logged,1
2026-09-14,S0194,Olee Space,Olee Space founders CIN incorporation Pune laser,"Founded 2023, Pune, James Solomon & Suman Hiremath",CIN needs registry verification,,subagent,logged,1
2026-09-14,S0195,Atlys,Atlys startup status shutdown acquisition 2025 2026,"Active - Series C funding, ESOP buyback",CIN not found,,subagent,logged,1
2026-09-14,S0195,Atlys,Atlys founders Mohak Nahta CIN incorporation Delhi,"Mohak Nahta founder, Carnegie Mellon, former Pinterest",CIN not found,,subagent,logged,1
2026-09-14,S0196,Goldi Solar,Goldi Solar startup status shutdown 2025 2026,"Active - pre-IPO funding, expanding",CIN from ZaubaCorp needs MCA verification,,subagent,logged,1
2026-09-14,S0196,Goldi Solar,Goldi Solar founders CIN incorporation Mumbai solar,"Founded 2011, Surat, CIN U40100MH2011PTC350073",Batch file says Mumbai but manufacturing is Surat,,subagent,logged,1
2026-09-14,S0197,Kiwi (Gokiwi Tech),Kiwi Gokiwi Tech startup status shutdown 2025 2026,"Active - Series B, PNB partnership, CBO hire",CIN not found,,subagent,logged,1
2026-09-14,S0197,Kiwi (Gokiwi Tech),Kiwi fintech founders CIN incorporation Bengaluru credit UPI,"Founded 2022, Bengaluru, Mohit Bedi & Siddharth Mehta & Anup Agrawal",CIN needs registry verification,,subagent,logged,1
2026-09-15,S0197,Kiwi (Gokiwi Tech),Gokiwi Technologies CIN MCA registration,"CIN U67100MH2022PTC393679, incorporated Nov 17, 2022, registered Mumbai",,None,hyperresearch,done,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi fintech RBI credit information company license regulatory,No NBFC or CIC license found; operates via bank partnerships under NPCI framework,,Verify RBI NBFC list for Gokiwi,hyperresearch,logged-no-result,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi Gokiwi Technologies revenue FY25 FY26 MCA filing financials,"FY25: Revenue Rs 3.83 Cr, Loss Rs 64.2 Cr, Total income Rs 9.6 Cr, Expenses Rs 73.8 Cr",,None,hyperresearch,done,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi fintech founders Amit MCA directors,"No founder named Amit; founders are Anup Agrawal (CEO), Siddharth Mehta (COO&CFO), Mohit Bedi (CBO); Board includes Ritesh Banglani (independent)",,None,hyperresearch,done,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi Gokiwi Technologies Egypt Central Bank approval,"Tracxn news mentions Egypt Central Bank approval Apr 26, 2026; no corroborating source found",,Verify from primary source,hyperresearch,logged-no-result,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi interest-back EMI UPI launch 2025,"Launched Oct 3, 2025; 3-month EMI 100% cashback, 6/9-month 50% cashback",,None,hyperresearch,done,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi PNB partnership credit on UPI,"PNB partnership announced Apr 23, 2026; PNB Kiwi Credit Card on RuPay for 180M users",,None,hyperresearch,done,14
2026-09-15,S0197,Kiwi (Gokiwi Tech),Kiwi CBO Sumeet Basrani appointment,"Appointed Mar 25, 2026; ex-CRED, OneCard, ICICI Bank, Visa",,None,hyperresearch,done,14
2026-09-14,S0198,Circolife,Circolife startup status shutdown acquisition 2025 2026,Active - pre-Series A funding just raised,CIN not found,,subagent,logged,1
2026-09-14,S0198,Circolife,Circolife founders CIN incorporation Mumbai cooling,"Founded 2023, Mumbai, Abhishek Murarka, Tushar Patil, Devanshu Mishra",CIN needs registry verification,,subagent,logged,1
2026-09-14,S0199,Agnikul Cosmos (AgniKul),AgniKul Cosmos startup status shutdown acquisition 2025 2026,Active - raising funds,Series D not confirmed closed,Monitor Series D close,subagent,logged,1
2026-09-14,S0199,Agnikul Cosmos (AgniKul),AgniKul Cosmos founders CEO Srinath Ravichandran Chennai spacetech,Founders confirmed,Education details,Verify founder backgrounds,subagent,logged,1
2026-09-14,S0200,Aurm,Aurm status shutdown acquisition 2025 2026,"ACTIVE - publicly listed, acquiring Housing.com, profitable FY26",,,subagent,logged,1
2026-09-14,S0201,Syfe,Syfe status shutdown acquisition 2025 2026 India,"ACTIVE - raised $80M Series C Jun 2025, expanding Gurugram",['India entity CIN not available'],,subagent,logged,1
2026-09-14,S0202,Prozo,Prozo status shutdown acquisition 2025 2026,"ACTIVE - targeting Rs 400-450 Cr revenue FY27, 1296 employees",,,subagent,logged,1
2026-09-14,S0203,Jurisphere.ai,Jurisphere.ai startup status shutdown acquisition 2025 2026,Active - raised .2M May 2026,Founding date exact,Verify founding date,subagent,logged,1
2026-09-14,S0203,Jurisphere.ai,Jurisphere.ai founders CEO Bengaluru legaltech investors,"Founders: Manas Khandelwal, Varun Khandelwal, Sumit Ghosh",Founder backgrounds,Verify founder backgrounds,subagent,logged,1
2026-09-14,S0203,Jurisphere.ai,Jurisphere.ai DPIIT CIN incorporation registered office Bengaluru,"CIN L72200KA2012PLC065294, HSR Layout Bengaluru",DPIIT status,Verify DPIIT status,subagent,logged,1
2026-09-14,S0203,Jurisphere.ai,Jurisphere.ai founded date 2024 launch legal AI platform,LinkedIn announcement July 2024,Exact founding date,Verify incorporation date,subagent,logged,1
2026-09-14,S0207,Arivihan,Arivihan AI edtech vernacular language startup funding round founders,"Arivihan founded 2024 by IIT Roorkee alumni Ritesh Singh Chandel, Sonu Kumar, and Rushabh Kothari; raised $4.17M pre-Series A led by Prosus and Accel","CIN and incorporation date not found, legal name not found",Search MCA for CIN,subagent,logged,1
2026-09-14,S0207,Arivihan,Arivihan Bengaluru edtech founders investors CIN incorporation,"Zee Business confirms Bengaluru-based, $4.17M pre-Series A","CIN, incorporation date, legal name",Search MCA registry,subagent,logged,1
2026-09-14,S0208,Netrasemi (NetraSemi),Netrasemi NetraSemi semiconductor Bengaluru chip startup,"Netrasemi is Kerala-based semiconductor startup (Thiruvananthapuram), founded 2020, raised Rs 107Cr Series A from Zoho, building edge AI chips",Batch lists city as Bengaluru but sources indicate Kerala/Thiruvananthapuram; CIN not found,Verify city and search MCA for CIN,subagent,logged,1
2026-09-14,S0208,Netrasemi (NetraSemi),Netrasemi NetraSemi semiconductor founders CIN incorporation Kerala,"Founders: Jyothis Indirabhai, Sreejith Varma, Deepa Geetha; Kerala-based; Zoho-backed",CIN and incorporation date not found; city discrepancy between batch (Bengaluru) and sources (Kerala),Search MCA registry for CIN,subagent,logged,1
2026-09-14,S0209,Arohan Financial Services,Arohan Financial Services status 2025 2026,"Active, pursuing IPO",Founder names,Fetch DRHP for founder details,subagent,logged,1
2026-09-15,S0209,Arohan Financial Services,"Arohan Financial Services products, traction, people, financials, funding, legal","Comprehensive data from Arohan website, ET BFSI DRHP article, ET PE article, Tracxn, RBI sources",,Write P3 gapfill JSON,P3-WAVE,done,48
2026-09-15,S0209,Arohan Financial Services,Arohan Financial Services FY24/FY25 audited financials annual report,"FY25 revenue Rs 1,000+ Cr from Tracxn; FY26 annual report available on website but not extracted",,Could not extract audited FY24/FY25 PAT/ARB from annual report PDFs,P3-WAVE,logged,48
2026-09-15,S0209,Arohan Financial Services,Arohan Financial Services Neena Gupta CEO,Neena Gupta not found in any source; MD is Manoj Kumar Nambiar,,Confirmed MD identity,P3-WAVE,done,48
2026-09-14,S0210,Ather Energy,Ather Energy IPO status 2025,"Listed May 6, 2025",Incorporation date,Fetch MCA filing,subagent,logged,1
2026-09-14,S0211,Nexedge Capital,Nexedge Capital startup funding 2026,"Active, raised M maiden round Aug 2026","Founder names, incorporation date, legal name",Search for founder details,subagent,logged,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital IIFCL IFC joint PE arm Mumbai identity verification,"No evidence of IIFCL or IFC connection. NexEdge is a wealth management firm founded by Anirudha Taparia, headquartered in Delhi.",,Document identity conflict in gaps,P3-WAVE,logged,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital founder CEO team 2024-26,"Anirudha Taparia (CEO/Founder, ex-360 ONE), co-founders Sidhartha Shaw, Vijeeta Sharma, Pankaj Walia",,,P3-WAVE,done,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital funding rounds AUM,"$20M maiden round Aug 2026, valuation ~$250M; $3B AUM; $5B AUA",,,P3-WAVE,done,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital SEBI registration legal MCA,SEBI RIA INA000019992; AMFI ARN 316135; MCA CIN U66301DL2024PTC438069,,,P3-WAVE,done,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital portfolio deals exits 2023-26,"No portfolio company deals or exits found in search results. Company is a wealth management platform, not a PE fund.",,No further action; this is expected for a wealth management firm,P3-WAVE,logged,1
2026-09-15,S0211,Nexedge Capital,NexEdge Capital products vehicles infra fund credit fund climate,"Products are advisory services (investment, tax, estate, corporate advisory). No infra/credit/climate funds found. NBFC and NRI offerings planned.",,,P3-WAVE,done,1
2026-09-14,S0212,Shiprocket,Shiprocket IPO listing Aug 2026,"Listed Aug 19, 2026 at Rs 131","Founder names, incorporation date",Fetch DRHP,subagent,logged,1
2026-09-14,S0213,Navana.ai,Navana.ai startup funding 2026,"Active, Series A Sep 2026","Incorporation date, employee count",Fetch company website,subagent,logged,1
2026-09-15,S0213,Navana.ai,Navana.ai CIN MCA filing incorporation,"CIN U72900MH2018PTC315075, incorporated Sep 30, 2018, RoC-Mumbai, directors Raoul and Jai Nanavati",,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai revenue financials FY25,"Revenue ~₹2.13 Cr FY25, net loss ₹61.6 Lakh, <₹10 Cr revenue range",,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai products N-Genie NavClay Agentic AI,"No products named N-Genie, NavClay, or eGenomix found. Products are Bodhi Voicebot Platform, Bodhi Speech API, Audio Intelligence API, AI Contact Center, Sayl.ai",,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai eGenomix acquisition,No evidence of eGenomix acquisition by Navana.ai. Tracxn shows Navana has made no investments or acquisitions.,,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai Dr Gaurav Banga,"Dr. Gaurav Banga is founder of Balbix (cybersecurity), NOT associated with Navana.ai. No connection found.",,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai enterprise customers partnerships,"Bajaj Finserv, Ujjivan SFB, Protean, Jana SFB, Grihum Housing Finance as customers. IISc, IIT Madras, Microsoft Research, Gates Foundation as research partners.",,None,subagent,done,56
2026-09-15,S0213,Navana.ai,Navana.ai Series A Sep 2026 details,"Rs 40 Cr Series A on Sep 07, 2026 led by Ronnie Screwvala, with Antler India, Sharad Sanghi, Sandeep Singhal, Paula Mariwala",,None,subagent,done,56
2026-09-15,S0214,Lickicious,status gate: Lickicious startup status/shutdown/acquisition 2025 2026,No closure result; recent funding coverage indicates active operations.,,enrich active company,subagent,logged,1
2026-09-15,S0214,Lickicious,Lickicious funding founders investors revenue products,₹19 crore growth capital led by Prath Ventures; founders Shashwat Sahai and Chandan Jha; product categories identified.,"CIN, audited financials, exact incorporation date",none,subagent,logged,1
2026-09-15,S0215,PumPumPum,status gate: PumPumPum startup status/shutdown/acquisition 2025 2026,No closure result; Jan 2026 funding coverage indicates active operations.,,enrich active company,subagent,logged,1
2026-09-15,S0216,BimaKavach,status gate: BimaKavach startup status/shutdown/acquisition 2025 2026,No closure result; active company and current website found.,,enrich active company,subagent,logged,1
2026-09-15,S0216,BimaKavach,BimaKavach funding founders investors CIN products,2022 $2m seed led by WaterBridge; Tejas Jain; CIN and incorporation date; commercial insurance product details.,"founder discrepancy, financials",none,subagent,logged,1
2026-09-15,S0217,CtrlS,status gate: CtrlS startup status/shutdown/acquisition 2025 2026,No closure result; Aug 2026 investment and current official site indicate active operations.,,enrich active company,subagent,logged,1
2026-09-15,S0217,CtrlS,CtrlS funding founders financials locations events,"₹250 crore investment, founder Sridhar Pinnapureddy, Hyderabad history, data-center products and expansion coverage.","city conflict with batch hint, financials",none,subagent,logged,1
2026-09-15,S0218,Watch Your Health,status gate: Watch Your Health startup status/shutdown/acquisition 2025 2026,No closure result; current official website and 2024 funding coverage indicate active operations.,,enrich active company,subagent,logged,1
2026-09-15,S0218,Watch Your Health,Watch Your Health funding founders products locations,Founded 2015; $5m funding reported in 2024; four founders and current healthtech/insurtech positioning found.,"investors, financials, CIN",none,subagent,logged,1
2026-09-14,S0224,Fire AI (FireAI),Fire AI FireAI startup status/shutdown/acquisition 2025 2026,No results,Current status,Find official Mumbai entity or registry record,subagent,logged,1
2026-09-14,S0224,Fire AI (FireAI),Fire AI FireAI India startup funding founders,One article with Singapore-based company,Candidate identity,Do not add more claims,subagent,logged,1
2026-09-14,S0224,Fire AI (FireAI),Fire AI Mumbai startup company,No usable result captured,City and legal entity,Registry/official-site lookup,subagent,logged,1
2026-09-14,S0225,Matter,Matter Ahmedabad startup status/shutdown/acquisition 2025 2026,No results,No closure evidence from query,Use current funding evidence,subagent,logged,1
2026-09-14,S0225,Matter,Matter EV Ahmedabad funding founders,Search execution returned no captured results,Founders,Official company lookup,subagent,logged,1
2026-09-14,S0225,Matter,Matter electric motorcycle USD 25 million Helena Capital 2B,Entrackr article,Round close date and founder identities,Registry/official announcement,subagent,logged,1
2026-09-14,S0226,Comet,Comet India footwear startup status/shutdown/acquisition 2025 2026,No results,No closure evidence,Use funding article,subagent,logged,1
2026-09-14,S0226,Comet,Comet India footwear funding founders,BestStartup article,Legal identity,Official site/registry,subagent,logged,1
2026-09-14,S0226,Comet,Comet Rs 100 crore Series B Verlinvest,BestStartup article,Round close date and valuation,Primary investor/company announcement,subagent,logged,1
2026-09-15,S0226,Comet,Comet India D2C sneaker brand identity verification,"Confirmed: Comet is Grails Marketing Private Limited, CIN U18109KA2022PTC165258, Bengaluru-based D2C sneaker brand. NOT a payment gateway or hyperdelivery.",,Write gapfill/comet.p3.json,subagent,done,26
2026-09-15,S0226,Comet,Comet CIN MCA registration details,"Tracxn confirms CIN U18109KA2022PTC165258; registered address Koramangala, Bengaluru",,Verify financials,subagent,done,26
2026-09-15,S0226,Comet,Comet Series B funding details,Entrackr: Rs 98.75 crore at Rs 535 crore valuation; IndianRetailer: Rs 100 crore; regulatory filing confirms CCPS issuance,,Compile all data,subagent,done,26
2026-09-15,S0226,Comet,Comet FY25 financials,"Revenue Rs 29.1 crore, loss Rs 4.4 crore, expenses Rs 36.1 crore; FY26 not yet filed",,Write p3.json,subagent,done,26
2026-09-14,S0227,Balaji Wafers,Balaji Wafers startup status/shutdown/acquisition 2025 2026,No results,No closure evidence,Use current unicorn table,subagent,logged,1
2026-09-14,S0227,Balaji Wafers,Balaji Wafers founders funding valuation 2026,PrivateCircle article,Founders and transaction amount,Official/company registry lookup,subagent,logged,1
2026-09-14,S0227,Balaji Wafers,Balaji Wafers unicorn January 2026 revenue FY25,PrivateCircle article,Financial statement provenance,Find filing or rating source,subagent,logged,1
2026-09-14,S0228,CleverTap,CleverTap startup status/shutdown/acquisition 2025 2026,No results,No closure evidence,Use active-company profile,subagent,logged,1
2026-09-14,S0228,CleverTap,CleverTap founders funding Series D 2022,Hunt Your Tribe profile,Official press release URL,Primary company source,subagent,logged,1
2026-09-14,S0228,CleverTap,CleverTap Mumbai acquisition Leanplum,Hunt Your Tribe profile,Acquisition terms,Official acquisition announcement,subagent,logged,1
2026-09-14,S0234,Qure.ai,Qure.ai startup status/shutdown/acquisition 2025 2026,No closure result; active evidence found in later searches,No exact 2025-2026 operating update,Check company newsroom and MCA/registry in full enrichment,subagent,complete,1
2026-09-14,S0234,Qure.ai,Qure.ai funding founders company,Official Series D and founder/location snippets,Cumulative funding and financials,None in lite budget,subagent,complete,1
2026-09-14,S0235,Greenwave Circularity,Greenwave Circularity startup status/shutdown/acquisition 2025 2026,No closure result; current OeEB financing indicates active,Exact headquarters and legal registry fields,Registry lookup,subagent,complete,1
2026-09-14,S0235,Greenwave Circularity,Greenwave Circularity founder India Private Limited Odisha OeEB,"Devang Kumar, 2024 incorporation/JV, Odisha facility",No financial statements,None in lite budget,subagent,complete,1
2026-09-14,S0236,Shortgun Games,Shortgun Games startup status/shutdown/acquisition 2025 2026,No closure result; 2026 stake purchase indicates active,No registry data,None in lite budget,subagent,complete,1
2026-09-14,S0236,Shortgun Games,Shortgun Games Jeet Chandan Vidhit Mehta investor seed 2025,"Founders, $1M seed, angel/family-office participation",Investor names and financials,None in lite budget,subagent,complete,1
2026-09-14,S0237,Uolo,Uolo startup status/shutdown/acquisition 2025 2026,No closure result; December 2025 round indicates active,Registry fields,None in lite budget,subagent,complete,1
2026-09-14,S0237,Uolo,Uolo $7M Five Sigma 2025 founders Blume Ventures,"Latest round, investors, product focus",Latest financials,None in lite budget,subagent,complete,1
2026-09-14,S0238,AgroStar,AgroStar startup status/shutdown/acquisition 2025 2026,No closure result; 2025 Series E indicates active,Registry data,None in lite budget,subagent,complete,1
2026-09-14,S0238,AgroStar,AgroStar founders Shardul Sheth Sitanshu Pathak funding 2025,Founders and 2025 funding/revenue evidence,Complete investor roster and FY25 financials,None in lite budget,subagent,complete,1
2026-09-15,S0238,AgroStar,AgroStar CIN MCA filing ULink AgriTech incorporation,"CIN U51900PN2008PTC157070, incorporated 2008-10-20, ROC Pune, authorized capital Rs 28.81Cr, paid-up Rs 26.62Cr, AGM 29 Sep 2025, balance sheet filed 31 Mar 2025",,None,P3-WAVE,done,1
2026-09-15,S0238,AgroStar,AgroStar founders verification Shardul Sitanshu,Confirmed: Shardul Sheth (CEO & Co-Founder) and Sitanshu Sheth (COO & Co-Founder). No Aman Gujral or Abhishek found. Tracxn also lists Trupti Gavasane as co-founder.,,None,P3-WAVE,done,1
2026-09-15,S0238,AgroStar,AgroStar products advisory app Krishi Dost,"Products: Farmer App, Agri Inputs (200+), Farm Advisory, Saathi Stores, Kimaye, Krishi Charcha, AI Crop Diagnosis, Krishi Dukaan. No Krishi Dost found.",,None,P3-WAVE,done,39
2026-09-15,S0238,AgroStar,AgroStar FY25 revenue profitability traction,"FY25 operating revenue Rs 853 crore (14.2% YoY), net loss Rs 143.5 crore (down 56% from Rs 327 crore FY24). 10M+ farmers, 12 states, 10,000+ stores, 15M advisory queries.",,None,P3-WAVE,done,1
2026-09-15,S0238,AgroStar,AgroStar funding rounds 2024-2026 Omnivore,Apr 2025: $6.7M Accel India led. Nov 2025: $30M Series E Just Climate led. No Omnivore investment found. Total ~$186-198M.,,None,P3-WAVE,done,39
2026-09-15,S0238,AgroStar,AgroStar legal regulatory pesticide licensing,Operates under Insecticides Act 1968 and Fertiliser Control Order 1985. SeedLogic Trading Pvt Ltd is licensed brand owner. No specific litigation or penalty found. Regulatory framework identified but ,,None,P3-WAVE,done,1
2026-09-15,S0238,AgroStar,AgroStar events 2024-2026 expansion new verticals,"2024: Biorizon Biotech partnership (biologicals). 2025: $6.7M Apr, $30M Nov, expansion to 12 states, AI capabilities investment. 2022: INI Farms acquisition.",,None,P3-WAVE,done,1
2026-09-15,S0238,AgroStar,AgroStar CIN MCA filing ULink AgriTech,"CIN U51900PN2008PTC157070, incorporated 2008-10-20, ROC Pune, authorized Rs 28.81Cr, paid-up Rs 26.62Cr, AGM 29 Sep 2025",,None,P3-WAVE,done,38
2026-09-15,S0238,AgroStar,AgroStar founders verification,Confirmed: Shardul Sheth (CEO) and Sitanshu Sheth (COO). No Aman Gujral or Abhishek found. Tracxn lists Trupti Gavasane as co-founder.,,None,P3-WAVE,done,38
2026-09-15,S0238,AgroStar,AgroStar FY25 revenue profitability,"FY25 operating revenue Rs 853Cr (14.2% YoY), net loss Rs 143.5Cr (down 56% from Rs 327Cr FY24). NOT profitable.",,None,P3-WAVE,done,38
2026-09-15,S0238,AgroStar,AgroStar legal regulatory pesticide,Operates under Insecticides Act 1968 and FCO 1985. SeedLogic Trading Pvt Ltd licensed brand owner. No specific litigation found.,,None,P3-WAVE,done,38
2026-09-15,S0238,AgroStar,AgroStar events 2024-2026 expansion,"2024: Biorizon partnership. 2025: $6.7M Apr, $30M Nov, 12 states, AI investment. 2022: INI Farms acquisition.",,None,P3-WAVE,done,38
2026-09-14,S0239,30 Sundays,30 Sundays status/shutdown/acquisition 2025 2026; funding founders product,Active funding and company site; no closure signal,"CIN, incorporation date, audited financials",Gapfill registry and financials,subagent,logged,1
2026-09-14,S0240,Intellend Technologies Advisors,Intellend status; funding; CIN; founders; product,"Active company site, 2026 seed round, registry data and three founders","Audited financials, revenue, employee count, customer names",Gapfill financials and traction,subagent,logged,1
2026-09-14,S0241,Arya.ag (Arya),Arya.ag status; Series D; FY25 revenue; CIN; city,Active Series D company; INR 725 crore funding; FY25 revenue INR 447 crore; Noida evidence,"Operating legal entity, CIN, founders beyond one database record",Gapfill legal entity and audited financials,subagent,logged,1
2026-09-15,S0241,Arya.ag (Arya),Arya.ag CIN legal entity MCA registration,"3 legal entities: Arya Collateral (U51102MH1982PTC028030), Aryadhan Financial (U65999UP2017PTC089516), Aryatech Platforms (U01100UP2021PTC140909, under CIRP)",,None,subagent,done,33
2026-09-15,S0241,Arya.ag (Arya),Arya.ag Ninety Degrees CPPIB,No evidence found for Ninety Degrees or CPPIB as investors in Arya.ag,,Verify with MCA filing if available,subagent,logged-no-result,33
