event_id,startup_id,event_date,announced_date,type,headline,description,source_id,confidence
EVT01327,S0238,2021-12-07,,funding,AgroStar raises $70M in Series D,"Series D led by Evolvence, Schroders Capital, Hero Enterprise, CDC Group. Existing investors Aavishkaar, Accel, Bertelsm",SRC03116,HIGH
EVT01328,S0238,2022-05-13,,funding,Schroders Capital leads $40M Series E round,"Series E round led by Schroders Capital with participation from Accel, Chiratae, Evolvence, Aavishkaar, Bertelsmann, Her",SRC03117,HIGH
EVT01329,S0238,2025-11-20,,expansion,AgroStar expands to 12 states,"Expanded from 5 states (2022) to 12 states as of Nov 2025, with 12M+ farmers served.",SRC03105,MEDIUM
EVT01330,S0238,2025-11-20,,product_launch,AgroStar introduces AI capabilities and climate-smart products,"With $30M funding, AgroStar announced investment in AI capabilities and climate-smart product innovation including biolo",SRC03106,HIGH
EVT01331,S0238,2025-04-09,,funding,AgroStar raises $6.7M from Accel India,"Equity via CCPS at Rs 3,965/share. Accel India led. Valuation $293M.",SRC03108,HIGH
EVT01332,S0238,2024-10-24,,partnership,AgroStar partners with Biorizon Biotech,Strategic partnership with Spanish biotech Biorizon for biostimulants and biopesticides from microalgae.,SRC03130,HIGH
EVT01333,S0238,2022-05-13,,funding,Schroders Capital leads $40M Series E,Series E led by Schroders Capital. Schroder UK Public Private Trust invested $8M.,SRC03117,HIGH
EVT01334,S0238,2025-11-20,,product_launch,AgroStar invests in AI and climate-smart products,"With $30M funding, announced AI capabilities investment and climate-smart product innovation.",SRC03106,HIGH
EVT01335,S0239,2026-07-21,2026-07-21,funding,30 Sundays raises INR 61 crore Series A,Series A led by Bessemer Venture Partners.,SRC03136,HIGH
EVT01336,S0240,2026-01-20,2026-01-20,funding,Intellend raises USD 1.2 million seed round,Incubate Fund Asia led the seed round.,SRC03148,HIGH
EVT01337,S0241,2026-01-01,2026-01-01,funding,Arya.ag raises INR 725 crore Series D,GEF Capital Partners led the Series D; company reported FY25 revenue of INR 447 crore in later coverage.,SRC03150,HIGH
EVT01338,S0241,2022-06-02,,acquisition,Acquired Prakshep,"Acquired data science firm Prakshep (founded 2016, Bengaluru)",SRC03152,HIGH
EVT01339,S0241,2022-10-28,,investment,Invested in Assert AI,Strategic investment in computer vision SaaS firm Assert AI ($2M),SRC03165,HIGH
EVT01340,S0241,2024-10-28,,debt,$19.8M DFC debt commitment,Secured $19.8M debt facility guarantee from US International Development Finance Corporation,SRC03161,HIGH
EVT01341,S0241,2025-01-23,,debt,$30M HSBC/GuarantCo debt facility,Secured Rs 250 crore ($30M) debt facility from HSBC backed by GuarantCo,SRC03162,MEDIUM
EVT01342,S0241,2025-03-31,,milestone,"NBFC crosses Rs 2,000 crore commodity financing","Aryadhan crossed Rs 2,000 crore in warehouse-receipt backed agri-financing in FY25; total facilitated financing Rs 12,000 crore",SRC03153,HIGH
EVT01343,S0241,2025-06-06,,leadership,Priyanka Wadhera appointed CFO,Appointed CFO to lead financial strategy,SRC03154,MEDIUM
EVT01344,S0241,2026-03-09,,partnership,IFC co-investment partnership,"IFC announced $12.8M equity co-investment; capital mobilized $48M; targets 2.5M farmers and 4,000 FPOs by 2030",SRC03155,HIGH
EVT01345,S0241,2026-03-09,,investment,Swedfund invests $7.5M,Swedfund backs Arya.ag as part of IFC co-investment,SRC03166,HIGH
EVT01346,S0241,2026-09-10,,technology,Avalanche blockchain tokenization pilot,Arya.ag to tokenize $2 billion in grain-backed loans on Avalanche L1; three banks participating,SRC03167,MEDIUM
EVT01347,S0242,2025-09-16,2025-09-16,acquisition,Brandlive acquires Hubilo,Hubilo continues under Brandlive ownership; not treated as defunct.,SRC03168,HIGH
EVT01348,S0243,2026-08-04,2026-08-04,launch_and_funding,Former Swiggy and Zomato executives launch Profound and raise USD 1.5 million,Bengaluru AI startup emerged from stealth with seed funding.,SRC03175,HIGH
EVT01349,S0246,2026-08-11,,funding,Vecton AI raises Rs 6 crore in pre-seed funding led by Zeropearl VC,Pre-seed round led by Zeropearl VC with participation from startup founders and operators; funds to strengthen FDE model and expand BFSI presence,SRC03183,HIGH
EVT01350,S0246,2025-01-16,,launch,Vecton AI (formerly Graphik AI) launched,"Company launched as Graphik AI, later rebranded to Vecton; AI assistant Ve launched on this date",SRC03193,MEDIUM
EVT01351,S0246,2026-04,,partnership,Brand rebrand from Graphik AI to Vecton,Everything Design executed full rebrand including rename from Graphik AI to Vecton; brand refresh and testimonial film opened April 2026 studio dispatch,SRC03189,HIGH
EVT01352,S0248,2019,,founding,Ammunic Systems founded as Tech Wave Solutions,"Priyanka Singhal founded the company originally named Tech Wave Solutions, focused on defence technologies",SRC03200,HIGH
EVT01353,S0248,2024-09-26,,incorporation,MCA incorporation of AMMUNIC SYSTEMS PRIVATE LIMITED,Legal entity incorporated with CIN U62013KA2024PTC193387,SRC03202,HIGH
EVT01354,S0248,2025-07-25,,funding,Seed funding round of $1.1M,Seed funding co-led by India Accelerator and Finvolve to scale products and build indigenous defence technologies,SRC03198,HIGH
EVT01355,S0248,2024,,incubation,Women Startup Program 2024,Selected for NSRCEL Women Startup Program at IIM Bangalore,SRC03206,MEDIUM
EVT01356,S0248,2026-07-09,,partnership,Southeast Asia and Middle East expansion plans,Company plans to focus on loitering munitions and advanced naval electronic fusing systems; targeting export markets in Southeast Asia and Middle East,SRC03199,HIGH
EVT01357,S0248,2026-07-09,,funding,Second funding round planned,Founder announced plans for second funding round over next 4-5 months,SRC03199,MEDIUM
EVT01358,S0255,2016-01-20,,funding,Seed round raised from Prime Venture Partners,First funding round; $150K,SRC03229,MEDIUM
EVT01359,S0255,2016-07-19,,funding,Seed round from Prime Venture Partners,$1M seed round,SRC03229,MEDIUM
EVT01360,S0255,2018-01-09,,funding,Series A raised,"$13.2M Series A led by Prime Venture Partners with Social Capital, JSCapital, Horizons Ventures",SRC03229,HIGH
EVT01361,S0255,2019-07-09,,funding,Series B raised $35M,"Series B led by Horizons Ventures, Tencent, JS Capital",SRC03236,HIGH
EVT01362,S0255,2022-02-23,,funding,Series C $100M led by Accel and Lightrock,"$100M Series C; brings total raise to ~$150M; Beams Fintech Fund participates; existing investors Prime VP, JS Capital also participate",SRC03232,HIGH
EVT01363,S0255,2022-07-19,,funding,Additional $30M from Multiples PE,Series C-II from Multiples Alternate Asset Management,SRC03229,HIGH
EVT01364,S0255,2023-10-20,,funding,Strategic investment from Spring Marketing Capital,Series C-III strategic investment,SRC03241,HIGH
EVT01365,S0255,2020-07-28,,acquisition,Acquired Goalwise,Acquired mutual funds investment platform Goalwise,SRC03253,HIGH
EVT01366,S0255,2021-06-10,,acquisition,Acquired Index,Acquired personal finance startup Index for spending insights,SRC03244,HIGH
EVT01367,S0255,2025-08-13,,acquisition,Acquired Kanji Forex,Acquired legacy forex company Kanji Forex (est. 1935); entered offline forex business; appointed Amit Talwar as CEO of Niyo Forex,SRC03227,HIGH
EVT01368,S0255,2025-12-19,,partnership,Vodafone Idea partners with Niyo for forex cards,Vi customers can get zero-markup Niyo Forex cards delivered within 24 hours,SRC03249,HIGH
EVT01369,S0255,2026-08-05,,regulatory,Kanji Forex receives perpetual AD-II licence,RBI granted perpetual AD Category II licence with expanded scope for trade and family maintenance remittances,SRC03235,HIGH
EVT01370,S0255,2026-08-31,,acquisition,Agreed to acquire RemitX from Capital India Finance,"Rs 11.4 crore acquisition of RemitX forex business; adds 32 branches, 2500+ partners, 200+ employees; operates under Kanji Forex AD-II license",SRC03233,HIGH
EVT01371,S0255,2025-12-24,,shutdown,Niyo shuts down customer-facing service to focus on cross-border payments,Multiples PE-backed Niyo pivoted from consumer-facing banking to cross-border payments focus,SRC03254,MEDIUM
EVT01372,S0256,2023-08-30,,funding,SatSure raises $15 million in Series A round,"Series A led by Baring PE India and Promus Ventures with participation from Omidyar Network India, xto10X, Force Venture",SRC03259,HIGH
EVT01373,S0256,2024-04-02,,funding,TransUnion takes minority stake in SatSure,TransUnion (NYSE: TRU) equity investment; partnership since 2022 on CIBIL Credit & Farm Report,SRC03260,HIGH
EVT01374,S0256,2026-06-11,,funding,IN-SPACe selects SatSure for Technology Adoption Fund,₹24.6 crore grant for AI-powered Earth observation models; selected alongside Astrobase and TM2SPACE,SRC03257,HIGH
EVT01375,S0256,2022-05-06,,acquisition,SatSure acquires CropTrails,"Acquihire of SaaS platform CropTrails to foray into Africa, SEA, and LATAM",SRC03276,HIGH
EVT01376,S0256,2022-05-01,,acquisition,SatSure enters US market via Regrid acquisition,Acquisition of Philadelphia-based geospatial services company,SRC03268,MEDIUM
EVT01377,S0256,2025-06-30,,partnership,SatSure and Dhruva Space forge EOaaS alliance,Strategic MoU for end-to-end Earth Observation-as-a-Service solutions,SRC03262,HIGH
EVT01378,S0256,2025-08-26,,partnership,Perfios partners with SatSure for agri-lending,Strategic partnership to revolutionize agri-lending with Earth Intelligence,SRC03263,HIGH
EVT01379,S0256,2022-07-05,,launch,SatSure forms KaleidEO subsidiary,New subsidiary to build optical payloads for satellite imagery collection,SRC03266,HIGH
EVT01380,S0256,2021-07-09,,launch,SatSure launches Farm-level Soil Moisture & India Cropland Data,Launched farm-level soil moisture and India cropland data using satellite imagery and AI,SRC03277,HIGH
EVT01381,S0256,2024-01-01,,recognition,SatSure recognized in Gartner Emerging Tech Impact Radar 2024,Recognized in Gartner Emerging Tech Impact Radar: Artificial Intelligence report,SRC03261,HIGH
EVT01382,S0256,2026-01-01,,recognition,SatSure selected as Top 10 Global Innovator at India AI Impact Summit 2026,Selected among top 10 global innovators at India AI Impact Summit 2026,SRC03261,HIGH
EVT01383,S0258,2022-04-06,,funding,VerSe Innovation raises $805M at $5B valuation (Series J),"CPP Investments led $805M Series J round; Ontario Teachers', Luxor Capital, Sumeru Ventures participated. Valuation reached ~$5B. Total capital raised in past year reached ~$1.5B.",,HIGH
EVT01384,S0258,2024-02-07,,funding,VerSe Innovation raises venture debt from Alteria Capital,Latest funding round: $6M venture debt from Alteria Capital. No new equity round since April 2022.,,MEDIUM
EVT01385,S0258,2024-04,,acquisition,VerSe acquires Magzter,"Acquired New York-headquartered digital newsstand Magzter with 8,500+ premium magazines; launched Dailyhunt Premium subscription service.",,HIGH
EVT01386,S0258,2024-08-27,,acquisition,VerSe acquires majority stake in Valueleaf Group,Acquired Bharat-focused digital marketing firm Valueleaf; expected to add $100M revenue at 10% EBITDA margin in FY25.,,HIGH
EVT01387,S0258,2024-09,,valuation,360 One marks down VerSe valuation by 42% to $2.9B,"Investor 360 One disclosed internal valuation of $2.9B vs last round $5B; VerSe disputed the markdown, citing 2x revenue growth and 3x burn reduction.",,HIGH
EVT01388,S0258,2025-05-18,,layoffs,VerSe Innovation lays off 350 employees,350 layoffs as part of AI-focused restructuring and cost reduction; company pivoting to AI-first strategy.,,HIGH
EVT01389,S0258,2025-05-30,,lawsuit,Builder.ai round-tripping allegations surface,Bloomberg reports alleged round-tripping between Builder.ai and VerSe Innovation; VerSe denies all claims as defamatory.,,HIGH
EVT01390,S0258,2025-09-30,,financial,VerSe Innovation reports 88% revenue growth in FY25,"Revenue from operations grew 88% YoY to Rs 1,930 Cr; EBITDA burn reduced 20% to Rs 738 Cr; targets group-level profitability in H2 FY26.",,HIGH
EVT01391,S0258,2025-10-27,,people,Prakashan Manikoth appointed Group CFO,New Group CFO appointed; follows resignation of Sandip Basu ahead of FY24 filing.,,HIGH
EVT01392,S0258,2026-03-31,,governance,P.R. Ramesh appointed Independent Director and Audit Committee Chair,Strengthening governance ahead of next phase of growth; potential IPO preparation.,,HIGH
EVT01393,S0258,2026-04-09,,people,Prasanna Prasad appointed CPTO,Former Verve Group CTO appointed as Chief Product and Technology Officer to accelerate AI-led innovation.,,HIGH
EVT01394,S0258,2026-08-29,,launch,VerSe launches SparkStation AI content platform,"AI-powered content production platform for studios, brands and creators; aims to cut AI content production costs by 90%.",,LOW
EVT01395,S0258,2024-04-01,,acquisition,VerSe acquires Magzter,"Acquired New York-headquartered digital newsstand Magzter with 8,500+ premium magazines; launched Dailyhunt Premium subs",SRC03292,HIGH
EVT01396,S0258,2024-09-01,,valuation,360 One marks down VerSe valuation by 42% to $2.9B,Investor 360 One disclosed internal valuation of $2.9B vs last round $5B; VerSe disputed the markdown.,SRC03290,HIGH
EVT01397,S0258,2025-05-17,,layoffs,VerSe Innovation lays off 350 employees,350 layoffs as part of AI-focused restructuring and cost reduction; company pivoting to AI-first strategy.,SRC03298,HIGH
EVT01398,S0258,2025-08-18,,ipo,VerSe eyes IPO before March 2027,VerSe Innovation planning IPO before March 2027; Group CFO Prakashan Manikoth leading IPO readiness initiatives.,SRC03300,MEDIUM
EVT01399,S0274,June 2026,,commercial deal,"Microsoft signs multi-year ERW carbon-removal deal (~37,000t / 36,920t) with Alt Carbon — first Asian ERW credits for Microsoft",,SRC03357,
EVT01400,S0276,Sep 2025,,award,"Minfy named Bootstrap Champ at ET Startup Awards 2025 — profitable since inception, low-burn scale",,SRC03364,
EVT01401,S0278,Dec 2025,,IPO filing,Tonbo Imaging files DRHP with SEBI for IPO (pure offer for sale); Qualcomm-backed,,SRC03370,
EVT01402,S0278,2025-04-03,,funding,"Tonbo Imaging raises ₹175 crore in Series D pre-IPO round from Florintree, Tenacity Ventures, Exim Bank at ₹1,500 crore valuation","Series D funding to accelerate next-gen infrared sensors, HPM tech deployment, and global expansion working capital",SRC03371,HIGH
EVT01403,S0278,2025-12-30,,ipo,Tonbo Imaging files DRHP with SEBI for OFS-only IPO,"DRHP filed for OFS of up to 18,085,246 equity shares of face value ₹2 each. No fresh issue component.",SRC03370,HIGH
EVT01404,S0278,2025-01-01,,partnership,Tonbo Imaging secures ₹37.28 crore deal for Indian Army SIG Sauer thermal sights,Contract for SIG Sauer thermal sights for Indian Army,SRC03398,MEDIUM
EVT01405,S0278,2026-05-20,,partnership,Tonbo Imaging secures Indian Navy ADITI 3.0 contract for HPM system,Contract to integrate and commission High Power Microwave system for naval platforms under ADITI 3.0 framework supported by iDEX and DIO,SRC03378,HIGH
EVT01406,S0278,2026-06-01,,launch,Tonbo Imaging launches indigenous Avenger AVG-30HD EO/IR Gimbal for Indian Naval Vessels,Indigenous EO/IR gimbal launch for naval platforms,SRC03393,MEDIUM
EVT01407,S0278,2026-07-06,,ipo,SEBI clears Tonbo Imaging IPO (observations issued),"SEBI issued observations for Tonbo Imaging's OFS-only IPO. Fresh DRHP refiled Aug 4, 2026.",SRC03380,HIGH
EVT01408,S0278,2023-01-31,,funding,Tonbo Imaging receives iDEX grant (prize money),iDEX grant for defence innovation,SRC03381,MEDIUM
EVT01409,S0278,2025-01-23,,partnership,Tonbo Imaging exports Vault anti-UAV system to Armenia,First export of AI-enabled Vault counter-UAV system to Armenia for counter-drone capabilities,SRC03379,HIGH
EVT01410,S0280,Sep 2026,,acquisition (unverified),Grinntech acquisition noted in discovery hint — NOT independently verified in this wave,,SRC01075,
EVT01411,S0280,2026-09-01,,funding,Yuma Energy raises $35 million Series A from Magna International,Series A led by Magna International to expand battery swapping network across India and work towards EBITDA-positive operations by FY27,SRC03405,HIGH
EVT01412,S0280,2026-09-01,,acquisition,Yuma Energy acquires Grinntech,Acquisition of battery technology company Grinntech alongside Series A funding,SRC01075,MEDIUM
EVT01413,S0280,2025-10-23,,partnership,Yuma Energy partners with HPCL,Partnership to boost battery swapping in India,SRC02014,MEDIUM
EVT01414,S0280,2026-01-06,,partnership,Yuma Energy partners with Motovolt Mobility,"Partnership to deploy 15,000 vehicles powering next-generation electric two-wheeler fleet",SRC02014,MEDIUM
EVT01415,S0280,2026-01-15,,partnership,Yuma Energy partners with e-Sprinto,Partner to deploy swappable-battery EVs across India,SRC02014,MEDIUM
EVT01416,S0280,2023,,launch,Yuma Energy launched as Magna-Yulu joint venture,Launched as a Magna and Yulu joint venture; expanded into Gurugram; partnered with MCD and BSES in Delhi,SRC03407,HIGH
EVT01417,S0280,2024,,milestone,Reached 1 million monthly battery swaps milestone,Reached 1 million monthly battery swaps; began operations in Hyderabad; launched swapping services in Noida,SRC03407,HIGH
EVT01418,S0280,2026-09-01,,milestone,Crossed 60 million total battery swaps,"Crossed 60 million swaps across network of 100,000+ batteries, 2,500+ charging units, 400+ touch points in 18 cities",SRC03405,HIGH
EVT01419,S0283,July 2025,,IPO,IndiQube Spaces Rs 700 Cr IPO opens July 23–25 2025 at Rs 225–237/share; WestBridge-backed; allotment finalised; share-price decline coverage by June 2026,,SRC03413,
EVT01420,S0283,2025-07-23,,ipo,"IndiQube Spaces Rs 700 Cr IPO opens July 23-25, 2025 at Rs 225-237/share","Fresh issue Rs 650 Cr + OFS Rs 50 Cr by promoters; listed July 30, 2025 on NSE/BSE",SRC03422,HIGH
EVT01421,S0283,2022-04-04,,funding,Series B funding round April 2022,WestBridge Capital-led Series B; total funding reached $45M across 3 rounds,SRC03431,MEDIUM
EVT01422,S0283,2018-06-05,,funding,Series A funding June 2018,WestBridge Capital-led Series A of USD 15M (approx Rs 100 Cr); Ashish Gupta participated,SRC03423,HIGH
EVT01423,S0283,2017-09-11,,funding,Angel funding September 2017,Angel round from Ashish Gupta,SRC03431,MEDIUM
EVT01424,S0283,unknown,,partnership,Cisco partnership for digital workspace infrastructure,Cisco Country Digital Acceleration program partnered with IndiQube; Cisco Meraki and Collaboration technologies deployed across 75+ sites,SRC03426,MEDIUM
EVT01425,S0283,2024-11-08,,acquisition,Name change from Innovent Spaces to IndiQube Spaces,MCA certificate of incorporation pursuant to change of name,SRC03427,HIGH
EVT01426,S0283,2026-05-20,,expansion,"Expansion to 17 cities, 130 properties","FY26: Added 28,000 seats; footprint spans 17 cities, 130 properties, 9.66 Mn sq ft",SRC03420,HIGH
EVT01427,S0283,2026-07-16,,expansion,NCR expansion with 3.9 Lakh Sq Ft Noida center,Added office property in Sector 142 along Noida Expressway,SRC03419,MEDIUM
EVT01428,S0283,2026-03-19,,partnership,Rs 54 Cr workspace deal with GCC client in Pune,CNBC-TV18 reported GCC client deal,SRC03419,MEDIUM
EVT01429,S0283,2026-08-20,,partnership,"Rs 68 Cr workspace deal for 1,300 seats","Major global audio content platform took 1,300 seats at IndiQube tech park ORR",SRC03428,MEDIUM
EVT01430,S0284,2025-07-17,,IPO Listing,Smartworks listed on NSE and BSE,Smartworks Coworking Spaces listed on NSE (SMARTWORKS) and BSE (544447) at IPO price of ₹407/share,SRC03437,HIGH
EVT01431,S0284,2026-07-06,,Acquisition,Smartworks acquires Workstudio Spaces Pte Ltd (Singapore),"Completed acquisition of Singapore-based coworking provider for 2.47M SGD, expanding Singapore portfolio to 4 centres",SRC03442,HIGH
EVT01432,S0285,2025-08-18,,Funding,Amnex Infotechnologies raises ₹460 Cr from The Wealth Company,"First growth capital funding round; ₹220 Cr primary infusion, rest secondary",SRC03448,HIGH
EVT01433,S0286,2010-09-17,,IPO,MakeMyTrip listed on NASDAQ,First IPO by an Indian company in the US since July 2006; raised ~$80.5M at $478M valuation,SRC03450,HIGH
EVT01434,S0286,2026-03-05,,Acquisition,MakeMyTrip acquires majority stake in Flamingo Transworld,Acquisition of 30-year-old regional tour operator to strengthen holiday packages business,SRC03451,HIGH
EVT01435,S0287,2026-08-03,,Corporate Restructuring,Spinny converts parent entity to public limited company,"Valuedrive Technologies Private Limited changed to Valuedrive Technologies Limited, preparing for IPO",SRC03455,HIGH
EVT01436,S0287,2024,,Acquisition,Spinny acquires GoMechanic,Acquired auto service platform GoMechanic in ₹450-crore cash and stock deal,SRC03459,HIGH
EVT01437,S0287,2025-03,,Acquisition,Spinny acquires Autocar India,Expanded portfolio with acquisition of automotive media platform Autocar India,SRC03455,HIGH
EVT01438,S0288,2025-11-11,,Funding,Traqo secures Seed round,Latest funding round from 1 investor; total raised $998K over 5 rounds,SRC03461,HIGH
EVT01439,S0288,2025-11,,Expansion,Traqo expands into Africa via Kenya,"CEO visited Nairobi to set up first African operation across PTL, FTL and EXIM",SRC03462,HIGH
EVT01440,S0289,2026-06-12,,Funding,Trevel closes $1M seed round,"Co-led by India Accelerator, Finvolve, Haldiram Family Office; plans fleet expansion to 500 vehicles by March 2027",SRC03467,HIGH
EVT01441,S0289,2026-06,,Product Launch,Trevel 2.0 launched,Upgrade to core technology platform described as first step toward enterprise-grade mobility infrastructure,SRC03467,HIGH
EVT01442,S0290,2026-08-26,,Funding,Runable raises $21M Series A,Co-led by Susquehanna Venture Capital and Nexus Venture Partners; valued at $65M post-money,SRC03472,HIGH
EVT01443,S0290,2026-03,,Product Milestone,"Runable launches payments, reaches $2M ARR",From zero to $2M ARR within three weeks of launching payments,SRC03472,HIGH
EVT01444,S0290,2025-04-22,,founding,Runable founded,Founded by Umesh Kumar and Saksham Sarda as AI infrastructure startup building browser technology for data scraping,SRC03480,HIGH
EVT01445,S0290,2025-01-01,,funding,Runable Seed Round,Seed funding from Together Fund and Array VC; amount undisclosed,SRC03482,MEDIUM
EVT01446,S0290,2026,,partnership,Runable partners with Anthropic (Builder Summit Bengaluru),Saksham Sarda participated in Anthropic Builder Summit Bengaluru; indicates AI model partnerships,SRC03486,MEDIUM
EVT01447,S0291,2025-04-10,,Funding,GreenLine raises $275M equity investment,India's first LNG and electric-powered heavy commercial trucking operator; includes $20M from Nikhil Kamath,SRC03488,HIGH
EVT01448,S0291,2026-05-22,,Expansion Plan,"GreenLine plans ₹1,500 Cr investment","Expand LNG truck fleet to 10,000 and set up 50 refuelling stations within three years",SRC03490,HIGH
EVT01449,S0292,2026-02-13,,Funding,IDfy raises ₹476 Cr led by Neo Asset Management,"₹220 Cr primary infusion, rest secondary; targets IPO in 3-5 years",SRC03494,HIGH
EVT01450,S0292,2026-06-22,,Funding,IDfy Series F later tranche $73M,Later stage VC funding round,SRC03496,HIGH
EVT01451,S0293,2025-12-04,,Funding,"Qween secures ₹1,000 Cr from Rosy Blue and Kashikey",Strategic investment to scale Qween as India's first self-discovery experiential jewellery brand,SRC03500,HIGH
EVT01452,S0293,2025-12-17,,Investment,Aamir Khan and Ranbir Kapoor invest in Qween,Celebrity investment ahead of experiential retail debut in February 2026,SRC03502,HIGH
EVT01453,S0293,2026-02,,Retail Launch,Qween launches experiential retail stores in Bengaluru and New Delhi,"5,000-6,000 sq ft stores with 20+ collections and 3,000+ SKUs",SRC03502,HIGH
EVT01454,S0295,2026-01-27,,legal,"ED chargesheet alleges bots/AI manipulated game algorithms, cheating players of Rs 734 cr",,SRC03510,MEDIUM
EVT01455,S0295,2026-06-10,,distress,"Unpaid employees since January, frozen bank accounts, failing new bets",,SRC03509,MEDIUM
EVT01456,S0295,2026-04-10,,legal,Karnataka HC warns ED of costs over challenge to Nanda bail,,SRC03511,MEDIUM
EVT01457,S0296,2021-12-15,,funding,Nestasia raises $4M Series A led by Stellaris Venture Partners,Series A funding round led by Stellaris Venture Partners,SRC03521,HIGH
EVT01458,S0296,2024-09-10,,funding,Nestasia raises $8.35M from Susquehanna Asia VC and Stellaris,Fresh funding round co-led by Susquehanna Asia VC and Stellaris Venture Partners with angel participation,SRC03513,HIGH
EVT01459,S0296,2026-06-26,,partnership,Nestasia partners Universal to launch official Minions merchandise,Partnership with Universal Studios Hollywood for Minions merchandise,SRC03524,MEDIUM
EVT01460,S0296,2026-06-17,,launch,Nestasia unveils flagship store in Hyderabad,Inaugural store in Hyderabad at Sarath City Capital Mall,SRC03520,MEDIUM
EVT01461,S0296,2026-06-17,,expansion,Nestasia eyes offline expansion across Tier I cities,Strategic strengthening of offline presence across key Tier I cities,SRC03525,MEDIUM
EVT01462,S0296,2026-05-16,,growth,Nestasia sees 9x growth in cookware,9x growth in cookware category as health-conscious consumers upgrade kitchens,SRC03516,LOW
EVT01463,S0296,2025-04-29,,leadership,Delhivery's Sahil Barua joins Nestasia board,Sahil Barua joins Nestasia board days after leaving Swiggy board,SRC03516,MEDIUM
EVT01464,S0296,2023-12-12,,expansion,Nestasia opens first North India store in Delhi,First North India brick-and-mortar store in Delhi,SRC03516,MEDIUM
EVT01465,S0296,2024-10-01,,expansion,Nestasia dual store launch in Pune,Major milestone with exclusive dual store launch in Pune,SRC03516,MEDIUM
EVT01466,S0297,2025-04-01,,expansion,Commissioned new SMT line at Krishnagiri facility,,SRC03527,MEDIUM
EVT01467,S0299,2026-09-11,,market,"Shares hit record high, +75% from 52-week low; new Skyr/Greek Yogurt plant at Perundurai",,SRC03535,MEDIUM
EVT01468,S0299,2026-09-01,,earnings,Q1FY27 earnings call transcript released,,SRC03536,LOW
EVT01469,S0301,2025-10-31,,award,Prukalpa Sankar wins ET Startup 2025 Woman Ahead Award,,SRC03543,MEDIUM
EVT01470,S0305,,2026-09-10,funding,Series A $13.3M led by Insight Partners,"$13.3M Series A led by Insight Partners, Bessemer participated; expand US/Europe; modules /intake + /nucleus live, /report launching Sep 2026.",SRC03557,HIGH
EVT01471,S0305,2025-10-15,,funding,Seed round: $3M led by Bessemer Venture Partners,Graph AI raises $3M seed to automate drug safety monitoring for pharma firms,SRC03559,HIGH
EVT01472,S0305,2026-09-10,,funding,Series A: $13.3M led by Insight Partners,Graph AI raises $13.3M Series A to scale AI-native patient safety platform across US and Europe,SRC03557,HIGH
EVT01473,S0305,2025-10,,launch,Graph Safety /intake and /nucleus modules launched,Two modules brought to market since seed round,SRC03557,HIGH
EVT01474,S0305,2026-09,,launch,Graph Safety /report module launching,Third module for automated aggregate reporting,SRC03557,HIGH
EVT01475,S0306,,2025-05-28,funding,$3M Series A led by GVFL,"$3M round led by GVFL with Veloce, JITO, We Founder Circle, Sunicon, Progrowth, Hyderabad Angels; for expansion, R&D, tech infra.",SRC03564,HIGH
EVT01476,S0307,,2026-05-11,traction,Commercial production prep; Bosch field trials,Preparing commercial production of Secure IoT chip; Bosch field trials reported in sector roundup.,SRC03578,MEDIUM
EVT01477,S0307,2023-02-24,,funding,Seed funding of $2.325M announced,"Mindgrove Technologies raised $2.325 million in seed funding led by Peak XV Partners (formerly Sequoia Capital India), Speciale Invest, and Whiteboard Capital.",SRC03567,HIGH
EVT01478,S0307,2023-03-17,,funding,₹19.5 crores raised from seed round,"Bar and Bench reports Mindgrove raised ₹19.5 crores from Speciale Invest Continuity, Whiteboard Capital, Sequoia and other investors in a cross-border transaction involving India, Singapore, Mauritius.",SRC03574,HIGH
EVT01479,S0307,2024-05-01,,launch,Secure IoT SoC launched,"India's first commercial-grade high-performance microcontroller SoC taped out at 28nm, designed for smart connected devices.",SRC03567,HIGH
EVT01480,S0307,2024-12-22,,funding,Series A of $8M announced,"Mindgrove raised $8 million (Rs 64 crore) in Series A co-led by Rocketship.vc and Speciale Invest, with participation from Mela Ventures, Peak XV Partners, Nishchay Goel, Whiteboard Capital, and Anshul Goel.",SRC03567,HIGH
EVT01481,S0307,2026-06-29,,partnership,MoU signed with Prama India for CCTV cameras,Mindgrove signed MoU with Prama India Private Limited to deploy indigenously designed chips in CCTV surveillance cameras and advanced video security systems.,SRC03576,HIGH
EVT01482,S0309,,2026-09,funding,$8M seed led by Blue Ashva Capital,"$8M seed led by Blue Ashva Capital, co-led by Finvolve; six autonomous swarm satellites for military surveillance.",SRC03582,HIGH
EVT01483,S0309,2026-09-01,,funding,$8M Seed Round Led by Blue Ashva Capital,"Kepler Aerospace raised $8M in seed funding led by Blue Ashva Capital, co-led by Finvolve India Accelerator and India Accelerator. First external funding since 2018 founding. Two iDEX prime contracts secured with ~$4M in grants.",SRC03582,HIGH
EVT01484,S0309,2026-09,,launch,WhiteWolf Payload Announcement at Bengaluru Space Expo 2026,"Kepler co-developed WhiteWolf payload with Kawa Space, set to launch with TakeMe2Space aboard MOI 1B. MOU signed at Bengaluru Space Expo (BSX) 2026.",SRC03588,MEDIUM
EVT01485,S0309,2024-02-09,,partnership,Bharat Space Collective Formation,"Kepler Aerospace among four space giants forming Bharat Space Collective (with Dfy Graviti, Kawa Space, Azista).",SRC03586,MEDIUM
