metric_id,startup_id,metric,value,unit,period,as_of,company_reported,source_id,confidence,notes
MET00622,S0125,beds in pipeline,10000,beds,Sep 2026,2026-09-07,True,SRC02095,HIGH,"Pipeline exceeding 10,000 beds. No timeline disclosed."
MET00623,S0125,beds deployed single site case study,432,beds,Q1 2026,2026-09-07,True,SRC02097,MEDIUM,Case study: 432 workers moved into HerSpace housing in 6 weeks; 12% fewer missed shifts in Q1. Automotive manufacturing site in Tamil Nadu.
MET00624,S0126,store_count,131,stores,As-of-2026-08,2026-08-24,True,SRC02112,MEDIUM,"131 stores as of Aug 2026 after 5 new launches (Kolkata, Pune, Nashik, Patiala, Noida); 100 stores milestone around Dec 2025"
MET00625,S0126,online_offline_mix,60,percent_online,FY26,2026-04-11,True,SRC02106,HIGH,"60% online, 40% offline; offline growing ~75% YoY"
MET00626,S0126,quick_commerce_revenue_share,10,percent_online_revenue,FY26,2026-04-11,True,SRC02106,MEDIUM,"Snitch Quick launched Oct 2025; 60-min delivery in Bengaluru, Delhi, Gurugram, Ahmedabad"
MET00627,S0126,revenue_run_rate,900,crore,FY26,2026-04-11,True,SRC02106,MEDIUM,"FY26 operating revenue Rs 900 Cr; FY27 target Rs 1,400 Cr"
MET00628,S0126,total_funding_raised,53,million,cumulative,2026-04-11,True,SRC02106,HIGH,~$53M total funding to date
MET00629,S0128,banks_and_nbfcs_partnered,22,count,As-of-2026-08,2026-08-18,True,SRC02124,HIGH,"Company claims 22+ banks and NBFCs including AU Small Finance Bank, ICICI Bank, Poonawalla Fincorp, Bajaj Auto Credit, Five-Star Business Finance, Muthoot Capital, Finova Capital, IndoStar, Protium, IIFL, Northern Arc, APAC Financial Services, Vridhi Home Finance"
MET00630,S0128,borrower_conversations_minutes_per_month,6500000,minutes,As-of-2026-08,2026-08-18,True,SRC02124,HIGH,6.5 million minutes of borrower conversations every month
MET00631,S0128,loan_accounts_managed,12000000,accounts,As-of-2026-08,2026-08-18,True,SRC02124,HIGH,PAN-India collections across more than 12 million loan accounts
MET00632,S0128,bounce_resolution_rate_improvement,35,percent,As-of-2026-08,2026-08-18,True,SRC02123,HIGH,Strategy Builder delivered 35% improvement in bounce and resolution rates
MET00633,S0128,employee_count,78,employees,As-of-2026-05,2026-05-31,False,SRC02128,MEDIUM,Tracxn: 78 employees as of May 2026; 189% growth from May 2025
MET00634,S0130,retail_registrations,5518,units,Jul 2026,2026-07-31,False,SRC02139,HIGH,3X year-on-year growth; 0.3% share of India's EV two-wheeler market in July 2026
MET00635,S0130,annual_sales,164000,units,FY26,2026-08-20,False,SRC02155,MEDIUM,"FY26 sales 1.64 lakh units, down from 3.44 lakh in prior year; ~26,201 units, ~2% market share"
MET00636,S0130,annual_sales,344000,units,FY25,2025-03-31,False,SRC02155,MEDIUM,FY25 sales 3.44 lakh units (prior year comparison)
MET00637,S0130,dealerships,120,count,early 2025,2025-01-01,True,SRC02145,HIGH,Planned expansion to 500 dealerships and 1000+ touchpoints
MET00638,S0130,dealerships,200,count,2026,2026-09-15,True,SRC02143,MEDIUM,BGauss website states 200+ dealerships across India
MET00639,S0130,customers_served,45000,count,Jan 2025,2025-01-14,True,SRC02145,HIGH,"Pune-based startup claims to serve ~45,000 customers as of Jan 2025"
MET00640,S0130,manufacturing_capacity,100000,units/year,2025,2025-01-14,True,SRC02145,HIGH,"Manufacturing capacity at Chakan, Pune plant"
MET00641,S0130,brand_trust,90000,families,2026,2026-09-15,True,SRC02143,MEDIUM,"BGauss website claims 'trust of 90,000+ Indian families'"
MET00642,S0130,market_share,0.3,percent,Jul 2026,2026-07-31,False,SRC02139,HIGH,0.3% share of India's electric two-wheeler market in July 2026
MET00643,S0134,customers,6500,businesses,As-of-2026-08,2026-08-17,True,SRC02193,HIGH,6500+ businesses serving 227 countries
MET00644,S0134,countries_served,227,countries and territories,As-of-2026-08,2026-08-17,True,SRC02193,HIGH,227 countries and territories charged
MET00645,S0134,currencies_supported,62,currencies,As-of-2026-08,2026-08-17,True,SRC02193,HIGH,62+ currencies
MET00646,S0134,employees,1301,employees,As-of-2025-09-30,2025-09-30,True,SRC02187,MEDIUM,Tracxn official count
MET00647,S0134,employees_india,746,employees,As-of-2025-08,2025-08-01,False,SRC02178,MEDIUM,India entity employee count
MET00648,S0134,customers_2022,4800,businesses,As-of-2023-02,2023-02-01,True,SRC02207,MEDIUM,Over 4.8K customers as of Feb 2023
MET00649,S0134,customers_2021,3500,businesses,As-of-2021-10,2021-10-19,True,SRC02208,HIGH,Over 3500 businesses
MET00650,S0134,revenue_processed,5000000000,USD,As-of-2023-02,2023-02-01,True,SRC02207,MEDIUM,Processed over $5 billion in revenue
MET00651,S0135,ecommerce_shipments,105,crore,FY26,2026-05-05,True,SRC02214,HIGH,
MET00652,S0135,ptl_freight,20,lakh tonnes,FY26,2026-05-05,True,SRC02214,HIGH,
MET00653,S0135,infrastructure_sqft,2.3,crore sqft,FY26,2026-05-05,True,SRC02214,HIGH,
MET00654,S0135,express_shipments_q4fy26,306,million,Q4 FY26,2026-05-05,True,SRC02214,HIGH,
MET00655,S0135,express_shipments_fy25,752,million,FY25,2025-05-16,True,SRC02212,HIGH,
MET00656,S0135,express_shipments_q4fy25,177,million,Q4 FY25,2025-05-16,True,SRC02212,HIGH,
MET00657,S0135,ptl_freight_q2fy26,477000,metric tonnes,Q2 FY26,2025-11-05,True,SRC02222,HIGH,
MET00658,S0135,net_worth,9687,crore,Mar 2026,2026-05-05,True,SRC02214,HIGH,
MET00659,S0135,cash_equivalents,4555,crore,Mar 2026,2026-05-05,True,SRC02214,HIGH,
MET00660,S0138,global_hotels,21000,hotels,FY25 (as of 2025-03-31),2025-03-31,True,SRC02251,HIGH,Per FY25 annual report
MET00661,S0138,global_homes,120000,homes,FY25 (as of 2025-03-31),2025-03-31,True,SRC02251,HIGH,Per FY25 annual report
MET00662,S0138,countries,35,countries,FY25,2025-03-31,True,SRC02251,HIGH,Across 35+ countries
MET00663,S0138,customers,100,million,FY25,2025-12-16,True,SRC02252,MEDIUM,Prism claims 100M+ customers across 35 countries
MET00664,S0138,india_GBV_share,11.9,percent,FY26 (9M),2026-07,True,SRC02258,HIGH,India <12% of global GBV
MET00665,S0138,us_GBV_share,52,percent,FY26 (9M),2026-07,True,SRC02258,HIGH,US >52% of global GBV
MET00666,S0138,europe_GBV_share,18,percent,FY26 (9M),2026-07,True,SRC02258,HIGH,Europe ~18% of global GBV
MET00667,S0138,india_revenue_share,30,percent,FY25,2025-12,True,SRC02256,MEDIUM,India contributed 30% of overall topline
MET00668,S0138,us_revenue_share,30,percent,FY25,2025-12,True,SRC02256,MEDIUM,US had similar contribution as India (~30%)
MET00669,S0138,premium_hotel_partners_upgraded,1300,hotel_partners,FY25,2025-12,True,SRC02256,MEDIUM,"Serviced 1,300 hotel partners in India for sub-premium/premium upgrade"
MET00670,S0144,verified users,38.9M,,Sep 2025,Sep 2025,,SRC02306,,
MET00671,S0144,monthly active users,6.14M,,Sep 2025,Sep 2025,,SRC02306,,
MET00672,S0144,verified_users,3.6,million,May 2024,2024-05-24,True,SRC02307,HIGH,Accel investment page; 24% monthly growth rate
MET00673,S0144,verified_users,10.8,million,Oct 2024,2024-10-06,True,SRC02321,MEDIUM,Foundit job listing; 3.3M UAW (30d) gas as of Oct 2024
MET00674,S0144,verified_users,38.9,million,Sep 2025,2025-09-30,True,SRC02306,HIGH,BeInCrypto/Yahoo at Sep 2025
MET00675,S0144,verified_users,53,million,Mar 2026,2026-03-15,True,SRC02322,MEDIUM,Playnance partnership article Mar 2026
MET00676,S0144,verified_users,61.9,million,Jun 2026,2026-06-05,True,SRC02310,HIGH,GlobeNewswire Jun 2026; 61.9M users across 60+ countries
MET00677,S0144,monthly_active_users,6.14,million,Sep 2025,2025-09-30,True,SRC02306,MEDIUM,BeInCrypto/Yahoo at Sep 2025
MET00678,S0144,annualized_revenue,85.8,million,FY26,2026-03-31,True,SRC02310,HIGH,Platform revenue; trajectory to $150M by Dec 2027
MET00679,S0144,gamer_attributes_collected,67,million,May 2024,2024-05-24,True,SRC02307,HIGH,Accel investment page
MET00680,S0145,monthly active users,25M,,Sep 2025,Sep 2025,,SRC02326,,
MET00681,S0145,monthly_active_users,25000000,count,As-of-2025-09,2025-09-03,True,SRC02330,HIGH,25M+ MAU per Bessemer and Elevation Capital
MET00682,S0145,paid_subscribers,4000000,count,As-of-2025-09,2025-09-03,True,SRC02329,HIGH,4M paid subscribers per Seekho team page; also confirmed by Instagram/LinkedIn
MET00683,S0145,paid_subscribers,1000000,count,FY24,2024-12-01,True,SRC02329,HIGH,Hit 1M paid users before Series A (per team timeline)
MET00684,S0145,video_courses,10000,count,As-of-2026-09,2026-09-15,True,SRC00056,HIGH,"10,000+ video courses on Google Play"
MET00685,S0145,languages_supported,4,count,As-of-2025-11,2025-11-13,True,SRC02336,MEDIUM,"Hindi, English, Tamil, Telugu (Tamil/Telugu added Nov 2025)"
MET00686,S0145,subscription_revenue_pool_india,2500000000,count,FY25,2025-09-03,False,SRC02330,LOW,Bessemer cites $2.5B India subscription pool; not Seekho-specific
MET00687,S0146,Publications,2,count,As-of-2026-09-15,2026-09-15,True,SRC02350,HIGH,Peer-reviewed publications: Molecules 2022 (AVA-ADR-001) and Frontiers in Immunology 2024 (small molecule innate immune modulators)
MET00688,S0146,Patents filed,,count,As-of-2026-09-15,2026-09-15,True,SRC02349,MEDIUM,"Several international patents filed in nucleic acid delivery, Niemann-Pick Type C therapeutics, drug discovery"
MET00689,S0146,Partnerships,3,count,As-of-2026-09-15,2026-09-15,True,SRC02346,HIGH,"Research collaborations with UCSF, Oxford University, University of Queensland"
MET00690,S0147,surgeries facilitated cumulative,"30,000",,Apr 2025,Apr 2025,,SRC02363,,
MET00691,S0148,offline stores,25+,,Jan 2026,Jan 2026,,SRC02373,,
MET00692,S0148,annualized_revenue_run_rate,300,crore INR,As-of-2026-01,2026-01-22,True,SRC02373,MEDIUM,Management-stated ARR
MET00693,S0148,annualized_revenue_run_rate,400,crore INR,As-of-2026-06,2026-06-10,True,SRC02374,MEDIUM,Management-stated target/run rate
MET00694,S0148,offline_stores,25,count,As-of-2026-01,2026-01-22,True,SRC02373,HIGH,25+ offline stores at Series A
MET00695,S0148,customers_served,650000,count,As-of-2026-01,2026-01-22,True,SRC02373,MEDIUM,6-7 lakh customers served
MET00696,S0148,monthly_luggage_shipments,200000,pieces,As-of-2026-01,2026-01-22,True,SRC02373,MEDIUM,~2 lakh pieces of luggage shipped per month
MET00697,S0148,revenue,175,crore INR,FY26 (end of first full year),2026-06-10,True,SRC02374,MEDIUM,Roughly Rs 175Cr revenue by end of first full year
MET00698,S0153,robot_systems_in_lab,25,count,FY2024,2024-11-05,True,SRC02427,HIGH,"13,000 sq ft Bengaluru lab hosts 25 robot systems; plans to expand to 50+ by 2026"
MET00699,S0153,target_robots_per_day,1,count/day,FY2028,2026-02-17,True,SRC02422,HIGH,Target deploying 300 robotic systems annually by 2028
MET00700,S0153,target_revenue_by_2027,22000000,USD,FY2027,2024-11-05,True,SRC02432,HIGH,Company stated $22M revenue milestone by 2027
MET00701,S0153,target_revenue_break_even,45000000,USD,FY2028,2026-02-17,True,SRC02422,HIGH,Target $45-50M revenue to reach break-even at ~60% gross margins
MET00702,S0153,supply_chain_parts,400,count,As-of-2024-11-05,2024-11-05,True,SRC02432,HIGH,400+ parts sourced across 14 countries
MET00703,S0153,learning_time_unknown_object,15,seconds,As-of-2026-02-13,2026-02-13,True,SRC02421,HIGH,Robots learn to manipulate unknown objects within 10-15 seconds without pre-training
MET00704,S0153,task_configuration_time,1,hours,As-of-2026-02-13,2026-02-13,True,SRC02421,HIGH,Configuring new tasks within same setup takes ~1 hour; creating new task from scratch takes 1 week to 3 months
MET00705,S0153,system_price_range,165000,USD,As-of-2026-02-13,2026-02-13,True,SRC02421,HIGH,"Systems priced between $150,000 and $180,000 plus annual maintenance and development fees"
MET00706,S0153,runway_months,16,months,As-of-2026-02-17,2026-02-17,True,SRC02422,HIGH,16-18 months runway as of Feb 2026
MET00707,S0154,annualised_payment_volume,1000000000,USD,As-of-2026-08,2026-08-13,True,SRC02451,HIGH,Crossed $1B annualised payment volume
MET00708,S0154,businesses_served,50000,count,As-of-2026-08,2026-08-13,True,SRC02451,HIGH,"50,000+ businesses served"
MET00709,S0154,indian_exporters_served,40000,count,As-of-2026,2026-09-15,True,SRC02457,HIGH,"40,000+ Indian exporters on platform"
MET00710,S0154,payments_processed_annually,200000,count,Annual,2026-09-15,True,SRC02457,HIGH,"200,000+ payments annually"
MET00711,S0154,countries_served,150,count,As-of-2026,2026-09-15,True,SRC02457,HIGH,150+ countries
MET00712,S0156,IP portfolio size,140,IP blocks,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,PIB press release states 140+ semiconductor IPs
MET00713,S0156,Chip variants,25,IC products,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,25 chip variants/IC products
MET00714,S0156,Granted patents,10,patents,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,10 granted patents
MET00715,S0156,Trade secrets,5,trade secrets,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,5 trade secrets
MET00716,S0156,DLI scheme selection,24,companies,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,Vervesemi is the first company approved under India's DLI Scheme; 24 total projects approved
MET00717,S0156,Semiconductor startups raised in India,92,million USD,Jan-May 2026,2026-06-02,False,SRC02478,HIGH,VerveSemi among 4 companies raising >$10M each in Jan-May 2026 per ET/Venture Intelligence
MET00718,S0156,Foundry tape-outs completed,5,chip designs,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,"All 5 chips fabricated; status varies: some in customer evaluation, some in testing"
MET00719,S0156,Customer: Space sector,1,identified customer,As-of-2026-02,2026-02-18,True,SRC00059,HIGH,Identified Space customer for Data Acquisition avionic chip; chip fabricated and undergoing customer evaluation
MET00720,S0156,BLDC motor controller project award,1,government project,2025-03-20,2025-03-20,True,SRC00059,HIGH,Awarded by Minister Ashwini Vaishnaw under MeitY C2S programme for Fan/Exhaust BLDC controller
MET00721,S0157,centres,90,count,As-of-2026-08,2026-08-19,True,SRC02482,HIGH,90+ centres across 22+ cities as of Aug 2026
MET00722,S0157,cities,22,count,As-of-2026-08,2026-08-19,True,SRC02482,HIGH,22+ cities across India
MET00723,S0157,therapists,350,count,As-of-2026-08,2026-08-19,True,SRC02483,HIGH,350+ therapists per Inc42; at Series A (Apr 2024) was 250+
MET00724,S0157,families_served,2000,count,As-of-2024-04,2024-04-11,True,SRC02488,MEDIUM,"~2,000 families at Series A; current number likely higher"
MET00725,S0157,bhcoe_accreditation,1,boolean,As-of-2026-08,2026-08-19,True,SRC02482,HIGH,Asia's only BHCOE-accredited therapist training institute
MET00726,S0157,target_centres,300,count,2-3 years from Aug 2026,2026-08-19,True,SRC02491,MEDIUM,Plans to expand to 300 centres within 2-3 years
MET00727,S0158,exclusive_outlets,200,stores,As-of-2026-09,2026-09-15,True,SRC02498,HIGH,More than 200 exclusive outlets across 50 cities; 30-40% of stores reportedly closed due to poor per-store economics
MET00728,S0158,retail_touchpoints,50000,touchpoints,As-of-2026-09,2026-09-15,True,SRC02498,MEDIUM,"Around 50,000 retail touchpoints; previously reached 550 cities"
MET00729,S0158,revenue_yoy_change,-20,percent,FY25 vs FY24,2026-09-08,True,SRC02495,HIGH,Revenue declined ~20% from ₹505 Cr (FY24) to ₹404 Cr (FY25)
MET00730,S0158,store_closure_rate,35,percent,2024-2026,2026-09-04,False,SRC02498,MEDIUM,30-40% of stores reportedly closed; per-store economics did not work; not company-confirmed
MET00731,S0158,d2c_share,UNKNOWN,percent,FY25,2026-09-15,False,,LOW,"D2C share not explicitly reported; company sells via own platform, marketplaces, and offline retail"
MET00732,S0159,brands_served,2000,count,As-of-2026-08,2026-08-12,True,SRC02508,HIGH,"2,000+ brands across India and Southeast Asia"
MET00733,S0159,revenue_arr,31,million USD,FY25,2025-12-31,False,SRC02518,MEDIUM,GetLatka estimated ARR; not company-confirmed
MET00734,S0159,data_points_processed_daily,100,million,As-of-2026-09,2026-09-15,True,SRC02509,HIGH,100M+ data points processed daily per Graas about page
MET00735,S0159,employees,263,count,As-of-2026-07,2026-07-31,True,SRC02505,MEDIUM,Tracxn official employee count
MET00736,S0159,gmv_processed,1000,million USD,As-of-2026-08,2026-08-12,True,SRC02508,HIGH,Over $1 billion in live commerce transactions
MET00737,S0159,revenue_growth_yoy,50,percent,FY25-FY26,2026-08-12,True,SRC02517,HIGH,Revenue growing more than 50% year on year per Dealroom/DealStreetAsia
MET00738,S0159,b2b_agentic_growth_yoy,100,percent,FY25-FY26,2026-08-12,True,SRC02517,HIGH,B2B agentic business growing over 100% each year
MET00739,S0159,skus_tracked_daily,10,million,As-of-2026-09,2026-09-15,True,SRC02526,HIGH,10M+ SKUs tracked daily
MET00740,S0159,connected_channels,100,count,As-of-2026-09,2026-09-15,True,SRC02526,HIGH,100+ connected channels
MET00741,S0161,employee_count,56,employees,As-of-2026-07,2026-07-31,False,SRC02536,MEDIUM,Tracxn reports 56; conflicting with LinkedIn (11-50) and PitchBook (31)
MET00742,S0161,funding_raised,8000000,USD,FY26,2025-06-03,True,SRC02529,HIGH,Seed funding of $8M raised
MET00743,S0162,annual_revenue_gmv,25000000,USD,FY25,2025-03-31,False,SRC02554,MEDIUM,ECDB GMV estimate US$25m for 2025
MET00744,S0162,operating_revenue,2301500000,INR,FY25,2025-03-31,True,SRC02551,HIGH,97% YoY growth from Rs 117.44 Cr in FY24
MET00745,S0162,d2c_website_revenue_share,65,percent,FY25,2025-12-01,True,SRC02560,MEDIUM,"65% revenue from D2C website, rest from marketplaces"
MET00746,S0162,store_count,52,count,As-of-2026-09,2026-09-15,True,SRC02548,HIGH,52 stores across India per official store locator
MET00747,S0162,revenue_target,5000000000,INR,FY26-FY27,2026-02-02,True,SRC02555,MEDIUM,Company eyes Rs 500 Cr revenue by FY26-FY27
MET00748,S0162,employee_count,236,count,As-of-2025-08,2025-08-31,False,SRC02561,MEDIUM,Tracxn employee count; 88% YoY growth
MET00749,S0162,international_expansion,1,count,As-of-2025-02,2025-02-01,True,SRC02547,HIGH,"First international store at BurJuman Mall, Dubai, Feb 2025"
MET00750,S0163,daily_shipments,2000000,shipments,As-of-2020-11-22,2020-11-22,True,SRC02564,MEDIUM,"Per Investcorp PR dated Nov 22, 2020; 'handles over 2 million shipments daily'"
MET00751,S0163,towns_cities_presence,2000,towns_and_cities,As-of-2020-11-22,2020-11-22,True,SRC02564,MEDIUM,"Per Investcorp PR: presence across 2,000+ towns and cities"
MET00752,S0163,customers,1000,customers,As-of-2020-11-22,2020-11-22,True,SRC02564,MEDIUM,"Per Investcorp PR: 1,000+ customers across e-commerce, pharma, FMCG, retail, manufacturing"
MET00753,S0163,employee_count,8641,employees,As-of-2026-08-31,2026-08-31,True,SRC02565,HIGH,"Tracxn employee count as of Aug 31, 2026"
MET00754,S0164,retailers_served,4100,count,As-of-2026-09,2026-09-08,True,SRC02573,HIGH,"Company claims 4,100+ retailers & distributors across 24+ cities and 600+ PIN codes"
MET00755,S0164,cities_operating,24,count,As-of-2026-09,2026-09-08,True,SRC02573,HIGH,
MET00756,S0164,pin_codes_covered,600,count,As-of-2026-09,2026-09-08,True,SRC02573,HIGH,
MET00757,S0164,total_funds_disbursed,1093,crore,Since-inception-2021,2026-09-08,True,SRC02573,HIGH,"Disbursed funds worth more than Rs 1,093Cr since inception"
MET00758,S0164,pune_pilot_retailers,3000,count,As-of-2026-09,2026-09-08,True,SRC02571,HIGH,"Pune pilot covering ~3,000 retailers for payments/settlement infrastructure"
MET00759,S0164,total_funding_raised,7.5,million,Since-inception,2026-09-08,False,SRC02576,MEDIUM,Tracxn: $7.5M across 6 rounds
MET00760,S0165,organisations served,800+,,Jun 2026,Jun 2026,True,SRC02587,,
MET00761,S0165,organisations served,800,count,As-of-2026-06,2026-06-23,True,SRC02588,HIGH,800+ organisations across 22 sectors
MET00762,S0165,security incidents triaged,1000000,count,last 12 months,2026-06-23,True,SRC02588,HIGH,1M+ security incidents triaged through AI-powered SOC
MET00763,S0165,year-on-year growth,12,x,FY25-FY26,2026-06-23,True,SRC02588,HIGH,12x YoY growth claimed by company
MET00764,S0165,clients,500,count,As-of-2025-08,2025-08-04,True,SRC02591,HIGH,500+ enterprises across 25+ industries at Series A
MET00765,S0165,sectors served,22,count,As-of-2026-06,2026-06-23,True,SRC02587,HIGH,22 sectors; BFSI and healthcare most prominent
MET00766,S0167,live_subscribers,220000,count,FY25,2025-12-31,True,SRC02606,HIGH,Over 2.2 lakh live subscribers per Entrackr
MET00767,S0167,live_subscribers,227000,count,As-of-2026-01,2026-01-31,True,SRC02608,HIGH,Over 2.27 lakh subscribers per DRHP/Storyboard18
MET00768,S0167,rental_items,770000,count,FY25,2025-12-31,True,SRC02606,HIGH,More than 7.7 lakh rental items managed
MET00769,S0167,live_products,720000,count,As-of-2026-01,2026-01-31,True,SRC02608,HIGH,Over 7.2 lakh live products per DRHP
MET00770,S0167,cities,23,count,FY25,2025-12-31,True,SRC02606,HIGH,Operates across 23 cities per Entrackr
MET00771,S0167,cities,22,count,As-of-2026-01,2026-01-31,True,SRC02608,HIGH,22 cities per DRHP/Storyboard18
MET00772,S0167,experience_stores,71,count,FY25,2025-12-31,True,SRC02606,HIGH,71 experience stores per Entrackr
MET00773,S0167,experience_stores,67,count,As-of-2026-01,2026-01-31,True,SRC02608,HIGH,67 experience stores per DRHP
MET00774,S0167,warehouses,21,count,As-of-2026-01,2026-01-31,True,SRC02608,HIGH,21 warehouses per DRHP
MET00775,S0167,market_share_organised_rental,42,percent,FY25,2025-12-31,True,SRC02608,MEDIUM,Estimated 42-47% share in organised online rental segment based on subscription revenue
MET00776,S0167,occupancy_rate,80,percent,As-of-2026-01,2026-01-31,True,SRC02608,MEDIUM,Occupancy levels above 80% per DRHP
MET00777,S0167,net_rental_revenue_CAGR,48.24,percent,FY23-FY25,2025-12-31,True,SRC02606,HIGH,Net rental revenue CAGR between FY23 and FY25
MET00778,S0168,net order value growth,+19.1% QoQ,,Q1 FY27,Q1 FY27,False,SRC02618,,
MET00779,S0173,Development Time Reduction,4-5 years to 11-12 months,,Current,2025-11,True,SRC02644,HIGH,
MET00780,S0173,Global mAb Market Context,$226.63B (2023) projected to $729.43B by 2033,,Market data,2025,False,SRC02644,MEDIUM,
MET00781,S0179,GMV,"{'v': 'Rs 300 crore+ sold', 'as_of': '2026-01', 'source_url': 'https://economictimes.indiatimes.com/tech/funding/proptech-startup-truva-raises-9-million-from-stellaris-and-orios-venture-partners/articleshow/126533381.cms', 'company_reported': True, 'confidence': 0.8}",,,,,,,
MET00782,S0179,homes_sold,"{'v': '150+', 'as_of': '2026-08', 'source_url': 'https://www.linkedin.com/company/truvahomes', 'company_reported': True, 'confidence': 0.75}",,,,,,,
MET00783,S0180,pre_orders,"{'v': '$100 million+', 'as_of': '2025-11', 'source_url': 'https://www.reuters.com/technology/tsavorite-secures-more-than-100-million-pre-orders-ai-chips-scale-workflows-2025-11-10/', 'company_reported': True, 'confidence': 0.95}",,,,,,,
MET00784,S0180,employees,"{'v': '96 (+37.1% YoY)', 'as_of': '2026', 'source_url': 'https://www.linkedin.com/company/tsavorite-scalable-intelligence', 'confidence': 0.85}",,,,,,,
MET00785,S0181,acquisitions,"{'v': 'Rs 25,000 crore in 9 months', 'as_of': '2026-05', 'source_url': 'https://economictimes.indiatimes.com/industry/renewables/inox-clean-energy-powers-into-top-three-with-rs-25k-cr-buys-says-company-official/articleshow/131184869.cms', 'company_reported': True, 'confidence': 0.9}",,,,,,,
MET00786,S0181,operational_capacity,"{'v': '4 GW', 'as_of': '2026-08', 'source_url': 'https://www.outlookbusiness.com/corporate/inox-clean-energy-completes-6000-cr-vena-energy-india-buyout', 'company_reported': True, 'confidence': 0.85}",,,,,,,
MET00787,S0181,valuation,"{'v': 'Rs 70,000 crore', 'as_of': '2026-07', 'source_url': 'https://www.cnbctv18.com/market/inox-clean-refile-ipo-700-crore-fundraise-70000-crore-valuation-inoxgfl-adar-poonawalla-family-office-rj-corp-hero-dlf-enam-19938088.htm', 'company_reported': True, 'confidence': 0.9}",,,,,,,
MET00788,S0182,drones_sold,"{'v': '300+', 'as_of': '2025', 'source_url': 'https://techcrunch.com/2025/06/25/indian-drone-startup-raphe-mphibr-raises-100m-as-military-uav-demand-soars/', 'company_reported': True, 'confidence': 0.85}",,,,,,,
MET00789,S0182,employees,"{'v': '1,000', 'as_of': '2026-08', 'source_url': 'https://inc42.com/startups/after-eight-years-of-building-quietly-can-raphe-mphibr-conquer-the-skies-with-its-long-endurance-uavs/', 'confidence': 0.9}",,,,,,,
MET00790,S0182,manufacturing_campus,"{'v': '7 lakh sq ft', 'as_of': '2026', 'source_url': 'https://inc42.com/startups/after-eight-years-of-building-quietly-can-raphe-mphibr-conquer-the-skies-with-its-long-endurance-uavs/', 'confidence': 0.9}",,,,,,,
MET00791,S0183,swapping_stations,"{'v': '1,500+', 'as_of': '2026-08', 'source_url': 'https://www.freepressjournal.in/business/battery-smart-gears-up-for-ipo-as-ev-battery-swapping-network-targets-market-debut', 'company_reported': True, 'confidence': 0.85}",,,,,,,
MET00792,S0183,cities,"{'v': '75+', 'as_of': '2026-08', 'source_url': 'https://www.freepressjournal.in/business/battery-smart-gears-up-for-ipo-as-ev-battery-swapping-network-targets-market-debut', 'company_reported': True, 'confidence': 0.85}",,,,,,,
MET00793,S0183,swaps,"{'v': '90 million+', 'as_of': '2026', 'source_url': 'https://www.linkedin.com/company/batterysmart', 'company_reported': True, 'confidence': 0.8}",,,,,,,
MET00794,S0183,annual_revenue,"{'v': '$65M', 'as_of': '2026', 'source_url': 'https://www.linkedin.com/company/batterysmart', 'confidence': 0.8}",,,,,,,
MET00795,S0183,employees,"{'v': '1,111', 'as_of': '2026-06', 'source_url': 'https://www.linkedin.com/company/batterysmart', 'confidence': 0.85}",,,,,,,
MET00796,S0184,fleet size,"5,000+ vehicles; 18,000 drivers",,Sep 2026,Sep 2026,True,SRC02723,MEDIUM,
MET00797,S0185,villa count target,"1,200 villas",,2026 target,Jun 2026,True,SRC02728,MEDIUM,
MET00798,S0185,villas_under_management,670,villas,As of Jun 2026,2026-06-12,True,SRC02728,HIGH,Founder-stated current villa count
MET00799,S0185,villas_under_management,720,villas,As of Jul 2026,2026-07-30,True,SRC02731,HIGH,Per ETHospitalityWorld interview with CEO
MET00800,S0185,villas_under_management,620,villas,As of Feb 2026,2026-02-04,True,SRC02729,MEDIUM,Per Tracxn news section; Indiatimes article
MET00801,S0185,villas_under_management_target,1200,villas,End of 2026,2026-06-12,True,SRC02728,HIGH,Founder target for end of calendar year 2026
MET00802,S0185,properties,510,properties,As of Aug 2025,2025-08-12,True,SRC02726,HIGH,Across 30 locations in 8 states
MET00803,S0185,guests_served,150000,guests,Cumulative to date,2025-08-12,True,SRC02726,MEDIUM,Per founder CEO Ritwik Khare
MET00804,S0185,properties,140,properties,As of Sep 2024,2024-09-23,True,SRC02725,HIGH,14 months after founding
MET00805,S0185,properties,3,villas,At founding,2023-01-02,True,SRC02732,HIGH,Started with 3 villas per Vertex Ventures podcast
MET00806,S0191,10-km ground link test,Successfully tested optical communications over 10-km ground link,,2026-06-29,2026-06-29,True,SRC02759,HIGH,
MET00807,S0192,Employee count,78,,May 2025,2025-05-31,,SRC02764,MEDIUM,
MET00808,S0192,Annual Revenue,0 - ₹10 Cr,,FY25,2025-03-31,,SRC02764,MEDIUM,
MET00809,S0193,Bank integrations,40+ banks integrated,,2025-08-28,2025-08-28,True,SRC02768,HIGH,
MET00810,S0193,Client count,220+ clients,,2025-08-28,2025-08-28,True,SRC02768,HIGH,
