link_id,startup_id,investor_id,investor_name,investor_type,round_type,round_date,first_seen,rounds,lead,disclosed_amount,amount,board_seat,status,source_id,confidence
IL03720,S0180,INV0962,Pavestone,VC,,,2026-05,['series_unknown'],True,,"{'v': 5000000, 'currency': 'USD'}",,,SRC02697,HIGH
IL03721,S0181,INV0043,CalPERS,,private_equity,2026-01,,,lead,31000.0,,,,SRC02700,HIGH
IL03722,S0181,INV1205,RJ Corp,,private_equity,2026-01,,,,31000.0,,,,SRC02700,HIGH
IL03723,S0181,INV1206,Enam,,private_equity,2026-01,,,,31000.0,,,,SRC02700,HIGH
IL03724,S0181,INV1207,Akash Bhansali,,private_equity,2026-01,,,,31000.0,,,,SRC02700,HIGH
IL03725,S0181,INV1208,Hero,,private_equity,2026-01,,,,31000.0,,,,SRC02700,HIGH
IL03726,S0181,INV1209,DLF,,private_equity,2026-01,,,,31000.0,,,,SRC02700,HIGH
IL03727,S0181,INV0043,CalPERS,,private_equity,2026-01,,,lead,31000.0,,,,SRC02700,HIGH
IL03728,S0181,INV1210,Poonawalla family office,,private_equity,2026-07,,,lead,7000.0,,,,SRC02701,HIGH
IL03729,S0181,INV0043,CalPERS,pension_fund,,,2026-01,['private_equity'],True,,"{'v': 3100000000, 'currency': 'INR'}",,,SRC02700,HIGH
IL03730,S0181,INV1210,Poonawalla family office,family_office,,,2026-07,['private_equity'],True,,"{'v': 7000000000, 'currency': 'INR'}",,,SRC02701,HIGH
IL03731,S0181,INV1205,RJ Corp,conglomerate,,,2026,,,,,,,SRC02701,MEDIUM
IL03732,S0181,INV1208,Hero,conglomerate,,,2026,,,,,,,SRC02701,MEDIUM
IL03733,S0181,INV1209,DLF,real_estate,,,2026,,,,,,,SRC02701,MEDIUM
IL03734,S0182,INV0042,General Catalyst,,series_b,2025-06-25,,,lead,,,,,SRC02705,HIGH
IL03735,S0182,INV0094,Think Investments,,series_b,2025-06-25,,,,,,,,SRC02705,HIGH
IL03736,S0182,INV0042,General Catalyst,,series_b,2025-06-25,,,lead,,,,,SRC02705,HIGH
IL03737,S0182,INV0042,General Catalyst,VC,,,2025-06,['series_b'],True,,"{'v': 100000000, 'currency': 'USD'}",,,SRC02705,HIGH
IL03738,S0182,INV0094,Think Investments,VC,,,2025-06,['series_b'],,,,,,SRC02705,HIGH
IL03739,S0183,INV1212,Acacia Inclusion,,pre_series_c,2026-03,,,lead,660.0,,,,SRC02714,HIGH
IL03740,S0183,INV0125,Blume Ventures,,pre_series_c,2026-03,,,lead,660.0,,,,SRC02714,HIGH
IL03741,S0183,INV1213,PC-SBI Kurashi Visionary Fund,,pre_series_c,2026-03,,,lead,660.0,,,,SRC02714,HIGH
IL03742,S0183,INV0524,Mirova,,debt,2026-04,,,lead,,,,,SRC02714,HIGH
IL03743,S0183,INV1214,Rising Tide Ventures,,series_c,2026-08-30,,,lead,1855.0,,,,SRC02714,HIGH
IL03744,S0183,INV1215,Ecosystem Integrity Fund,,series_c,2026-08-30,,,,1855.0,,,,SRC02714,HIGH
IL03745,S0183,INV0125,Blume Ventures,,series_c,2026-08-30,,,,1855.0,,,,SRC02714,HIGH
IL03746,S0183,INV1214,Rising Tide Ventures,,series_c,2026-08-30,,,lead,1855.0,,,,SRC02714,HIGH
IL03747,S0183,INV0029,Tiger Global,hedge_fund,,,2024,['series_b'],True,,,,,SRC02715,HIGH
IL03748,S0183,INV0125,Blume Ventures,VC,,,2024,"['series_b', 'pre_series_c', 'series_c']",,,,,,SRC02714,HIGH
IL03749,S0183,INV1214,Rising Tide Ventures,VC,,,2025,"['series_b_extended', 'series_c']",True,,,,,SRC02714,HIGH
IL03750,S0183,INV1215,Ecosystem Integrity Fund,impact_fund,,,2026,['series_c'],,,,,,SRC02714,HIGH
IL03751,S0183,INV1216,LeapFrog Investments,impact_fund,,,2024,,,,,,,SRC02715,MEDIUM
IL03752,S0183,INV0524,Mirova,debt,,,2026-04,['debt'],,,,,,SRC02714,HIGH
IL03753,S0184,INV1217,Uber,,Series B,Sep 2026,,,lead,10.0,,,,SRC02721,HIGH
IL03754,S0184,INV1217,Uber,,Series B,Sep 2026,,,lead,10.0,,,,SRC02721,HIGH
IL03755,S0184,INV1217,Uber,corporate,,,2026,['Series B'],True,,10,,,SRC02722,HIGH
IL03756,S0185,INV0668,3one4 Capital,,Seed/Series A,Sep 2024,,,lead,5.0,,,,SRC02725,MEDIUM
IL03757,S0185,INV0668,3one4 Capital,,Seed/Series A,Sep 2024,,,lead,5.0,,,,SRC02725,MEDIUM
IL03758,S0185,INV0204,Vertex Ventures,,Series B,Aug 2025,,,lead,10.4,,,,SRC02726,HIGH
IL03759,S0185,INV1218,Peak XV Surge,,Series B,Aug 2025,,,,10.4,,,,SRC02726,HIGH
IL03760,S0185,INV0668,3one4 Capital,,Series B,Aug 2025,,,,10.4,,,,SRC02726,HIGH
IL03761,S0185,INV0204,Vertex Ventures,,Series B,Aug 2025,,,lead,10.4,,,,SRC02726,HIGH
IL03762,S0185,INV1219,Peak XV Partners (Surge),,Seed,2023-11-27,,,lead,2.5,,,,SRC02734,MEDIUM
IL03763,S0185,INV1219,Peak XV Partners (Surge),,Seed,2023-11-27,,,lead,2.5,,,,SRC02734,MEDIUM
IL03764,S0185,INV1220,Kettleborough VC,,Seed,2024-04-15,,,lead,2.5,,,,SRC02729,MEDIUM
IL03765,S0185,INV1221,Naveen Kukreja,,Seed,2024-04-15,,,,2.5,,,,SRC02729,MEDIUM
IL03766,S0185,INV1222,9+ others,,Seed,2024-04-15,,,,2.5,,,,SRC02729,MEDIUM
IL03767,S0185,INV1220,Kettleborough VC,,Seed,2024-04-15,,,lead,2.5,,,,SRC02729,MEDIUM
IL03768,S0185,INV0668,3one4 Capital,,Series A,2024-09-20,,,lead,5.0,,,,SRC02725,HIGH
IL03769,S0185,INV1219,Peak XV Partners (Surge),,Series A,2024-09-20,,,,5.0,,,,SRC02725,HIGH
IL03770,S0185,INV0652,angel investors,,Series A,2024-09-20,,,,5.0,,,,SRC02725,HIGH
IL03771,S0185,INV0668,3one4 Capital,,Series A,2024-09-20,,,lead,5.0,,,,SRC02725,HIGH
IL03772,S0185,INV0204,Vertex Ventures,VC,,,Aug 2025,['Series B'],True,,10.4,,,SRC02726,HIGH
IL03773,S0185,INV0668,3one4 Capital,VC,,,Sep 2024,['Seed/Series A'],True,,5,,,SRC02725,MEDIUM
IL03774,S0186,INV1223,Galaxy Interactive,,Series A,Jan 2022,,,lead,10.0,,,,SRC02742,HIGH
IL03775,S0186,INV1224,Animoca Brands,,Series A,Jan 2022,,,lead,10.0,,,,SRC02742,HIGH
IL03776,S0186,INV1223,Galaxy Interactive,,Series A,Jan 2022,,,lead,10.0,,,,SRC02742,HIGH
IL03777,S0186,INV1224,Animoca Brands,,Series A,Jan 2022,,,lead,10.0,,,,SRC02742,HIGH
IL03778,S0186,INV1223,Galaxy Interactive,VC,,,Jan 2022,['Series A'],True,,,,,SRC02742,HIGH
IL03779,S0186,INV1224,Animoca Brands,corporate/VC,,,Jan 2022,['Series A'],True,,,,,SRC02742,HIGH
IL03780,S0187,INV0046,Lightspeed,,pre-Series A,May 2025,,,lead,3.75,,,,SRC02744,HIGH
IL03781,S0187,INV0046,Lightspeed,,pre-Series A,May 2025,,,lead,3.75,,,,SRC02744,HIGH
IL03782,S0187,INV0046,Lightspeed,VC,,,May 2025,['pre-Series A'],True,,3.75,,,SRC02744,HIGH
IL03783,S0189,INV0470,India Quotient,,Pre-Seed,2023-11-14,,,lead,,,,,SRC02753,HIGH
IL03784,S0189,INV0121,Elevation Capital,,Pre-Seed,2023-11-14,,,lead,,,,,SRC02753,HIGH
IL03785,S0189,INV0121,Elevation Capital,,Seed,2026-05-06,,,lead,,,,,SRC02753,HIGH
IL03786,S0189,INV0470,India Quotient,,Seed,2026-05-06,,,lead,,,,,SRC02753,HIGH
IL03787,S0189,INV0121,Elevation Capital,VC,,,,"['Pre-Seed', 'Seed']",True,,,,,,
IL03788,S0189,INV0470,India Quotient,VC,,,,"['Pre-Seed', 'Seed']",True,,,,,,
IL03789,S0189,INV1225,Blue Asva Varenya Fund,Angel/VC,,,,['Seed'],False,,,,,,
IL03790,S0189,INV1226,FBC Venture Partners,VC,,,,['Seed'],False,,,,,,
IL03791,S0189,INV1227,Spearhead Capital,VC,,,,['Seed'],False,,,,,,
IL03792,S0191,INV0003,Accel,,Seed,2026-06-24,,,lead,,,,,SRC02760,HIGH
IL03793,S0191,INV0142,Prosus,,Seed,2026-06-24,,,lead,,,,,SRC02760,HIGH
IL03794,S0191,INV0178,South Park Commons,,Seed,2026-06-24,,,,,,,,SRC02760,HIGH
IL03795,S0191,INV1228,ARTPARK,,Seed,2026-06-24,,,,,,,,SRC02760,HIGH
IL03796,S0191,INV1229,Manish Jain,,Seed,2026-06-24,,,,,,,,SRC02760,HIGH
IL03797,S0191,INV0003,Accel,,Seed,2026-06-24,,,lead,,,,,SRC02760,HIGH
IL03798,S0191,INV0142,Prosus,,Seed,2026-06-24,,,lead,,,,,SRC02760,HIGH
IL03799,S0191,INV0003,Accel,VC,,,,['Seed'],True,,,,,,
IL03800,S0191,INV0142,Prosus,VC,,,,['Seed'],True,,,,,,
IL03801,S0191,INV0178,South Park Commons,VC,,,,['Seed'],False,,,,,,
IL03802,S0191,INV1228,ARTPARK,Incubator/VC,,,,['Seed'],False,,,,,,
IL03803,S0191,INV1229,Manish Jain,Angel,,,,['Seed'],False,,,,,,
IL03804,S0192,INV1230,Jacob Hansen Family Trust,,Seed,2024-02-01,,,lead,,,,,SRC02764,MEDIUM
IL03805,S0192,INV1230,Jacob Hansen Family Trust,Family Office,,,,['Seed (2024)'],True,,,,,,
IL03806,S0192,INV1231,Krishnaswamy Vijay,Angel,,,,['Seed (2022)'],False,,,,,,
IL03807,S0193,INV0112,Bessemer Venture Partners,,Series B,2025-08-27,,,lead,,,,,SRC02767,HIGH
IL03808,S0193,INV0025,Arkam Ventures,,Series B,2025-08-27,,,,,,,,SRC02767,HIGH
IL03809,S0193,INV1232,Fundamentum Partnership,,Series B,2025-08-27,,,,,,,,SRC02767,HIGH
IL03810,S0193,INV1195,8i Ventures,,Series B,2025-08-27,,,,,,,,SRC02767,HIGH
IL03811,S0193,INV1233,Accion Venture Labs,,Series B,2025-08-27,,,,,,,,SRC02767,HIGH
IL03812,S0193,INV1234,GMO Venture Partners,,Series B,2025-08-27,,,,,,,,SRC02767,HIGH
IL03813,S0193,INV0112,Bessemer Venture Partners,,Series B,2025-08-27,,,lead,,,,,SRC02767,HIGH
IL03814,S0193,INV0112,Bessemer Venture Partners,VC,,,,['Series B'],True,,,,,,
IL03815,S0193,INV0025,Arkam Ventures,VC,,,,['Series B'],False,,,,,,
IL03816,S0193,INV1232,Fundamentum Partnership,VC,,,,['Series B'],False,,,,,,
IL03817,S0193,INV1195,8i Ventures,VC,,,,['Series B'],False,,,,,,
IL03818,S0193,INV1233,Accion Venture Labs,VC,,,,['Series B'],False,,,,,,
IL03819,S0193,INV1234,GMO Venture Partners,VC,,,,['Series B'],False,,,,,,
IL03820,S0194,INV1235,Rockstud Capital,,seed,2025-08-13,,,lead,3.0,,,,SRC02772,HIGH
IL03821,S0194,INV1236,global and domestic investors,,seed,2025-08-13,,,,3.0,,,,SRC02772,HIGH
IL03822,S0194,INV1235,Rockstud Capital,,seed,2025-08-13,,,lead,3.0,,,,SRC02772,HIGH
IL03823,S0194,INV1235,Rockstud Capital,VC,,,2025-08,['seed'],True,,3000000,UNKNOWN,,SRC02775,HIGH
IL03824,S0195,INV1237,Susquehanna Asia VC,,Series C,2026-03-16,,,lead,36.0,,,,SRC02778,HIGH
IL03825,S0195,INV0121,Elevation Capital,,Series C,2026-03-16,,,,36.0,,,,SRC02778,HIGH
IL03826,S0195,INV1238,Long Journey Ventures,,Series C,2026-03-16,,,,36.0,,,,SRC02778,HIGH
IL03827,S0195,INV0037,Peak XV Partners,,Series C,2026-03-16,,,,36.0,,,,SRC02778,HIGH
IL03828,S0195,INV1239,MakeMyTrip,,Series C,2026-03-16,,,,36.0,,,,SRC02778,HIGH
IL03829,S0195,INV1237,Susquehanna Asia VC,,Series C,2026-03-16,,,lead,36.0,,,,SRC02778,HIGH
IL03830,S0195,INV1237,Susquehanna Asia VC,VC,,,2026-03,['Series C'],True,,36000000,UNKNOWN,,SRC02779,HIGH
IL03831,S0195,INV0121,Elevation Capital,VC,,,2023,"['Series A', 'Series C']",False,,,UNKNOWN,,SRC02781,HIGH
IL03832,S0195,INV1239,MakeMyTrip,Strategic,,,2026-03,['Series C'],False,,,UNKNOWN,,SRC02782,HIGH
IL03833,S0196,INV1240,Havells India,,pre-IPO,2025-10-29,,,lead,14220.0,,,,SRC02787,HIGH
IL03834,S0196,INV1241,Nikhil Kamath (Zerodha),,pre-IPO,2025-10-29,,,,14220.0,,,,SRC02787,HIGH
IL03835,S0196,INV1240,Havells India,,pre-IPO,2025-10-29,,,lead,14220.0,,,,SRC02787,HIGH
IL03836,S0196,INV1240,Havells India,Strategic/Corporate,,,2025-10,['pre-IPO'],True,,14220000000,UNKNOWN,,SRC02787,HIGH
IL03837,S0196,INV0578,Nikhil Kamath,Angel/Individual,,,2025-08-18,['strategic_investment'],True,,1375000000,UNKNOWN,,SRC02786,HIGH
IL03838,S0197,INV1242,Vertex Ventures Southeast Asia & India,,Series B,2025-08-25,,,lead,24.0,,,,SRC02794,HIGH
IL03839,S0197,INV0048,Nexus Venture Partners,,Series B,2025-08-25,,,,24.0,,,,SRC02794,HIGH
IL03840,S0197,INV1204,Stellaris Venture Partners,,Series B,2025-08-25,,,,24.0,,,,SRC02794,HIGH
IL03841,S0197,INV1055,Omidyar Network India,,Series B,2025-08-25,,,,24.0,,,,SRC02794,HIGH
IL03842,S0197,INV1242,Vertex Ventures Southeast Asia & India,,Series B,2025-08-25,,,lead,24.0,,,,SRC02794,HIGH
IL03843,S0197,INV0048,Nexus Venture Partners,,Seed,2022-12-30,,,lead,8.847392,,,,SRC02795,HIGH
IL03844,S0197,INV1204,Stellaris Venture Partners,,Seed,2022-12-30,,,,8.847392,,,,SRC02795,HIGH
IL03845,S0197,INV0652,Angel investors,,Seed,2022-12-30,,,,8.847392,,,,SRC02795,HIGH
IL03846,S0197,INV0048,Nexus Venture Partners,,Seed,2022-12-30,,,lead,8.847392,,,,SRC02795,HIGH
IL03847,S0197,INV0048,Nexus Venture Partners,,Series A,2023-11-10,,,lead,10.37456,,,,SRC02795,HIGH
IL03848,S0197,INV1204,Stellaris Venture Partners,,Series A,2023-11-10,,,,10.37456,,,,SRC02795,HIGH
IL03849,S0197,INV1055,Omidyar Network India,,Series A,2023-11-10,,,,10.37456,,,,SRC02795,HIGH
IL03850,S0197,INV0048,Nexus Venture Partners,,Series A,2023-11-10,,,lead,10.37456,,,,SRC02795,HIGH
IL03851,S0197,INV1242,Vertex Ventures Southeast Asia & India,VC,,,2025-08,['Series B'],True,,24000000,UNKNOWN,,SRC02802,HIGH
IL03852,S0197,INV0048,Nexus Venture Partners,VC,,,2023-05,"['pre_seed', 'Series B']",False,,,UNKNOWN,,SRC02803,HIGH
IL03853,S0197,INV1204,Stellaris Venture Partners,VC,,,2023-05,"['pre_seed', 'Series B']",False,,,UNKNOWN,,SRC02803,HIGH
IL03854,S0198,INV1243,Bharat Jaisinghani,,pre-Series A,2026-09-09,,,lead,4.5,,,,SRC02810,HIGH
IL03855,S0198,INV1244,Nitish Mittersain (Nazara founder),,pre-Series A,2026-09-09,,,,4.5,,,,SRC02810,HIGH
IL03856,S0198,INV0105,others,,pre-Series A,2026-09-09,,,,4.5,,,,SRC02810,HIGH
IL03857,S0198,INV1243,Bharat Jaisinghani,,pre-Series A,2026-09-09,,,lead,4.5,,,,SRC02810,HIGH
IL03858,S0198,INV1243,Bharat Jaisinghani,Angel/Investor,,,2026-09,['pre-Series A'],True,,4500000,UNKNOWN,,SRC02815,HIGH
IL03859,S0198,INV1245,Nitish Mittersain,Angel/Individual,,,2026-09,['pre-Series A'],False,,,UNKNOWN,,SRC02810,HIGH
IL03860,S0199,INV1246,Mayfield Fund,,Series B,October 2023,,,lead,,,,,SRC02821,HIGH
IL03861,S0199,INV1246,Mayfield Fund,,Series B,October 2023,,,lead,,,,,SRC02821,HIGH
IL03862,S0199,INV1247,Advenza Global Ltd,,Series C,November 2025,,,,1500.0,,,,SRC02820,HIGH
IL03863,S0199,INV0051,UNKNOWN,,Series C,November 2025,,,lead,1500.0,,,,SRC02820,HIGH
IL03864,S0200,INV1248,REA India,Corporate,,,Jul 2026,['Acquisition'],True,,,,,SRC02824,HIGH
IL03865,S0201,INV1249,Two UK family offices,,Series C,Jun 2025,,,lead,,,,,SRC02833,HIGH
IL03866,S0201,INV1250,UK family offices,Family Office,,,Jun 2025,['Series C'],True,,,,,SRC02833,HIGH
IL03867,S0202,INV1251,Sixth Sense Ventures,,Pre-Series B,Feb 2023,,,lead,,,,,SRC02840,HIGH
IL03868,S0202,INV1251,Sixth Sense Ventures,VC,,,Feb 2023,['Pre-Series B'],True,,,,,SRC02840,HIGH
IL03869,S0203,INV0542,InfoEdge Ventures,,Seed/Series A,May 2026,,,lead,,,,,SRC02847,HIGH
IL03870,S0203,INV1252,Flourish Ventures,,Seed/Series A,May 2026,,,,,,,,SRC02847,HIGH
IL03871,S0203,INV1253,Antler,,Seed/Series A,May 2026,,,,,,,,SRC02847,HIGH
IL03872,S0203,INV0542,InfoEdge Ventures,,Seed/Series A,May 2026,,,lead,,,,,SRC02847,HIGH
IL03873,S0207,INV0074,Prosus Ventures,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03874,S0207,INV0003,Accel,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03875,S0207,INV1254,GSF Investors,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03876,S0207,INV0074,Prosus Ventures,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03877,S0207,INV0003,Accel,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03878,S0207,INV1254,GSF Investors,,Pre-Series A,"Jul 31, 2025",,,lead,,,,,SRC02859,HIGH
IL03879,S0207,INV0074,Prosus Ventures,VC,,,Jul 2025,['Pre-Series A'],True,,"{'v': 4170000, 'currency': 'USD'}",,,SRC02858,HIGH
IL03880,S0207,INV0003,Accel,VC,,,Jul 2025,['Pre-Series A'],True,,"{'v': 4170000, 'currency': 'USD'}",,,SRC02858,HIGH
IL03881,S0207,INV1254,GSF Investors,VC,,,Jul 2025,['Pre-Series A'],False,,"{'v': 4170000, 'currency': 'USD'}",,,SRC02858,HIGH
IL03882,S0208,INV1085,Unicorn India Ventures,,Pre-Series A,Dec 2024,,,lead,100.0,,,,SRC02868,MEDIUM
IL03883,S0208,INV1085,Unicorn India Ventures,,Pre-Series A,Dec 2024,,,lead,100.0,,,,SRC02868,MEDIUM
IL03884,S0208,INV0823,Zoho Corporation,,Series A,"Jul 24, 2025",,,lead,1070.0,,,,SRC02863,HIGH
IL03885,S0208,INV1085,Unicorn India Ventures,,Series A,"Jul 24, 2025",,,,1070.0,,,,SRC02863,HIGH
IL03886,S0208,INV0823,Zoho Corporation,,Series A,"Jul 24, 2025",,,lead,1070.0,,,,SRC02863,HIGH
IL03887,S0208,INV0823,Zoho Corporation,Corporate,,,Jul 2025,['Series A'],True,,"{'v': 1070000000, 'currency': 'INR', 'note': 'Rs 107 crore'}",,,SRC02863,HIGH
IL03888,S0208,INV1085,Unicorn India Ventures,VC,,,Dec 2024,"['Pre-Series A', 'Series A']",False,,"{'v': 1070000000, 'currency': 'INR', 'note': 'Participated in Series A'}",,,SRC02863,HIGH
IL03889,S0209,INV1255,PE investors,,PE Share Sale,Apr 2023,,,,,,,,SRC02877,MEDIUM
IL03890,S0209,INV1257,Nuveen,,PE Share Sale (CCPS),2023-04-09,,,,730.0,,,,SRC02877,HIGH
IL03891,S0209,INV0520,FMO,,PE Share Sale (CCPS),2023-04-09,,,,730.0,,,,SRC02877,HIGH
IL03892,S0209,INV1256,Piramal Alternatives,,PE Share Sale (CCPS),2023-04-09,,,lead,730.0,,,,SRC02877,HIGH
IL03893,S0209,INV1258,European DFI,,PE Share Sale (CCPS),2023-04-09,,,,730.0,,,,SRC02877,HIGH
IL03894,S0209,INV1256,Piramal Alternatives,,PE Share Sale (CCPS),2023-04-09,,,lead,730.0,,,,SRC02877,HIGH
IL03895,S0209,INV1259,US Teachers Insurance and Annuity Association,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03896,S0209,INV1260,Michael & Susan Dell Foundation,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03897,S0209,INV1261,Aavishkaar Goodwell India Microfinance Development Company-II,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03898,S0209,INV1262,Tano Capital,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03899,S0209,INV1263,TR Capital III Mauritius,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03900,S0209,INV1264,Danish Sustainable Development Goals Investment Fund,,IPO (DRHP filed),2026-05-15,,,,600.0,,,,SRC02874,HIGH
IL03901,S0209,INV1265,Aavishkaar Group,Parent/PE,,,2006,,True,,,,,SRC02880,HIGH
IL03902,S0210,INV0895,Public,,IPO,"Apr 28, 2025",,,,,,,,SRC02894,HIGH
IL03903,S0210,INV0488,Hero MotoCorp,,Preferential,Jul 2026,,,lead,,,,,SRC02893,HIGH
IL03904,S0210,INV1267,IJF,,Preferential,Jul 2026,,,,,,,,SRC02893,HIGH
IL03905,S0210,INV1268,Founders,,Preferential,Jul 2026,,,,,,,,SRC02893,HIGH
IL03906,S0210,INV0488,Hero MotoCorp,,Preferential,Jul 2026,,,lead,,,,,SRC02893,HIGH
IL03907,S0210,INV1266,India-Japan Fund,,Preferential,Jul 2026,,,lead,,,,,SRC02893,HIGH
IL03908,S0210,INV0488,Hero MotoCorp,Strategic,,,2016,['Multiple'],True,,,,,SRC02893,HIGH
IL03909,S0210,INV1266,India-Japan Fund,PE,,,2026,['2026 preferential'],False,,,,,SRC02893,HIGH
IL03910,S0211,INV1269,Mirae Asset Venture Investment,,Maiden Round,Aug 2026,,,lead,,,,,SRC02901,HIGH
IL03911,S0211,INV0146,Elev8 Venture Partners,,Maiden Round,Aug 2026,,,lead,,,,,SRC02901,HIGH
IL03912,S0211,INV1269,Mirae Asset Venture Investment,,Maiden Round,Aug 2026,,,lead,,,,,SRC02901,HIGH
IL03913,S0211,INV0146,Elev8 Venture Partners,,Maiden Round,Aug 2026,,,lead,,,,,SRC02901,HIGH
IL03914,S0211,INV1269,Mirae Asset Venture Investment,,Maiden Round,2026-08-25,,,lead,20.0,,,,SRC02904,HIGH
IL03915,S0211,INV0146,Elev8 Venture Partners,,Maiden Round,2026-08-25,,,lead,20.0,,,,SRC02904,HIGH
IL03916,S0211,INV1269,Mirae Asset Venture Investment,,Maiden Round,2026-08-25,,,lead,20.0,,,,SRC02904,HIGH
IL03917,S0211,INV0146,Elev8 Venture Partners,,Maiden Round,2026-08-25,,,lead,20.0,,,,SRC02904,HIGH
IL03918,S0211,INV1269,Mirae Asset Venture Investment,,Pre-seed / Talks,2026-06-09,,,lead,25.0,,,,SRC02903,MEDIUM
IL03919,S0211,INV1269,Mirae Asset Venture Investment,,Pre-seed / Talks,2026-06-09,,,lead,25.0,,,,SRC02903,MEDIUM
IL03920,S0211,INV1269,Mirae Asset Venture Investment,PE/VC,,,Aug 2026,['Maiden'],True,,,,,SRC02901,HIGH
IL03921,S0211,INV0146,Elev8 Venture Partners,VC,,,Aug 2026,['Maiden'],True,,,,,SRC02902,HIGH
IL03922,S0212,INV0895,Public,,IPO,"Aug 12, 2026",,,,,,,,SRC02919,HIGH
IL03923,S0212,INV0176,Zomato,,Private (pre-IPO),Nov 2025,,,lead,,,,,SRC02921,MEDIUM
IL03924,S0212,INV0127,Temasek,,Private (pre-IPO),Nov 2025,,,lead,,,,,SRC02921,MEDIUM
IL03925,S0212,INV0176,Zomato,,Private (pre-IPO),Nov 2025,,,lead,,,,,SRC02921,MEDIUM
IL03926,S0212,INV0127,Temasek,,Private (pre-IPO),Nov 2025,,,lead,,,,,SRC02921,MEDIUM
IL03927,S0212,INV0176,Zomato,Strategic,,,UNKNOWN,['Pre-IPO'],False,,,,,SRC02921,MEDIUM
IL03928,S0212,INV0127,Temasek,PE/VC,,,UNKNOWN,['Pre-IPO'],False,,,,,SRC02921,MEDIUM
IL03929,S0213,INV1270,Antler India,,Pre-Series A,Jul 2025,,,lead,,,,,SRC02925,HIGH
IL03930,S0213,INV1271,Ajay Agarwal,,Pre-Series A,Jul 2025,,,,,,,,SRC02925,HIGH
IL03931,S0213,INV0287,Ronnie Screwvala,,Pre-Series A,Jul 2025,,,,,,,,SRC02925,HIGH
IL03932,S0213,INV0649,Sandeep Singhal,,Pre-Series A,Jul 2025,,,,,,,,SRC02925,HIGH
IL03933,S0213,INV1270,Antler India,,Pre-Series A,Jul 2025,,,lead,,,,,SRC02925,HIGH
IL03934,S0213,INV0287,Ronnie Screwvala,,Series A,Sep 2026,,,lead,,,,,SRC02924,HIGH
IL03935,S0213,INV0006,Existing investors,,Series A,Sep 2026,,,,,,,,SRC02924,HIGH
IL03936,S0213,INV0287,Ronnie Screwvala,,Series A,Sep 2026,,,lead,,,,,SRC02924,HIGH
IL03937,S0213,INV0287,Ronnie Screwvala,,Series A,2026-09-07,,,lead,40.0,,,,SRC02924,HIGH
IL03938,S0213,INV1270,Antler India,,Series A,2026-09-07,,,,40.0,,,,SRC02924,HIGH
IL03939,S0213,INV1272,Sharad Sanghi,,Series A,2026-09-07,,,,40.0,,,,SRC02924,HIGH
IL03940,S0213,INV0649,Sandeep Singhal,,Series A,2026-09-07,,,,40.0,,,,SRC02924,HIGH
IL03941,S0213,INV1273,Paula Mariwala,,Series A,2026-09-07,,,,40.0,,,,SRC02924,HIGH
IL03942,S0213,INV0287,Ronnie Screwvala,,Series A,2026-09-07,,,lead,40.0,,,,SRC02924,HIGH
IL03943,S0213,INV1270,Antler India,,Pre-Series A,2025-07-15,,,lead,7.0,,,,SRC02925,HIGH
IL03944,S0213,INV1271,Ajay Agarwal,,Pre-Series A,2025-07-15,,,,7.0,,,,SRC02925,HIGH
IL03945,S0213,INV0287,Ronnie Screwvala,,Pre-Series A,2025-07-15,,,,7.0,,,,SRC02925,HIGH
IL03946,S0213,INV0649,Sandeep Singhal,,Pre-Series A,2025-07-15,,,,7.0,,,,SRC02925,HIGH
IL03947,S0213,INV1270,Antler India,,Pre-Series A,2025-07-15,,,lead,7.0,,,,SRC02925,HIGH
IL03948,S0213,INV0287,Ronnie Screwvala,Angel,,,Sep 2026,['Series A'],True,,,,,SRC02924,HIGH
IL03949,S0213,INV1270,Antler India,VC,,,Jul 2025,['Pre-Series A'],True,,,,,SRC02925,HIGH
IL03950,S0214,INV1274,{'name': 'Prath Ventures'},,Growth capital,2026-09,,,lead,19.0,,,,SRC02943,HIGH
IL03951,S0214,INV1274,{'name': 'Prath Ventures'},,Growth capital,2026-09,,,lead,19.0,,,,SRC02943,HIGH
IL03952,S0214,INV1275,Prath Ventures,venture capital,,,2026-09,['Growth capital'],True,,₹19 crore round; individual cheque undisclosed,,,SRC02943,HIGH
IL03953,S0215,INV1276,{'name': 'Inflection Point Ventures'},,Pre-Series A,2021-04,,,lead,55.0,,,,SRC02954,HIGH
IL03954,S0215,INV1276,{'name': 'Inflection Point Ventures'},,Pre-Series A,2021-04,,,lead,55.0,,,,SRC02954,HIGH
