founder_id,startup_id,person_id,name,role_title,founder_type,active,departure_date,education,prev_companies,linkedin,location,source_id,confidence
FDR0587,S0218,P0924,Harshad Apte,Co-founder,co-founder,,,,,,,SRC02977,MEDIUM
FDR0588,S0219,P0925,Nimish Goel,Co-Founder,co-founder,,,Entrepreneur,,,,SRC02984,HIGH
FDR0589,S0219,P0926,Devender Bindal,Co-Founder,co-founder,,,Entrepreneur,,,,SRC02984,HIGH
FDR0590,S0220,P0927,Ameya Sathe,Co-Founder & CEO,co-founder,,,IIT Kanpur alumni,,,,SRC02990,HIGH
FDR0591,S0220,P0928,Darshil Dharod,Co-Founder,co-founder,,,IIT Kanpur alumni,,,,SRC02991,HIGH
FDR0592,S0221,P0929,Gautam Kumar Singh,CEO & Co-Founder,co-founder,,,"IISc, RF & High-Speed Communication",,,,SRC02997,HIGH
FDR0593,S0221,P0930,Abhra Bagchi,Co-Founder,co-founder,,,,,,,SRC02994,HIGH
FDR0594,S0221,P0931,Shabaaz Syed,Co-Founder,co-founder,,,,,,,SRC02994,HIGH
FDR0595,S0221,P0932,Prasun Bhattacharyya,Co-Founder,co-founder,,,,,,,SRC02994,HIGH
FDR0596,S0222,P0933,Raghu Venkatesh,"Co-Founder, CBO",co-founder,,,Robotics,,,,SRC03004,HIGH
FDR0597,S0222,P0934,Ebin Sunny,Co-Founder,co-founder,,,"Robotics Engineer, formerly Just Robotics",,,,SRC03005,HIGH
FDR0598,S0222,P0935,Ribin Mathew,Co-Founder,co-founder,,,Robotics,,,,SRC03006,HIGH
FDR0599,S0222,P0936,Raj Mohan,Co-Founder,co-founder,,,,,,,SRC03003,HIGH
FDR0600,S0223,P0937,Saurabh Maheshwari,Co-Founder,co-founder,,,,,,,SRC03010,HIGH
FDR0601,S0223,P0938,Subham Kumar Boundia,Co-Founder,co-founder,,,,,,,SRC03010,HIGH
FDR0602,S0223,P0939,Alok Maurya,Co-Founder,co-founder,,,,,,,SRC03010,HIGH
FDR0603,S0224,P0940,Sunil,co-founder,,,,,,,,SRC03014,LOW
FDR0604,S0224,P0941,Sabari,co-founder,,,,,,,,SRC03014,LOW
FDR0605,S0224,P0942,Dushyant,co-founder,,,,,,,,SRC03014,LOW
FDR0606,S0224,P0943,Anil,founder listed in source,,,,,,,,SRC03014,LOW
FDR0607,S0226,P0944,Utkarsh Gupta,co-founder,,,,,,,,SRC01075,MEDIUM
FDR0608,S0226,P0945,Dishant Daryani,co-founder,,,,,,,,SRC01075,MEDIUM
FDR0609,S0228,P0946,Suresh Kondamudi,co-founder,,,,,,,,SRC03034,MEDIUM
FDR0610,S0228,P0947,Anand Jain,co-founder,,,,,,,,SRC03034,MEDIUM
FDR0611,S0228,P0948,Sunil Thomas,co-founder,,,,,,,,SRC03034,MEDIUM
FDR0612,S0229,P0952,Pushkar Mukewar,CEO and Founder,founder,True,,Wharton School,,,,SRC03045,HIGH
FDR0613,S0229,P0953,Neil Kothari,Co-Founder,co-founder,True,,Wharton School,,,,SRC03050,HIGH
FDR0614,S0230,P0954,Ranvir Singh,"Founder, Chairman & CEO",founder,True,,"IIT Bombay, IIM Bangalore",,,,SRC03054,HIGH
FDR0615,S0230,P0955,Krishnan Vishwanathan,"Founder, CFO & Executive Director",co-founder,True,,IIM Bangalore,,,,SRC03054,HIGH
FDR0616,S0231,P0956,Peyush Bansal,"Chairman, MD, CEO, Co-founder and Promoter",founder,True,,IIT Delhi,,,,SRC03066,HIGH
FDR0617,S0231,P0957,Neha Bansal,"Executive Director, Global Head of Merchandising, Co-founder and Promoter",co-founder,True,,Unknown,,,,SRC03067,HIGH
FDR0618,S0231,P0958,Amit Chaudhary,"Executive Director, Global Head of Expansion, Co-founder and Promoter",co-founder,True,,Unknown,,,,SRC03065,HIGH
FDR0619,S0231,P0959,Sumeet Kapahi,"Global Head of Sourcing, Co-founder and Promoter",co-founder,True,,Unknown,,,,SRC03065,HIGH
FDR0620,S0232,P0960,Jayaprakash Sinha,Founder,founder,True,,"IIM Bangalore, CFA",,,,SRC03072,HIGH
FDR0621,S0232,P0961,Kamal Nayan,Team Member,co-founder,True,,"BIT Mesra, IIM Bangalore",,,,SRC03072,MEDIUM
FDR0622,S0232,P0962,Ritesh Sinha,Team Member,co-founder,True,,Unknown,,,,SRC03072,MEDIUM
FDR0623,S0233,P0963,Chris George,Co-Founder & Group CEO,founder,True,,Unknown,,,,SRC00388,HIGH
FDR0624,S0233,P0964,Gagan Kapur,Chairman,co-founder,True,,Unknown,,,,SRC03076,HIGH
FDR0625,S0233,P0965,Pankaj Shukla,COO,co-founder,True,,Unknown,,,,SRC03079,MEDIUM
FDR0626,S0234,P0966,Prashant Warier,Co-founder and CEO,co-founder,True,,AI healthcare entrepreneur,,,,SRC01494,MEDIUM
FDR0627,S0234,P0967,Pooja Rao,Co-founder,co-founder,UNKNOWN,,AI healthcare entrepreneur,,,,SRC01494,MEDIUM
FDR0628,S0235,P0968,Devang Kumar,Founder & CEO,founder,True,,Circularity and recycling executive,,https://in.linkedin.com/in/devang-kumar-8253b738a,,SRC03087,HIGH
FDR0629,S0236,P0969,Jeet Chandan,Co-founder,co-founder,True,,Creator of Rogue Heist,,,,SRC03091,HIGH
FDR0630,S0236,P0970,Vidhit Mehta,Co-founder,co-founder,True,,Creator of Rogue Heist,,,,SRC03091,HIGH
FDR0631,S0237,P0971,Ankur Pandey,Co-founder,co-founder,UNKNOWN,,Edtech entrepreneur,,,,SRC00088,MEDIUM
FDR0632,S0237,P0972,Pallav Pandey,Co-founder,co-founder,UNKNOWN,,Edtech entrepreneur,,,,SRC00088,MEDIUM
FDR0633,S0238,P0973,Shardul Sheth,Co-founder,co-founder,True,,Agritech entrepreneur,,,,SRC03103,MEDIUM
FDR0634,S0238,P0974,Sitanshu Sheth,Co-founder,co-founder,True,,Agritech entrepreneur,,,,SRC03103,MEDIUM
FDR0635,S0239,P0980,Kshitij Chaudhary,Co-founder & CEO,co-founder,True,,Ex-BCG; IIT Delhi,,,,SRC03139,HIGH
FDR0636,S0239,P0981,Anuj Punjani,Co-founder & CTO,co-founder,True,,Ex-Apple,,,,SRC03139,HIGH
FDR0637,S0239,P0982,Jaikishan Dulani,Co-founder,co-founder,True,,,,,,SRC02855,LOW
FDR0638,S0239,P0983,Sumit Mishra,Co-founder,co-founder,True,,,,,,SRC02855,LOW
FDR0639,S0240,P0984,Brotish Das,Co-founder & CEO,co-founder,True,,,,,,SRC03143,HIGH
FDR0640,S0240,P0985,Som Kamal Chatterjee,Co-founder & COO,co-founder,True,,,,,,SRC03146,HIGH
FDR0641,S0240,P0986,Bodhisattwa Gupta,Co-founder & CBO,co-founder,True,,,,,,SRC03143,HIGH
FDR0642,S0241,P0987,Chattanathan Devarajan,Founder,founder,True,,,,,,SRC03152,LOW
FDR0643,S0242,P0993,Vaibhav Jain,Founder & CEO,founder,True,,,,,,SRC03171,HIGH
FDR0644,S0242,P0994,Mayank Agarwal,Co-founder,co-founder,True,,,,,,SRC03172,MEDIUM
FDR0645,S0243,P0995,Anuj Rathi,Co-founder,co-founder,True,,Former Swiggy and Zomato product leader,,,,SRC03177,HIGH
FDR0646,S0243,P0996,Prashant Parashar,Co-founder,co-founder,True,,Former Swiggy and Zomato technology leader,,,,SRC03177,HIGH
FDR0647,S0246,P0997,Himanshu Goyal,Co-Founder,,True,,BITS Pilani (engineering),,,,SRC03188,HIGH
FDR0648,S0246,P0998,Gaurav Mandlecha,Co-Founder,,True,,BITS Pilani (Economics and Mechanical Engineering),,,,SRC03188,HIGH
FDR0649,S0248,P0999,Priyanka Singhal,Founder & CEO,,True,,"Electronics and Communication Engineering, Amritsar",,,,SRC03200,HIGH
FDR0650,S0252,P1008,Ranjani Narayan,co-founder,,,,,,,,,
FDR0651,S0255,P1009,Vinay Bagri,,,,,,,,,,
FDR0652,S0255,P1010,Virender Bisht,,,,,,,,,,
FDR0653,S0256,P1016,Prateep Basu,,,,,,,,,,
FDR0654,S0257,P1020,Nitya Sharma,Co-founder & CEO,,,,,,,,,
FDR0655,S0258,P1021,Virendra Gupta,,,,,,,,,,
FDR0656,S0258,P1022,Umang Bedi,Co-founder,,True,,Harvard Business School; engineering graduate from University of Pune,,,,,HIGH
FDR0657,S0258,P1023,Shailendra Sharma,Co-founder (ex),,False,,UNKNOWN,,,,,MEDIUM
FDR0658,S0259,P1036,Sagar Daryani,Co-founder & CEO,,,,,,,,,
FDR0659,S0259,P1037,Binod Homagai,Co-founder,,,,,,,,,
FDR0660,S0260,P1038,Jobin Joseph,,,,,,,,,,
FDR0661,S0260,P1039,Kaustubh K. Jadhav,,,,,,,,,,
FDR0662,S0261,P1040,Nitin Verma,Founder & CEO,,,,,,,,,
FDR0663,S0262,P1041,Rohit Ramesh,,,,,,,,,,
FDR0664,S0262,P1042,Ankit Choudhary,,,,,,,,,,
FDR0665,S0263,P1043,Dhananjai Hari,,,,,,,,,,
FDR0666,S0263,P1044,Neeraj Mishra,,,,,,,,,,
FDR0667,S0264,P1045,B L Mittal,Founder and Executive Chairman,founder,True,,UNKNOWN,,,,SRC03322,HIGH
FDR0668,S0265,P1046,Puneet Gupta,Co-founder,founder,True,,UNKNOWN,,,,SRC03327,HIGH
FDR0669,S0265,P1047,Anmol Jain,Co-founder,founder,True,,UNKNOWN,,,,SRC03327,HIGH
FDR0670,S0266,P1048,Amit Jain,Co-founder,founder,True,,UNKNOWN,,,,SRC03329,HIGH
FDR0671,S0266,P1049,Anurag Jain,Co-founder,founder,True,,UNKNOWN,,,,SRC03329,HIGH
FDR0672,S0267,P1050,Mridul Babbar,Co-founder,founder,True,,UNKNOWN,,,,SRC03333,HIGH
FDR0673,S0267,P1051,Nikunj Parashar,Co-founder,founder,True,,UNKNOWN,,,,SRC03333,HIGH
FDR0674,S0268,P1052,Aavrit Singhal,Chief Product Officer,co-founder,True,,UNKNOWN,,,,SRC03337,HIGH
FDR0675,S0268,P1053,Siddesh Ramasubramanian,CEO,co-founder,True,,UNKNOWN,,,,SRC03337,HIGH
FDR0676,S0268,P1054,Malay Kumar Poddar,Managing Director,co-founder,True,,UNKNOWN,,,,SRC03337,HIGH
FDR0677,S0269,P1055,Dr. Tinku Acharya,Founder,founder,True,,UNKNOWN,,,,SRC03340,HIGH
FDR0678,S0270,P1056,Manav Bansal,Co-founder,founder,True,,UNKNOWN,,,,SRC03343,HIGH
FDR0679,S0270,P1057,Alpna Jain,Co-founder,founder,True,,UNKNOWN,,,,SRC03343,HIGH
FDR0680,S0271,P1058,Dhirendra Nalin Mahyavanshi,Co-founder and Promoter,founder,True,,UNKNOWN,,,,SRC03346,HIGH
FDR0681,S0271,P1059,Vinayak Pathak,Co-founder,founder,True,,UNKNOWN,,,,SRC03345,HIGH
FDR0682,S0272,P1060,Satprem Mohanty,Co-founder,founder,True,,UNKNOWN,,,,SRC03348,HIGH
FDR0683,S0272,P1061,Mithil Sejpal,Co-founder,founder,True,,UNKNOWN,,,,SRC03350,HIGH
FDR0684,S0273,P1062,Avnish Chhabria,Founder and CEO,founder,True,,UNKNOWN,,,,SRC03353,HIGH
FDR0685,S0273,P1063,Saurabh Kapoor,Co-founder,co-founder,True,,UNKNOWN,,,,SRC03354,HIGH
FDR0686,S0274,P1064,Shrey Agarwal,CEO & Co-Founder,,,,,,,,SRC03359,
FDR0687,S0274,P1065,Sparsh Agarwal,Co-Founder,,,,,,,,SRC03359,
FDR0688,S0275,P1066,Sanjeev Kumar,Founder & CEO,,,,,,,,SRC03362,
FDR0689,S0276,P1067,Vijay Jain,Co-Founder,,,,,,,,SRC03365,
FDR0690,S0276,P1068,Vivek Jain,Co-Founder,,,,,,,,SRC03365,
FDR0691,S0277,P1069,Anupam Gupta,Co-Founder (President),,,,,,,,SRC03368,
FDR0692,S0277,P1070,Anirudh Kala,Co-Founder,,,,,,,,SRC03369,
FDR0693,S0278,P1071,Arvind Kondangi Lakshmikumar,Founder / CEO,,True,,"PhD Robotics Carnegie Mellon; MS Engineering Software Systems BITS Pilani; former Head of Technology and Operations at Sarnoff Corporation. Worked with DARPA, NASA, US Army, AFRL, ",,,,SRC03387,HIGH
FDR0694,S0278,P1072,Ankit Kumar,Co-Founder / CRO & CBO,,True,,"B.Tech CSE IIIT Hyderabad; 20+ years in R&D programs for defence, surveillance, automotive safety globally.",,,,SRC03387,HIGH
FDR0695,S0278,P1073,Cecilia D'Souza,Co-Founder / CRO,,True,,Chartered Accountant (ICAI); BSc from Bangalore University. Executive Director and Chief Commercial Officer.,,,,SRC03387,HIGH
FDR0696,S0278,P1074,Sudeep George,Co-Founder,,False,,BE from Kuvempu University. Listed as co-founder on Tracxn and Inc42.,,,,SRC03381,MEDIUM
FDR0697,S0279,P0205,Mansi Jain,Co-Founder,,,,,,,,SRC03403,
FDR0698,S0279,P1080,Rajesh Jain,Co-Founder,,,,,,,,SRC03403,
FDR0699,S0281,P1082,Divanshu Kumar,CEO & Co-Founder,,,,,,,,SRC03410,
FDR0700,S0281,P1083,Moinak Banerjee,CTO & Co-Founder,,,,,,,,SRC03410,
FDR0701,S0283,P1084,Meghna Agarwal,Co-Founder,,,,,,,,SRC03432,
FDR0702,S0284,P1091,Neetish Sarda,Founder & Managing Director,founder,True,,Science graduate from University of London; previously worked at Vision Comptech Integrators and family business in manufacturing/real estate/IT,,,,SRC03440,HIGH
FDR0703,S0284,P1092,Harsh Binani,Co-founder,co-founder,True,,McKinsey consulting; previously at Medanta Medicity,,,,SRC03440,HIGH
FDR0704,S0285,P1093,Aditya Shah,Founder & Managing Director,founder,True,,"Co-founded Amnex in 2008; technocrat focused on IoT, GIS, AI/ML, Blockchain solutions",,,,SRC03446,HIGH
FDR0705,S0285,P1094,Tapan Gosaliya,Co-founder & Director,co-founder,True,,"Co-founded Amnex in 2008; technocrat focused on IoT, GIS, AI/ML, Blockchain solutions",,,,SRC03446,HIGH
FDR0706,S0286,P1097,Deep Kalra,Founder & Chairman,founder,True,,Founded MakeMyTrip in 2000 targeting US-India travel for Indian diaspora,,,,SRC03450,HIGH
FDR0707,S0286,P1098,Rajesh Magow,Co-founder & Group CEO,co-founder,True,,Co-founder and current Group CEO; quoted on Flamingo Transworld acquisition,,,,SRC03451,HIGH
FDR0708,S0286,P1099,Sachin Bhatia,Co-founder,co-founder,False,,Co-founder of MakeMyTrip,,,,SRC03452,MEDIUM
FDR0709,S0286,P1100,Keyur Joshi,Co-founder,co-founder,False,,Co-founder of MakeMyTrip,,,,SRC03452,MEDIUM
FDR0710,S0287,P1101,Niraj Singh,Founder & CEO,founder,True,,Previously founding partner at Outbox Ventures,,,,SRC03454,HIGH
FDR0711,S0287,P1102,Mohit Gupta,Co-founder,co-founder,True,,Ex-Flipkart,,,,SRC03454,HIGH
FDR0712,S0287,P1103,Ramanshu Mahaur,Co-founder,co-founder,False,,Ex-Adobe,,,,SRC03458,HIGH
FDR0713,S0287,P1104,Ganesh Pawar,Co-founder,co-founder,False,,Co-founder of Spinny,,,,SRC03454,HIGH
FDR0714,S0288,P1105,Mukesh Deogune,CEO & Co-founder,founder,True,,IIT BHU Varanasi alumnus; previously created $2M ARR logistics biz; Forbes 200 DGEMS,,,,SRC03464,HIGH
FDR0715,S0288,P1106,Gagan Chaturvedi,Co-founder,co-founder,True,,IIM Ahmedabad; previously at Signo; co-founded Traqo,,,,SRC03465,HIGH
FDR0716,S0288,P1107,Vaibhav Kumar,Co-founder,co-founder,True,,Co-founder of Traqo; technology background,,,,SRC03461,HIGH
FDR0717,S0289,P1108,Mishu Ahluwalia,Co-founder,founder,True,,Co-founded Trevel in 2025,,,,SRC03469,HIGH
FDR0718,S0289,P1109,Rishi Raj Kochhar,Co-founder,co-founder,True,,Co-founded Trevel in 2025,,,,SRC03469,HIGH
FDR0719,S0289,P1110,Sahil Jindal,Co-founder,co-founder,True,,Co-founded Trevel; featured by Forbes India,,,,SRC03470,HIGH
FDR0720,S0290,P1111,Umesh Kumar,Co-founder & CEO,founder,True,,IIT Roorkee CSE '23; previously co-founded SkoolStream (acquired by Bodhi AI in March 2022),,,,SRC03474,HIGH
FDR0721,S0290,P1112,Saksham Sarda,Co-founder,co-founder,True,,Co-founded Runable; previously worked on AI infrastructure,,,,SRC03475,HIGH
FDR0722,S0291,P1114,Anshuman Ruia,Founder,founder,True,,Second generation of Ruia family that founded Essar; financial expertise and project execution,,,,SRC03487,HIGH
FDR0723,S0292,P1115,Ashok Hariharan,CEO & Co-founder,founder,True,,Penn State engineering and ISB graduate; previously developed high-speed network processors and led corporate strategy,,,,SRC03493,HIGH
FDR0724,S0292,P1116,Vineet Jawa,Co-founder,co-founder,True,,ISB graduate; later co-founded credit risk platform CredRight,,,,SRC03493,HIGH
FDR0725,S0292,P1117,Hatim Baheranwala,Co-founder,co-founder,True,,Co-founded IDfy in 2011,,,,SRC03497,HIGH
FDR0726,S0293,P1118,Amit Kumar,Co-founder & CEO,founder,True,,Launched Qween as bootstrapped venture; CEO; based in Bengaluru,,,,SRC03503,HIGH
FDR0727,S0293,P1119,Suyash Motarwar,Co-founder & CTPO,co-founder,True,,Co-founded Qween; CTPO; technology strategy; previously at Suci,,,,SRC03504,HIGH
FDR0728,S0296,P1120,Aditi Murarka Agrawal,co-founder,,,,,,,,SRC03514,MEDIUM
FDR0729,S0296,P1121,Anurag Agrawal,co-founder,,,,,,,,SRC03514,MEDIUM
FDR0730,S0301,P1123,Prukalpa Sankar,co-founder & CEO,,,,,,,,SRC03543,MEDIUM
FDR0731,S0304,P1124,Kartik Kini,Chief Strategy and Execution Officer,executive,True,,,,,,SRC03553,MEDIUM
FDR0732,S0305,P1125,Raghav Parvataraju,CEO,,,,,,,,SRC03557,HIGH
FDR0733,S0305,P1126,Raghavendra Parvataraju,CEO,,True,,IIT graduate (unverified — some coverage references IIT background but no specific institute confirmed in sources),,,,SRC03557,HIGH
FDR0734,S0305,P1127,Vijay Ponukumati,CTO,,True,,UNKNOWN,,,,SRC03557,HIGH
FDR0735,S0305,P1128,Mohan Konyala,CPO,,True,,UNKNOWN,,,,SRC03557,HIGH
FDR0736,S0305,P1129,Ashutosh Bordekar,CFO,,True,,UNKNOWN,,,,SRC03557,HIGH
FDR0737,S0306,P1131,Saurabh Agarwal,Founder & CEO,,,,,,,,SRC03564,HIGH
FDR0738,S0306,P1132,Akshay Agarwal,Co-founder,,,,,,,,SRC03565,HIGH
FDR0739,S0307,P1133,Shashwath T.R.,Co-founder and CEO,,True,,SRM Engineering College,,,,SRC03569,HIGH
FDR0740,S0307,P1134,Sharan Srinivas J.,Co-founder and CTO,,True,,"Meenakshi Sundararajan Engineering College, Anna University (2012); ETH Zurich (Masters in Computational Science)",,,,SRC03569,HIGH
FDR0741,S0309,P1135,Navneet Singh,Founder & CEO,,,,,,,,SRC03583,MEDIUM
FDR0742,S0309,P1136,Kiran V. Sharma,Chief Strategy Officer,,,,,,,,SRC02584,MEDIUM
FDR0743,S0310,P1137,Vikram Chopra,CEO,founder,True,,,,,,SRC03592,HIGH
FDR0744,S0310,P1138,Mehul Agarwal,Co-founder,co-founder,False,,,,,,SRC03610,HIGH
FDR0745,S0312,P1144,Kushagra Srivastava,Founder & CEO,,,,,,,,SRC03629,MEDIUM
FDR0746,S0313,P1145,Sanjay Srikanth Nekkanti,Co-founder & CEO,,,,,,,,SRC03630,HIGH
FDR0747,S0313,P1146,Krishna Teja Penamakuru,Co-founder,,,,,,,,SRC03631,MEDIUM
FDR0748,S0314,P1147,Ajay Upadhyaya,Co-founder,co-founder,,,,,,,SRC03634,MEDIUM
FDR0749,S0316,P1148,Kunal Popat,Co-founder,co-founder,,,,,,,SRC03645,HIGH
FDR0750,S0316,P1149,Kunal Chimanlal Popat,Founder & CEO,founder,True,,"Nirma Institute of Technology (Chemical Engineering), ICFAI (Brand Management), NMIMS (MBA Marketing)",,,,SRC03650,HIGH
FDR0751,S0316,P1150,Kinjal Kunal Popat,Co-founder & COO,co-founder,True,,NIFD (Fashion),,,,SRC03651,HIGH
FDR0752,S0316,P1151,Rajnikant Kishorkumar Shah,Director,director,True,,Director of R for Rabbit Baby Products Pvt Ltd per MCA records; tenure 4 years.,,,,SRC03647,MEDIUM
FDR0753,S0316,P1152,Sumit Sinha,Nominee Director,director,True,,Co-founder and Managing Partner of Filter Capital; nominee director on R for Rabbit board post-Series B.,,,,SRC03647,HIGH
FDR0754,S0320,P1153,Radhika Patil,Co-founder,co-founder,,,,,,,SRC03673,MEDIUM
FDR0755,S0320,P1154,Bharath Patil,Co-founder and CTO,,True,,"MS Electronics, IISc",,,,SRC03685,HIGH
FDR0756,S0322,P1156,Ankit Agrawal,Founder & CEO,,True,,Former Head of Insurance Division at CarDekho (joined 2015); founded InsuranceDekho as insurance arm of CarDekho before spin-off; BW 40 Under 40 awardee,,,,SRC03709,HIGH
FDR0757,S0322,P1157,Ish Babbar,Co-Founder & CTO,,True,,Co-founded InsuranceDekho with Ankit Agrawal in 2016; serves as Chief Technology Officer,,,,SRC03703,HIGH
FDR0758,S0325,P0085,Gaurav Kumar,Founder and CEO,founder,True,,Fintech,,,,SRC03729,HIGH
FDR0759,S0326,P1164,Prashant Jalan,Founder,founder,True,,Former applied AI lead at Google,,,,SRC03733,HIGH
FDR0760,S0328,P0564,Unknown,Founder(s),founder,True,,Logistics/tech,,,,SRC03739,MEDIUM
FDR0761,S0330,P0564,Unknown,Founder(s),founder,True,,Fintech,,,,SRC03744,MEDIUM
FDR0762,S0331,P0564,Unknown,Founder(s),founder,True,,Fintech,,,,SRC03746,MEDIUM
FDR0763,S0332,P0564,Unknown,Founder(s),founder,True,,Marine robotics,,,,SRC03750,MEDIUM
FDR0764,S0333,P1165,Athil Krishna,Founder/CEO,founder,True,,Humanoid robotics,,,,SRC03754,HIGH
FDR0765,S0343,P1166,Krishna Veer Singh,Founder,founder,,,,,,,,
FDR0766,S0343,P1167,Tarun Gupta,Co-Founder,co-founder,,,,,,,,
FDR0767,S0345,P1168,Prateek Agarwal,Founder,founder,,,,,,,,
FDR0768,S0345,P1169,Harshit Madan,Co-founder,co-founder,,,,,,,,
FDR0769,S0345,P1170,Pavan Patil,Co-founder,co-founder,,,,,,,,
FDR0770,S0354,P1171,Priy Ranjan,CEO,founder,,,,,,,SRC03849,HIGH
FDR0771,S0354,P1172,Ankit Bansal,CTO,co-founder,,,,,,,SRC03845,HIGH
FDR0772,S0354,P1173,Ishan Rakshit,co-founder,co-founder,,,,,,,SRC03850,HIGH
FDR0773,S0354,P1174,Prafful Goyal,co-founder,co-founder,,,,,,,SRC03845,MEDIUM
FDR0774,S0355,P1175,Sudarshan Kamath,CEO / Co-founder,founder,,,"Former Elevation Capital investor, AI engineer",,,,SRC03856,HIGH
FDR0775,S0355,P1176,Akshat Mandloi,Co-founder,co-founder,,,Engineer,,,,SRC03857,HIGH
FDR0776,S0356,P1177,Vrinda Kapoor,CEO / Founder,founder,,,"Tech entrepreneur, incubated at IIT Delhi, Berkeley SkyDeck accelerator",,,,SRC03859,HIGH
FDR0777,S0356,P1178,Vinayak Dalmia,Co-founder,co-founder,,,,,,,SRC03861,HIGH
FDR0778,S0357,P1179,Chirag Gupta,Founder & CEO,founder,,,Former Deloitte consultant,,,,SRC03868,HIGH
FDR0779,S0357,P1180,Ankur Gupta,Co-founder,co-founder,,,,,,,SRC03869,HIGH
FDR0780,S0359,P1181,Vikas Taneja,Founder & Director,founder,,,,,,,SRC03875,HIGH
FDR0781,S0359,P1182,Prithvi Raj Singh,Founder & Director,founder,,,,,,,SRC03875,HIGH
FDR0782,S0359,P1183,Deepak Singh,Founder,founder,,,,,,,SRC03880,HIGH
FDR0783,S0361,P1184,Deepak Gullapalli,Founder & Chairman,founder,,,Founded Head Digital Works (then Head Infotech) in 2006,,,,SRC03887,HIGH
FDR0784,S0361,P1185,Siddharth Sharma,CEO,executive,,,,,,,SRC03889,HIGH
FDR0785,S0363,P0241,Vidit Aatrey,Founder & CEO (Meesho),founder,,,,,,,SRC03904,MEDIUM
FDR0786,S0363,P0564,unknown,KiranaClub founder,founder,,,,,,,SRC03899,LOW
FDR0787,S0365,P1186,Navkiran Singh,Founder & CEO,founder,,,,,,,,
FDR0788,S0365,P1187,Varun Ganjoo,Co-Founder,co-founder,,,,,,,,
FDR0789,S0365,P1188,Puneet Singh,Co-Founder,co-founder,,,,,,,,
FDR0790,S0366,P1189,Harsh Prateek,Founder,founder,,,,,,,,
FDR0791,S0366,P1190,Mayank Sahu,Co-founder,co-founder,,,,,,,,
FDR0792,S0367,P1191,"{'v': 'Dilsher Singh Malhi', 'conf': 0.9, 'src': 'ET Now'}","{'v': 'Co-founder', 'conf': 0.9}","{'v': 'founder', 'conf': 0.9}","{'v': True, 'conf': 0.7, 'src': 'inferred'}",,"{'v': 'IIT Kanpur alumnus', 'conf': 0.9, 'src': 'ET Now'}",,,,SRC03930,HIGH
FDR0793,S0367,P1191,Dilsher Singh Malhi,Co-founder and CEO,,True,,IIT Kanpur (Chemical Engineering); EPFL Switzerland,,,,SRC03930,HIGH
FDR0794,S0367,P1192,Siddhant Saurabh,Co-founder,,True,,unknown,,,,SRC03935,HIGH
FDR0795,S0368,P1196,Akshar Vastarpara,Founder & CEO,,,,,,,,SRC03947,HIGH
