investor_id,name,type,geography,companies_backed,total_rounds,lead_rounds,first_investment,startup_ids,source_id,notes
INV1168,Sumitomo Mitsui,,,1,0,0,,S0170,SRC02623,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1169,Vedanta group,Conglomerate,"Mumbai, India",1,0,0,,S0170,SRC02623,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1170,DCM Shriram Consolidated,Conglomerate,"Delhi, India",1,0,0,,S0170,SRC02627,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1171,ADB,Multilateral,"Manila, Philippines",0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV1172,Public investors,,,2,0,0,,S0171;S0177,SRC02631,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1173,Prosus/Naspers,Conglomerate,"Amsterdam, Netherlands",1,0,0,,S0171,SRC02632,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1174,QIP investors,,,1,0,0,,S0171,SRC02632,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1175,India SME Investment Fund,PE,India,1,0,1,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1176,India SME Investment Fund (64.5 Cr),,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1177,Radhakrishna Ramnarain Pvt Ltd (17.8 Cr),,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1178,Namita Thapar (50 lakh),,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1179,Rajesh Raheja (3 Cr),,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1180,Over 20 other investors,,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1181,Radhakrishna Ramnarain Pvt,Family Office,India,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1182,Namita Thapar,Angel,India,1,0,0,,S0172,SRC02641,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1183,Phoenix Family Office,,,1,0,0,,S0172,SRC02638,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1184,Ashish Kacholia (~$3M),,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1185,pi Ventures ($1.25M),,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1186,Anicut Capital ($1M),,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1187,AC Ventures,,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1188,JITO Incubation,,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1189,LVX,,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1190,JJ Family and Angels,,,1,0,0,,S0173,SRC02644,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1191,IAN Alpha Fund,VC,India,3,0,2,,S0174;S0175;S0222,SRC02649,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV1192,Naga,,,1,0,0,,S0175,SRC02662,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1193,Dallas Venture Capital,,,1,0,1,,S0175,SRC02659,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1194,Avataar Ventures,,,1,0,0,,S0177,SRC02681,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1195,8i Ventures,,,2,0,0,,S0178;S0193,SRC02685,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1196,DeVC,,,1,0,0,,S0178,SRC02685,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1197,"Uni Cards investors (Lightspeed, Accel, General Catalyst, Eight Roads, Elevation Capital)",,,1,0,0,,S0178,SRC02687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1198,Stellaris,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1199,Orios,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1200,Stride,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1201,Mukesh Bansal,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1202,Aakrit Vaish,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1203,Miten Sampat,,,1,0,0,,S0179,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1204,Stellaris Venture Partners,VC,Bengaluru,4,0,2,,S0179;S0197;S0243;S0296,SRC02692,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV1205,RJ Corp,,,1,0,0,,S0181,SRC02700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1206,Enam,,,1,0,0,,S0181,SRC02700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1207,Akash Bhansali,,,1,0,0,,S0181,SRC02700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1208,Hero,,,1,0,0,,S0181,SRC02700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1209,DLF,,,1,0,0,,S0181,SRC02700,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1210,Poonawalla family office,family_office,India,1,0,1,,S0181,SRC02701,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1211,INOXGFL Group,conglomerate,India,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV1212,Acacia Inclusion,,,1,0,0,,S0183,SRC02714,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1213,PC-SBI Kurashi Visionary Fund,,,1,0,0,,S0183,SRC02714,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1214,Rising Tide Ventures,VC,India,1,0,1,,S0183,SRC02714,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1215,Ecosystem Integrity Fund,impact_fund,US,1,0,0,,S0183,SRC02714,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1216,LeapFrog Investments,impact_fund,London,3,0,0,,S0183;S0266;S0322,SRC02715,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV1217,Uber,,,1,0,1,,S0184,SRC02721,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1218,Peak XV Surge,VC,"Bengaluru, India",1,0,0,,S0185,SRC02726,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1219,Peak XV Partners (Surge),VC,"Bengaluru, India",2,0,0,,S0185;S0223,SRC02734,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1220,Kettleborough VC,,,1,0,0,,S0185,SRC02729,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1221,Naveen Kukreja,,,1,0,0,,S0185,SRC02729,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1222,9+ others,,,1,0,0,,S0185,SRC02729,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1223,Galaxy Interactive,,,1,0,1,,S0186,SRC02742,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1224,Animoca Brands,,,1,0,1,,S0186,SRC02742,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1225,Blue Asva Varenya Fund,,,1,0,0,,S0189,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1226,FBC Venture Partners,,,1,0,0,,S0189,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1227,Spearhead Capital,,,1,0,0,,S0189,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1228,ARTPARK,,,1,0,0,,S0191,SRC02760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1229,Manish Jain,,,1,0,0,,S0191,SRC02760,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1230,Jacob Hansen Family Trust,,,1,0,1,,S0192,SRC02764,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1231,Krishnaswamy Vijay,,,1,0,0,,S0192,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1232,Fundamentum Partnership,,,1,0,0,,S0193,SRC02767,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1233,Accion Venture Labs,,,1,0,0,,S0193,SRC02767,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1234,GMO Venture Partners,,,1,0,0,,S0193,SRC02767,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1235,Rockstud Capital,VC,India,1,0,1,,S0194,SRC02772,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1236,global and domestic investors,,,1,0,0,,S0194,SRC02772,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1237,Susquehanna Asia VC,VC,USA,2,0,1,,S0195;S0296,SRC02778,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1238,Long Journey Ventures,,,1,0,0,,S0195,SRC02778,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1239,MakeMyTrip,,,1,0,0,,S0195,SRC02778,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1240,Havells India,Corporate,India,1,0,1,,S0196,SRC02787,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1241,Nikhil Kamath (Zerodha),,,1,0,0,,S0196,SRC02787,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1242,Vertex Ventures Southeast Asia & India,,,1,0,1,,S0197,SRC02794,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1243,Bharat Jaisinghani,Angel,India,1,0,1,,S0198,SRC02810,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1244,Nitish Mittersain (Nazara founder),,,1,0,0,,S0198,SRC02810,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1245,Nitish Mittersain,,,1,0,0,,S0198,SRC02810,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1246,Mayfield Fund,,,1,0,0,,S0199,SRC02821,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1247,Advenza Global,,,1,0,0,,S0199,SRC02820,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1248,REA India,,,1,0,1,,S0200,SRC02824,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1249,Two UK family offices,,,1,0,0,,S0201,SRC02833,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1250,UK family offices,,,1,0,1,,S0201,SRC02833,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1251,Sixth Sense Ventures,,,2,0,1,,S0202;S0340,SRC02840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1252,Flourish Ventures,,,1,0,0,,S0203,SRC02847,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1253,Antler,,,1,0,0,,S0203,SRC02847,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1254,GSF Investors,VC,India,1,0,0,,S0207,SRC02859,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1255,PE investors,,,1,0,0,,S0209,SRC02877,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1256,Piramal Alternatives,,,1,0,0,,S0209,SRC02877,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1257,Nuveen,,,1,0,0,,S0209,SRC02877,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1258,European DFI,,,1,0,0,,S0209,SRC02877,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1259,US Teachers Insurance and Annuity Association,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1260,Michael & Susan Dell Foundation,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1261,Aavishkaar Goodwell India Microfinance Development Company-II,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1262,Tano Capital,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1263,TR Capital III Mauritius,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1264,Danish Sustainable Development Goals Investment Fund,,,1,0,0,,S0209,SRC02874,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1265,Aavishkaar Group,,,1,0,1,,S0209,SRC02880,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1266,India-Japan Fund,,,1,0,0,,S0210,SRC02893,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1267,IJF,,,1,0,0,,S0210,SRC02893,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1268,Founders,,,1,0,0,,S0210,SRC02893,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1269,Mirae Asset Venture Investment,Venture capital,South Korea,1,0,1,,S0211,SRC02901,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1270,Antler India,VC,India,1,0,1,,S0213,SRC02925,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1271,Ajay Agarwal,,,1,0,0,,S0213,SRC02925,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1272,Sharad Sanghi,,,1,0,0,,S0213,SRC02924,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1273,Paula Mariwala,,,1,0,0,,S0213,SRC02924,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1274,{'name': 'Prath Ventures'},,,1,0,0,,S0214,SRC02943,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1275,Prath Ventures,VC,India,2,0,2,,S0214;S0341,SRC02943,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1276,{'name': 'Inflection Point Ventures'},,,1,0,0,,S0215,SRC02954,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1277,{'name': 'LC Nueva Investment Partners'},,,1,0,0,,S0215,SRC02950,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1278,"{'name': ""Founder's Room Capital""}",,,1,0,0,,S0215,SRC02950,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1279,{'name': 'LC Nueva'},,,1,0,0,,S0215,SRC02948,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1280,{'name': 'Mufin'},,,1,0,0,,S0215,SRC02948,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1281,{'name': 'LC Nueva AIF'},,,1,0,0,,S0215,SRC02955,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1282,LC Nueva,,,1,0,1,,S0215,SRC02948,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1283,Inflection Point Ventures,,,2,0,1,,S0215;S0233,SRC02954,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1284,{'name': 'WaterBridge Ventures'},,,1,0,0,,S0216,SRC02963,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1285,{'name': 'Nikhil Kamath'},,,1,0,0,,S0217,SRC02968,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1286,{'name': 'Sreeram Reddy Vanga'},,,1,0,0,,S0217,SRC02968,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1287,Sreeram Reddy Vanga,,,1,0,0,,S0217,SRC02968,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1288,Baring Private Equity Partners India,,,2,0,1,,S0219;S0256,SRC02980,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1289,Z3Partners,,,1,0,0,,S0219,SRC02980,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1290,Bajaj Finance,,,1,0,0,,S0219,SRC02983,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1291,IIT Kanpur alumni network,,,1,0,0,,S0220,SRC02987,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1292,Associates,,,1,0,0,,S0221,SRC02993,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1293,Venture Catalysts angel network,,,1,0,1,,S0224,SRC03014,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1294,Helena,,,1,0,0,,S0225,SRC03016,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1295,Japan Airlines,,,1,0,0,,S0225,SRC03016,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1296,TransLink Innovation Fund,,,1,0,0,,S0225,SRC03016,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1297,SMSC,,,1,0,0,,S0225,SRC03016,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1298,Verlinvest,,,1,0,1,,S0226,SRC01075,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1299,AngelList India,,,1,0,0,,S0226,SRC03024,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1300,Abhiraj Singh Bhal,,,1,0,0,,S0226,SRC03020,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1301,Bhaane Retail,,,1,0,0,,S0226,SRC03020,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1302,Ajit Mohan,,,1,0,0,,S0226,SRC03020,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1303,Anand Ahuja,,,1,0,0,,S0226,SRC03019,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1304,CDPQ,,,1,0,1,,S0228,SRC03034,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1305,Sequoia India (now Peak XV),,,1,0,0,,S0228,SRC03034,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1306,Wing VC,,,1,0,0,,S0229,SRC03046,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1307,TI Platform Management,,,1,0,0,,S0229,SRC03050,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1308,East West Bank,,,1,0,0,,S0229,SRC03046,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1309,Sumitomo Mitsui Banking Corporation,,,1,0,0,,S0229,SRC03046,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1310,GMO Payment Gateway,,,1,0,0,,S0229,SRC03046,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1311,TD Bank,,,1,0,0,,S0229,SRC03047,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1312,Krishnan Vishwanathan,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1313,Aasaan Retail,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1314,Endiya Partners,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1315,Ventureast,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1316,Fosun RZ Capital,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1317,Sistema Asia Capital,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1318,Vertex Holdings,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1319,Vertex Growth,,,1,0,0,,S0230,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1320,Sachin Tendulkar,,,2,0,0,,S0230;S0287,SRC03053,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV1321,IDG Ventures India,,,1,0,0,,S0231,SRC03061,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1322,Unilazer Ventures,,,1,0,0,,S0231,SRC03061,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1323,International Finance Corporation,,,1,0,0,,S0231,SRC03061,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1324,Acies Ventures,,,1,0,0,,S0232,SRC03071,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1325,PointOne Capital,,,1,0,0,,S0232,SRC03071,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1326,Other Angels,,,1,0,0,,S0232,SRC03070,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1327,Keiretsu Forum,,,1,0,0,,S0233,SRC03080,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1328,CanBank Venture Capital Fund,,,1,0,0,,S0233,SRC03081,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1329,IA Growth Opportunities Fund,,,1,0,0,,S0233,SRC00388,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1330,Brew Opportunities Fund,,,1,0,0,,S0233,SRC00388,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1331,Finvolve Ventures,,,1,0,0,,S0233,SRC00388,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1332,FirstPort Capital,,,1,0,0,,S0233,SRC00388,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1333,Maithan Family Office,,,1,0,0,,S0233,SRC00388,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1334,Merck Global Health Innovation Fund,,,1,0,0,,S0234,SRC03084,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1335,Novo Nordisk,,,1,0,0,,S0234,SRC03084,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1336,OeEB,,,1,0,1,,S0235,SRC03087,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1337,Moon Beverage Limited,,,1,0,0,,S0235,SRC03089,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1338,Jainarain Fabtech,,,1,0,0,,S0235,SRC03089,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1339,family office,,,1,0,0,,S0236,SRC03092,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV1340,Five Sigma,,,1,0,1,,S0237,SRC03097,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
