startup_id,company,funding_trend,revenue_trend,profitability_trend,hiring_trend,product_trend,investor_trend,technology_evidence,regulatory_trend,explanation,confidence,evidence_count,notes
S0001,Juspay,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,17,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0285,Amnex Infotechnologies (Amnex),STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0286,MakeMyTrip,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0287,Spinny,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0288,Traqo,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0289,Trevel,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0290,Runable,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0291,GreenLine,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0292,IDfy,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0293,QWEEN,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0294,The Whole Truth,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0295,WinZO,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0296,Nestasia,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,16,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0297,Zettaone,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0298,Landeed,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0299,Milky Mist,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0300,QuickShift,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0301,Atlan,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0302,CHOSEN (skin/hair),STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0303,Big Mishra,STABLE,UP,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0304,Centricity,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0305,Graph AI,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0306,GROWiT India,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0307,Mindgrove Technologies,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0308,NeoGeo,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0309,Kepler Aerospace,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0310,CARS24,UP,STABLE,STABLE,UP,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,15,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0311,DealShare,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0312,Chakr Innovation,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0313,Dhruva Space,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0314,Nawgati,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0315,Zaggle,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0316,R for Rabbit,UP,STABLE,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0317,BharatAgri,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0318,BluSmart,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0319,Yantra Packs,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0320,Cradlewise,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0321,Jaipur Robotics,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0322,InsuranceDekho,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0323,MOPP Foods (Moppfoods),STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0324,RenewBuy,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0325,Yubi,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0326,Guickly,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0327,Zoplar,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0328,Navata Supply Chain Solutions,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0329,Astra,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0330,mPokket,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0331,StockEdge/Kredent,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0332,EyeROV,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0333,iHub Robotics,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0334,AU Small Finance Bank,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0335,Climatech Environment,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0336,Finova Capital,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0337,Garuda Aerospace,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0338,Hisabkitab,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0339,Pickkup,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0340,ShopKirana,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0341,Theater,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0342,Advaita Interactive,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0343,Lissun,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0344,Aeron Systems,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0345,Alle,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0346,Altigreen,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0347,Clear (ClearTax),STABLE,STABLE,STABLE,UP,STABLE,STABLE,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0348,Gramophone,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0349,Indrajaal,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0350,Leap India,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0351,Ola Electric,STABLE,STABLE,STABLE,UP,STABLE,STABLE,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0352,Rilo,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:4:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0353,Sanlayan Technologies,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:3:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0354,Shopflo,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0355,smallest.ai,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0356,Dv2js Innovation,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0357,4700BC,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0358,Dunzo,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0359,GamesKraft,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0360,Good Glamm Group,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0361,Head Digital Works,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0362,Hike,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0363,KiranaClub,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0364,Log9 Materials,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:2:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0365,PokerBaazi,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0366,Pync,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0367,Zupee,UP,UP,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,18,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0368,Vicharak,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
