year,city,primary_sector,stage,investor_type,capital_inr_mn,round_count,new_or_existing,disclosed_flag,notes
2025,Pune,spacetech / defence-photonics,seed,mixed,257.1,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Pune (India ops) / Bellevue (HQ),SaaS / contract lifecycle management,Series F/G (label conflicts),mixed,4285.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,San Francisco,ai/voice,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,San Francisco / Pleasanton,AI / meeting transcription,Tender / Secondary,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,San Francisco / Pleasanton,AI / meeting transcription,Tender Offer,mixed,0.0,1,existing:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Surat,agritech (crop protection / protected cultivation),Series A,mixed,257.1,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Surat,climate / solar manufacturing,pre-IPO,mixed,14220.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Thane,B2B construction materials,Series F,mixed,10369.7,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Thane,B2B construction materials,Series G,mixed,62689.55,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2025,Thane,B2B construction materials,debt,mixed,14105.0,2,all-follow-on (DERIVED):1; all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Ahmedabad,EV motorcycles,growth equity,mixed,2175.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Ahmedabad,insurtech reinsurance,Series A,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,AI,seed,mixed,130.5,3,initial (DERIVED):2; all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,AI dev-tools / vibe-coding,Series B,mixed,6090.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,AI dev-tools / vibe-coding,Series C,mixed,11310.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,AI enterprise software services,seed,mixed,2784.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,AI infra / semiconductor,series_unknown,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Aerospace / drone logistics,Series A,mixed,3219.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,D2C jewellery,Debt,mixed,2700.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,D2C jewellery,PE Growth (rumor),mixed,6960.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,D2C jewellery,Series C extension,mixed,1100.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,EdTech / Healthcare Education SaaS,PE Growth / Minority Investment,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,EdTech / Healthcare Education SaaS,Series C,mixed,3915.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,EdTech / Workforce Skilling,Series A,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,F&B / coffee chain (QSR),Private growth round (primary + small secondary),mixed,408.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,F&B / coffee chain (QSR),Series D,mixed,408.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,FoodTech / QSR,Strategic Investment (Significant Minority),mixed,5320.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Foodtech / 10-min food delivery,Private round (reported),mixed,1740.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Foodtech / 10-min food delivery,Private round (series unspecified),mixed,2088.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Foodtech / 10-min food delivery,Series B,mixed,3306.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Logistics,IPO,mixed,19070.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Logistics SaaS / AI supply chain optimization,Series A,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Logistics SaaS / AI supply chain optimization,Series A Extension,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Mobility / EV,Series C,mixed,8091.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Robotics / DeepTech,Seed,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Semiconductors / Fabless chip design,Pre-Series A,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Spacetech / Laser Communications,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,Spacetech Propulsion,Pre-Series B,mixed,1740.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,WealthTech / Investment Tech,Series B (Extended),mixed,1009.2,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,agritech supply chain,Series E (tranche 1),mixed,522.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ai (BFSI enterprise),pre-seed,mixed,66.0,2,all-follow-on (DERIVED):1; initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ai / contact centre,first round (pre-seed),mixed,17.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ai agents,Series A,mixed,1827.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ai ecommerce growth,Series B,mixed,1479.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,b2b commerce,Acquisition,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,b2b commerce,Series H / structured,mixed,13920.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,b2b manufacturing,Pre-IPO,mixed,43500.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,b2b manufacturing,Total raised,mixed,80997.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,cybersecurity,Series B,mixed,1305.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,cybersecurity / quantum,Convertible debt,mixed,150.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,cybersecurity / quantum,Series A (cumulative),mixed,375.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,cybersecurity / quantum,Series A1,mixed,200.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,d2c / baby tech,Series A,mixed,1044.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,d2c travel,Series A,mixed,2175.0,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,d2c travel goods,Series C,mixed,1870.0,2,unknown:1; all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,d2c travel goods,Series C (primary tranche),mixed,90.66,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,defence tech,seed (planned),mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ecommerce,ESOP buyback,mixed,2175.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,edtech,Acquisition,mixed,17922.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,edtech,internal_funding,mixed,31320.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Angel,mixed,0.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,edtech / HR-tech (AI + blockchain credentials),Series B,mixed,4350.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,enterprise AI CRM,pre-Series A / Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ev battery fast-charge,pre-Series B,mixed,539.4,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,ev/2-wheeler,Preferential,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech,IPO (planned),mixed,3000.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech,Series C (first institutional equity),mixed,8700.0,1,first institutional / new investor Prosus:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech / digital banking,Later-stage,mixed,8700.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech / digital banking,Later-stage (negotiations),mixed,8700.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech / travel-fintech,acquisition,mixed,0.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech lending,Series E,mixed,24360.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech payments,secondary,mixed,37410.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech payments infrastructure,Series D follow-on,mixed,4350.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fintech wealthtech,Series B,mixed,21750.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,fitness/healthtech,Series G,mixed,4141.2,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,furniture rental / consumer services,IPO,mixed,1255.57,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,gaming,pre-seed,mixed,105.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,gaming livestream / social entertainment / micro-drama,Series B (upcoming),mixed,4350.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,healthtech / wearables,Series C,mixed,4176.0,1,new:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,healthtech / wearables,Series C extension,mixed,6090.0,1,extension:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,homeservices,seed,mixed,1.05,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,industrial robotics / autonomous mobile robots,Series A,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,legaltech ai,Seed/Series A,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,logistics,Series F (tranche),mixed,4045.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,media-tech SaaS,IPO,mixed,16969.35,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,mobility / fleet management,Series B,mixed,870.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,proptech / workforce housing,Growth commitment,mixed,3480.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,proptech / workforce housing,Growth commitment (debt + quasi-equity + equity over 30 months),mixed,3480.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,semiconductor ai gpu,Seed,mixed,696.0,1,mixed (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,semiconductor ai gpu,Series A (ongoing/negotiating),mixed,4350.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,semiconductor power,Series A,mixed,1305.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,semiconductor power,Series A (extension),mixed,1452.9,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech,Seed,mixed,696.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech,Series C,mixed,8700.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech EO,Series A extension,mixed,417.6,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech analytics,Aggregate,mixed,2514.3,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech analytics,Grant (Technology Adoption Fund),mixed,246.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech analytics,aggregate,mixed,5120.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,spacetech launch,Series A,mixed,1783.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru,supply chain / pallets,IPO,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (ESTIMATE — Instagram snippet says Bengaluru-based; HQ not primary-sourced),EV battery swapping / Battery-as-a-Service,Acquisition,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (ESTIMATE — Instagram snippet says Bengaluru-based; HQ not primary-sourced),EV battery swapping / Battery-as-a-Service,Series A,mixed,3045.0,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Secondary Transaction,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (IISc-incubated),semiconductor cgra,Series A (2nd tranche),mixed,420.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (batch; ops US),fintech / payments,Series A,mixed,1305.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (factory Hoskote),EV two-wheeler,Series C,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (factory Hoskote),EV two-wheeler,Series C (equity+debt),mixed,10440.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (founding reported Chennai/IIT Madras; HQ Bengaluru per 2026 disclosures),AI / LLMs / sovereign models,Series B,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (founding reported Chennai/IIT Madras; HQ Bengaluru per 2026 disclosures),AI / LLMs / sovereign models,Series B first close (of $300M),mixed,20358.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Bengaluru (founding reported Chennai/IIT Madras; HQ Bengaluru per 2026 disclosures),AI / LLMs / sovereign models,Series B second tranche,mixed,6525.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Strategic Investment,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (primary),mixed,20880.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (primary; part of $730M primary+secondary),mixed,20880.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series F (secondary - ongoing),mixed,100.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Chandigarh,fashion / d2c,Series A,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Chennai,D2C beauty / science-led skincare,Series A,mixed,435.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,"Chennai (dual HQ Wilmington, Delaware, USA)",SaaS (PSA / onboarding),Series C,mixed,5220.0,1,new:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Series E,mixed,4375.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Series E (debt),mixed,250.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Series E (equity),mixed,437.5,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi (batch says Bengaluru; press says Delhi),biotech cell/gene,undisclosed (life-sciences investment),mixed,200.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi NCR,fuel-tech,Series A,mixed,452.4,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi NCR,logistics tech,IPO,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi NCR,travel-tech / visas,Series C,mixed,3132.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi NCR,wealthtech,Maiden Round,mixed,1740.0,2,all-follow-on (DERIVED):1; mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2026,Delhi NCR,wealthtech,Pre-seed / Talks,mixed,2175.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
