startup_id,company,milestone_type,milestone,period,value,unit,currency,source_id,confidence,notes
S0258,VerSe Innovation,current_state,ACTIVE — operating; 350 layoffs May 2025 (AI automation/profitability); Builder.ai round-tripping allegation overhang,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0278,Tonbo Imaging,first_funding,Seed,2011-10-16,43.0,INR Mn,INR,SRC03385,DERIVED,first funding event from FUNDING
S0278,Tonbo Imaging,latest_revenue,FY26,FY26,367.9,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0278,Tonbo Imaging,legal_event,regulatory,2026-07-06,,,,SRC03380,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0278,Tonbo Imaging,current_state,Active — DRHP filed with SEBI Dec 2025 for IPO,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0280,Yuma Energy,founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0280,Yuma Energy,first_funding,Acquisition,2026-09-01,,INR Mn,INR,SRC01075,DERIVED,first funding event from FUNDING
S0280,Yuma Energy,current_state,Active — $35M Series A Sep 2026 led by Magna,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0283,IndiQube,first_funding,Angel,2017-09-11,26.83,INR Mn,INR,SRC03431,DERIVED,first funding event from FUNDING
S0283,IndiQube,latest_revenue,FY26,FY26,1469.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0283,IndiQube,current_state,"Active & listed — Rs 700 Cr IPO (Rs 650 Cr fresh + Rs 50 Cr OFS), price band Rs 225–237, listed ~July 2025",2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0284,Smartworks,founded,2016,2016,,,,,DERIVED,founded date from STARTUPS
S0284,Smartworks,latest_revenue,FY26 Q4,FY26 Q4,5462.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0284,Smartworks,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0285,Amnex Infotechnologies (Amnex),founded,2008-01-01,2008-01-01,,,,,DERIVED,founded date from STARTUPS
S0285,Amnex Infotechnologies (Amnex),first_funding,Growth Capital,2025-08-18,4600.0,INR Mn,INR,SRC03445,DERIVED,first funding event from FUNDING
S0285,Amnex Infotechnologies (Amnex),current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0286,MakeMyTrip,founded,2000,2000,,,,,DERIVED,founded date from STARTUPS
S0286,MakeMyTrip,first_funding,IPO,2010-09-17,6923.0,INR Mn,INR,SRC03450,DERIVED,first funding event from FUNDING
S0286,MakeMyTrip,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0287,Spinny,founded,2015,2015,,,,,DERIVED,founded date from STARTUPS
S0287,Spinny,first_funding,Series E,2021-11-24,18625.0,INR Mn,INR,SRC03457,DERIVED,first funding event from FUNDING
S0287,Spinny,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0288,Traqo,founded,2022,2022,,,,,DERIVED,founded date from STARTUPS
S0288,Traqo,first_funding,Seed,2025-11-11,85.53,INR Mn,INR,SRC03461,DERIVED,first funding event from FUNDING
S0288,Traqo,latest_revenue,FY25,FY25,1.9,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0288,Traqo,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0289,Trevel,founded,2025-09-01,2025-09-01,,,,,DERIVED,founded date from STARTUPS
S0289,Trevel,first_funding,Seed,2026-06-12,87.0,INR Mn,INR,SRC03467,DERIVED,first funding event from FUNDING
S0289,Trevel,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0290,Runable,founded,2025,2025,,,,,DERIVED,founded date from STARTUPS
S0290,Runable,first_funding,Seed,2025-01-01,,INR Mn,INR,SRC03482,DERIVED,first funding event from FUNDING
S0290,Runable,legal_event,licence,2025-05-05,,,,SRC03477,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0290,Runable,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0291,GreenLine,founded,2021,2021,,,,,DERIVED,founded date from STARTUPS
S0291,GreenLine,first_funding,Equity Investment,2025-04-10,23567.5,INR Mn,INR,SRC03488,DERIVED,first funding event from FUNDING
S0291,GreenLine,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0292,IDfy,founded,2011,2011,,,,,DERIVED,founded date from STARTUPS
S0292,IDfy,first_funding,Series F (earlier),2024,1422.9,INR Mn,INR,SRC03448,DERIVED,first funding event from FUNDING
S0292,IDfy,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0293,QWEEN,founded,2024,2024,,,,,DERIVED,founded date from STARTUPS
S0293,QWEEN,first_funding,Corporate Round,2025-12-04,10000.0,INR Mn,INR,SRC03500,DERIVED,first funding event from FUNDING
S0293,QWEEN,current_state,,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0296,Nestasia,founded,2019,2019,,,,,DERIVED,founded date from STARTUPS
S0296,Nestasia,first_funding,Series A,2021-12-15,298.0,INR Mn,INR,SRC03521,DERIVED,first funding event from FUNDING
S0296,Nestasia,latest_revenue,FY26,FY26,177.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0296,Nestasia,current_state,Active (private),2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0305,Graph AI,founded,2024,2024,,,,,DERIVED,founded date from STARTUPS
S0305,Graph AI,first_funding,Seed,2025-10-01,257.1,INR Mn,INR,SRC03558,DERIVED,first funding event from FUNDING
S0305,Graph AI,latest_revenue,FY25,FY25,1.08,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0305,Graph AI,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0307,Mindgrove Technologies,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0309,Kepler Aerospace,founded,2018,2018,,,,,DERIVED,founded date from STARTUPS
S0309,Kepler Aerospace,first_funding,Seed,2026-09-01,696.0,INR Mn,INR,SRC03582,DERIVED,first funding event from FUNDING
S0309,Kepler Aerospace,latest_revenue,FY25,FY25,10.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0309,Kepler Aerospace,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0310,CARS24,first_funding,Series A,2015-11-25,,INR Mn,INR,SRC03608,DERIVED,first funding event from FUNDING
S0310,CARS24,latest_revenue,FY25,FY25,6233.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0310,CARS24,legal_event,regulatory,2026-09-15,,,,SRC03621,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0310,CARS24,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0316,R for Rabbit,founded,2014,2014,,,,,DERIVED,founded date from STARTUPS
S0316,R for Rabbit,first_funding,Seed,2014,40.0,INR Mn,INR,SRC03650,DERIVED,first funding event from FUNDING
S0316,R for Rabbit,latest_revenue,FY24,FY24,170.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0316,R for Rabbit,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0320,Cradlewise,first_funding,Angel,2018-02-06,335.22,INR Mn,INR,SRC03686,DERIVED,first funding event from FUNDING
S0320,Cradlewise,latest_revenue,FY25,FY25,10.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0320,Cradlewise,legal_event,regulatory,2026-09-04,,,,SRC03681,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0320,Cradlewise,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0322,InsuranceDekho,first_funding,Series A,2023-02-09,12420.0,INR Mn,INR,SRC03708,DERIVED,first funding event from FUNDING
S0322,InsuranceDekho,latest_revenue,FY25,FY25,1290.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0322,InsuranceDekho,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0367,Zupee,founded,2018,2018,,,,,DERIVED,founded date from STARTUPS
S0367,Zupee,first_funding,Seed,2019-01-01,86.0,INR Mn,INR,SRC03935,DERIVED,first funding event from FUNDING
S0367,Zupee,latest_revenue,FY24,FY24,1123.0,INR crore,,,DERIVED,latest FY revenue from FINANCIALS
S0367,Zupee,current_state,ACTIVE,2026-09-16,,,,,DERIVED,current company status from STARTUPS
S0368,Vicharak,founded,2021,2021,,,,,DERIVED,founded date from STARTUPS
S0368,Vicharak,first_funding,Seed,2024-06-25,10.02,INR Mn,INR,SRC03947,DERIVED,first funding event from FUNDING
S0368,Vicharak,legal_event,Incorporation,2023-12-05,,,,SRC03950,DERIVED,legal/regulatory event from LEGAL_REGULATORY
S0368,Vicharak,current_state,Active,2026-09-16,,,,,DERIVED,current company status from STARTUPS
